,weight2011,weight2021,height2011,height2021
3552,87.0,74,189.0,182
3553,67.0,87,180.0,198
3554,79.0,78,182.0,186
3555,60.0,75,174.0,177
3556,73.0,88,174.0,188
3557,80.0,76,190.0,180
3558,79.0,79,183.0,184
3559,80.0,70,185.0,165
3560,68.0,75,175.0,185
3561,75.0,81,180.0,177
3562,79.0,82,180.0,187
3563,74.0,71,183.0,181
3564,78.0,87,187.0,187
3565,76.0,78,173.0,186
3566,72.0,68,176.0,173
3567,74.0,74,181.0,178
3568,78.0,69,186.0,174
3569,75.0,77,177.0,179
3570,86.0,68,190.0,176
3571,74.0,62,184.0,173
3572,85.0,75,185.0,188
3573,79.0,81,180.0,185
3574,72.0,64,190.0,178
3575,68.0,75,181.0,177
3576,70.0,78,177.0,186
3577,73.0,71,172.0,180
3578,67.0,71,178.0,171
3579,90.0,72,190.0,178
3580,81.0,63,187.0,183
3581,81.0,76,182.0,185
3582,85.0,77,186.0,180
3583,73.0,77,182.0,188
3584,74.0,73,184.0,183
3585,85.0,78,192.0,188
3586,72.0,84,177.0,188
3587,68.0,80,179.0,186
3588,73.0,79,183.0,185
3589,80.0,72,180.0,176
3590,78.0,84,185.0,197
3591,79.0,63,183.0,178
3592,75.0,80,179.0,184
3593,75.0,67,183.0,178
3594,73.0,80,175.0,186
3595,83.0,64,188.0,167
3596,62.0,71,173.0,178
3597,60.0,80,171.0,191
3598,73.0,71,180.0,176
3599,80.0,78,180.0,184
3600,80.0,71,183.0,181
3601,72.0,84,183.0,188
3602,86.0,72,192.0,176
3603,82.0,69,190.0,174
3604,72.0,80,181.0,180
3605,74.0,70,177.0,181
3606,72.0,80,178.0,183
3607,76.0,77,185.0,180
3608,82.0,72,184.0,177
3609,71.0,85,175.0,193
3610,77.0,73,187.0,170
3611,85.0,68,191.0,177
3612,67.0,75,185.0,183
3613,80.0,81,185.0,188
3614,79.0,80,176.0,197
3615,69.0,88,185.0,189
3616,75.0,76,177.0,189
3617,77.0,75,183.0,182
3618,83.0,75,190.0,183
3619,88.0,81,188.0,191
3620,68.0,80,177.0,193
3621,72.0,86,178.0,185
3622,76.0,82,177.0,187
3623,85.0,78,187.0,180
3624,80.0,75,190.0,175
3625,67.0,61,176.0,163
3626,69.0,79,167.0,183
3627,64.0,89,170.0,190
3628,79.0,64,186.0,174
3629,72.0,74,170.0,184
3630,69.0,84,183.0,187
3631,70.0,75,177.0,183
3632,82.0,74,189.0,176
3633,71.0,80,178.0,193
3634,79.0,73,178.0,180
3635,75.0,75,181.0,185
3636,74.0,70,183.0,182
3637,82.0,71,187.0,182
3638,76.0,75,180.0,181
3639,81.0,84,188.0,182
3640,76.0,72,189.0,175
3641,74.0,63,190.0,175
3642,69.0,101,183.0,200
3643,80.0,76,190.0,188
3644,70.0,72,183.0,183
3645,81.0,91,187.0,194
3646,80.0,76,184.0,184
3647,81.0,75,188.0,185
3648,70.0,80,180.0,185
3649,77.0,82,181.0,185
3650,84.0,80,181.0,192
3651,75.0,73,185.0,174
3652,77.0,72,180.0,185
3653,78.0,80,190.0,185
3654,70.0,70,175.0,175
3655,75.0,76,179.0,178
3656,80.0,74,184.0,189
3657,73.0,72,177.0,180
3658,83.0,64,183.0,171
3659,83.0,70,189.0,171
3660,75.0,75,183.0,184
3661,81.0,68,188.0,175
3662,76.0,78,180.0,189
3663,82.0,84,184.0,193
3664,83.0,74,184.0,183
3665,80.0,75,189.0,188
3666,80.0,60,186.0,173
3667,84.0,66,191.0,178
3668,74.0,65,180.0,168
3669,70.0,80,179.0,181
3670,72.0,84,178.0,185
3671,72.0,68,172.0,179
3672,80.0,80,183.0,191
3673,70.0,80,176.0,187
3674,71.0,64,183.0,173
3675,62.0,70,170.0,173
3676,82.0,74,191.0,178
3677,72.0,70,178.0,175
3678,75.0,64,178.0,165
3679,73.0,89,183.0,190
3680,65.0,70,168.0,183
3681,77.0,68,183.0,167
3682,68.0,63,179.0,173
3683,78.0,78,183.0,177
3684,63.0,72,176.0,175
3685,85.0,75,185.0,180
3686,76.0,69,185.0,181
3687,72.0,65,177.0,175
3688,61.0,70,168.0,174
3689,75.0,68,182.0,172
3690,74.0,70,185.0,175
3691,73.0,73,185.0,172
3692,64.0,88,178.0,183
3693,85.0,79,190.0,188
3694,68.0,75,176.0,188
3695,73.0,74,180.0,173
3696,83.0,82,188.0,182
3697,80.0,74,181.0,179
3698,82.0,83,186.0,180
3699,82.0,69,184.0,177
3700,70.0,77,177.0,183
3701,88.0,82,196.0,186
3702,76.0,77,178.0,184
3703,68.0,82,177.0,183
3704,75.0,76,185.0,179
3705,74.0,86,188.0,192
3706,72.0,80,185.0,187
3707,69.0,77,177.0,180
3708,64.0,65,175.0,167
3709,68.0,80,177.0,181
3710,84.0,78,187.0,179
3711,76.0,85,187.0,187
3712,93.0,70,190.0,183
3713,70.0,70,176.0,174
3714,75.0,78,179.0,182
3715,75.0,91,183.0,187
3716,74.0,72,188.0,168
3717,71.0,89,182.0,189
3718,71.0,72,176.0,179
3719,79.0,75,188.0,191
3720,79.0,58,187.0,172
3721,86.0,72,188.0,175
3722,71.0,80,175.0,189
3723,88.0,73,192.0,182
3724,73.0,64,180.0,170
3725,75.0,75,178.0,185
3726,76.0,87,185.0,190
3727,80.0,80,189.0,184
3728,73.0,81,178.0,177
3729,72.0,69,175.0,177
3730,89.0,78,185.0,181
3731,77.0,70,183.0,184
3732,69.0,74,180.0,175
3733,78.0,81,180.0,188
3734,85.0,81,184.0,181
3735,87.0,66,188.0,171
3736,78.0,82,185.0,186
3737,75.0,73,182.0,184
3738,81.0,82,185.0,191
3739,80.0,78,186.0,190
3740,70.0,73,175.0,175
3741,74.0,75,182.0,190
3742,80.0,83,189.0,183
3743,66.0,72,173.0,181
3744,75.0,80,184.0,179
3745,70.0,80,183.0,177
3746,80.0,73,183.0,180
3747,75.0,81,175.0,187
3748,70.0,72,178.0,176
3749,74.0,64,178.0,180
3750,86.0,75,186.0,181
3751,87.0,84,191.0,189
3752,75.0,73,191.0,184
3753,69.0,69,178.0,178
3754,86.0,78,189.0,182
3755,69.0,69,175.0,175
3756,65.0,81,175.0,186
3757,77.0,70,185.0,188
3758,76.0,75,187.0,188
3759,83.0,65,189.0,180
3760,78.0,70,189.0,182
3761,88.0,73,187.0,177
3762,76.0,80,182.0,184
3763,80.0,84,188.0,186
3764,86.0,68,189.0,177
3765,80.0,77,189.0,182
3766,72.0,80,187.0,188
3767,82.0,85,187.0,192
3768,74.0,75,177.0,177
3769,86.0,78,196.0,184
3770,78.0,83,181.0,192
3771,73.0,86,175.0,190
3772,70.0,80,180.0,191
3773,90.0,76,189.0,178
3774,81.0,75,185.0,182
3775,75.0,66,182.0,170
3776,80.0,70,188.0,185
3777,79.0,73,180.0,188
3778,70.0,69,177.0,174
3779,75.0,74,179.0,184
3780,67.0,74,185.0,181
3781,64.0,90,172.0,189
3782,73.0,87,177.0,193
3783,86.0,68,190.0,177
3784,79.0,66,187.0,170
3785,75.0,71,170.0,179
3786,80.0,74,191.0,179
3787,75.0,62,176.0,167
3788,71.0,78,182.0,178
3789,85.0,71,191.0,174
3790,73.0,72,187.0,181
3791,70.0,70,175.0,178
3792,80.0,76,192.0,181
3793,70.0,69,171.0,180
3794,82.0,78,190.0,179
3795,79.0,62,184.0,168
3796,80.0,92,184.0,196
3797,76.0,64,185.0,177
3798,82.0,93,186.0,183
3799,73.0,76,182.0,181
3800,74.0,73,186.0,175
3801,76.0,77,178.0,178
3802,72.0,81,180.0,188
3803,84.0,75,193.0,190
3804,64.0,65,172.0,171
3805,85.0,77,191.0,182
3806,83.0,75,198.0,183
3807,74.0,78,179.0,185
3808,77.0,81,178.0,181
3809,86.0,75,192.0,180
3810,80.0,62,190.0,168
3811,80.0,79,184.0,180
3812,78.0,76,189.0,184
3813,64.0,74,170.0,174
3814,80.0,83,186.0,189
3815,80.0,68,184.0,175
3816,76.0,76,180.0,178
3817,73.0,65,168.0,169
3818,73.0,74,177.0,183
3819,74.0,80,183.0,184
3820,65.0,77,183.0,182
3821,86.0,79,185.0,188
3822,81.0,77,186.0,187
3823,73.0,83,176.0,179
3824,76.0,76,185.0,179
3825,65.0,70,175.0,179
3826,72.0,83,181.0,190
3827,84.0,74,189.0,177
3828,82.0,68,185.0,170
3829,74.0,80,182.0,182
3830,77.0,70,191.0,177
3831,77.0,80,188.0,193
3832,70.0,75,178.0,174
3833,65.0,82,178.0,176
3834,73.0,62,175.0,172
3835,75.0,77,175.0,181
3836,59.0,69,171.0,167
3837,82.0,75,174.0,182
3838,88.0,74,192.0,180
3839,73.0,80,179.0,178
3840,77.0,80,182.0,188
3841,74.0,80,178.0,196
3842,73.0,82,180.0,190
3843,67.0,65,180.0,171
3844,77.0,75,184.0,180
3845,82.0,78,180.0,187
3846,84.0,79,189.0,185
3847,74.0,78,174.0,181
3848,79.0,71,185.0,186
3849,82.0,78,186.0,183
3850,69.0,71,170.0,179
3851,71.0,89,178.0,196
3852,70.0,80,181.0,187
3853,88.0,73,175.0,174
3854,91.0,79,185.0,181
3855,74.0,63,181.0,170
3856,77.0,67,177.0,172
3857,84.0,73,185.0,178
3858,94.0,75,188.0,186
3859,65.0,74,176.0,177
3860,84.0,75,194.0,179
3861,75.0,76,175.0,178
3862,70.0,83,180.0,195
3863,82.0,71,178.0,174
3864,77.0,75,186.0,180
3865,76.0,70,177.0,175
3866,73.0,79,174.0,193
3867,75.0,78,185.0,191
3868,82.0,69,182.0,170
3869,80.0,80,188.0,180
3870,77.0,72,182.0,180
3871,78.0,70,183.0,170
3872,76.0,70,184.0,178
3873,83.0,74,183.0,184
3874,83.0,83,180.0,190
3875,80.0,75,186.0,184
3876,80.0,90,188.0,195
3877,78.0,68,180.0,172
3878,75.0,74,183.0,182
3879,70.0,69,175.0,171
3880,64.0,73,173.0,182
3881,77.0,63,180.0,163
3882,84.0,62,188.0,171
3883,71.0,74,176.0,179
3884,79.0,78,181.0,184
3885,80.0,70,188.0,175
3886,81.0,78,185.0,183
3887,78.0,70,175.0,174
3888,76.0,64,180.0,169
3889,85.0,73,187.0,177
3890,81.0,81,193.0,186
3891,79.0,72,186.0,173
3892,65.0,83,168.0,188
3893,81.0,70,185.0,175
3894,79.0,91,185.0,188
3895,69.0,78,173.0,185
3896,64.0,68,173.0,172
3897,76.0,73,186.0,182
3898,82.0,78,187.0,177
3899,83.0,75,188.0,182
3900,67.0,58,175.0,170
3901,80.0,69,177.0,175
3902,71.0,87,177.0,190
3903,70.0,78,175.0,182
3904,78.0,67,188.0,174
3905,73.0,70,185.0,179
3906,65.0,91,175.0,191
3907,81.0,81,191.0,186
3908,71.0,69,179.0,178
3909,66.0,78,173.0,186
3910,70.0,77,180.0,189
3911,75.0,67,177.0,172
3912,68.0,77,175.0,180
3913,78.0,75,179.0,177
3914,74.0,63,180.0,173
3915,73.0,79,178.0,190
3916,83.0,72,184.0,178
3917,70.0,79,180.0,187
3918,81.0,72,182.0,171
3919,74.0,91,183.0,193
3920,70.0,74,176.0,180
3921,78.0,77,185.0,192
3922,84.0,60,193.0,170
3923,78.0,70,183.0,179
3924,86.0,65,188.0,169
3925,89.0,71,184.0,178
3926,88.0,70,196.0,183
3927,64.0,75,175.0,182
3928,80.0,61,190.0,167
3929,70.0,80,180.0,177
3930,75.0,84,178.0,185
3931,68.0,88,181.0,191
3932,72.0,82,185.0,181
3933,79.0,70,181.0,185
3934,75.0,77,180.0,186
3935,70.0,70,171.0,187
3936,72.0,87,179.0,191
3937,70.0,76,170.0,183
3938,71.0,76,184.0,186
3939,74.0,94,182.0,194
3940,70.0,86,174.0,185
3941,74.0,76,175.0,184
3942,82.0,76,188.0,178
3943,63.0,67,174.0,170
3944,71.0,70,180.0,183
3945,66.0,84,180.0,185
3946,73.0,61,178.0,175
3947,91.0,73,183.0,175
3948,80.0,77,179.0,182
3949,75.0,72,185.0,182
3950,82.0,69,183.0,180
3951,70.0,62,175.0,178
3952,74.0,68,178.0,177
3953,79.0,75,183.0,183
3954,73.0,93,175.0,195
3955,83.0,73,187.0,185
3956,64.0,79,168.0,190
3957,68.0,76,176.0,178
3958,71.0,80,180.0,180
3959,74.0,84,183.0,187
3960,69.0,75,178.0,185
3961,78.0,78,185.0,174
3962,73.0,81,182.0,186
3963,85.0,81,183.0,187
3964,86.0,68,188.0,170
3965,67.0,78,173.0,192
3966,75.0,70,180.0,170
3967,77.0,77,183.0,183
3968,83.0,77,183.0,196
3969,95.0,69,188.0,180
3970,69.0,75,176.0,194
3971,68.0,73,180.0,180
3972,71.0,72,179.0,180
3973,77.0,77,181.0,183
3974,73.0,75,184.0,184
3975,75.0,75,173.0,185
3976,80.0,73,186.0,185
3977,68.0,62,178.0,168
3978,78.0,71,185.0,180
3979,72.0,78,187.0,188
3980,74.0,75,178.0,179
3981,72.0,75,187.0,183
3982,74.0,75,187.0,177
3983,82.0,69,186.0,172
3984,87.0,75,195.0,182
3985,70.0,95,179.0,191
3986,86.0,70,191.0,173
3987,71.0,74,175.0,182
3988,84.0,73,194.0,180
3989,69.0,73,170.0,173
3990,75.0,80,173.0,186
3991,66.0,74,172.0,177
3992,90.0,70,190.0,184
3993,75.0,64,177.0,172
3994,75.0,66,180.0,174
3995,69.0,64,177.0,171
3996,86.0,83,180.0,186
3997,69.0,78,171.0,185
3998,75.0,69,186.0,177
3999,80.0,64,184.0,172
4000,83.0,63,192.0,170
4001,77.0,79,182.0,183
4002,64.0,64,173.0,178
4003,70.0,74,175.0,185
4004,69.0,76,170.0,181
4005,70.0,90,185.0,192
4006,74.0,77,184.0,180
4007,78.0,85,190.0,194
4008,87.0,65,187.0,181
4009,82.0,70,186.0,175
4010,63.0,61,175.0,169
4011,79.0,82,186.0,186
4012,66.0,72,174.0,188
4013,80.0,75,185.0,180
4014,63.0,71,175.0,182
4015,86.0,79,186.0,187
4016,68.0,74,184.0,184
4017,75.0,76,187.0,177
4018,79.0,68,182.0,175
4019,89.0,74,186.0,176
4020,70.0,74,185.0,181
4021,67.0,83,174.0,192
4022,77.0,70,185.0,175
4023,73.0,72,182.0,181
4024,85.0,70,188.0,175
4025,79.0,74,181.0,183
4026,75.0,82,179.0,187
4027,80.0,75,191.0,187
4028,85.0,78,190.0,180
4029,73.0,81,180.0,183
4030,67.0,75,173.0,185
4031,68.0,78,177.0,180
4032,65.0,68,175.0,178
4033,79.0,87,178.0,190
4034,62.0,72,168.0,178
4035,76.0,65,179.0,170
4036,77.0,80,188.0,184
4037,76.0,88,182.0,187
4038,77.0,75,188.0,184
4039,71.0,77,174.0,178
4040,75.0,73,188.0,182
4041,79.0,93,183.0,193
4042,81.0,69,185.0,169
4043,80.0,79,185.0,180
4044,88.0,71,190.0,173
4045,74.0,82,183.0,186
4046,90.0,69,190.0,175
4047,87.0,70,185.0,170
4048,67.0,71,179.0,182
4049,75.0,72,180.0,177
4050,72.0,67,178.0,176
4051,81.0,71,186.0,177
4052,68.0,84,177.0,185
4053,89.0,68,188.0,175
4054,86.0,64,185.0,185
4055,70.0,76,173.0,185
4056,61.0,76,169.0,192
4057,81.0,72,190.0,177
4058,78.0,86,183.0,188
4059,70.0,86,170.0,180
4060,76.0,85,189.0,178
4061,70.0,79,183.0,187
4062,85.0,91,189.0,194
4063,85.0,73,186.0,181
4064,80.0,76,181.0,184
4065,78.0,70,181.0,176
4066,76.0,62,176.0,175
4067,76.0,75,190.0,180
4068,73.0,78,181.0,178
4069,76.0,62,184.0,170
4070,61.0,79,170.0,191
4071,75.0,64,181.0,173
4072,64.0,84,165.0,185
4073,75.0,75,183.0,185
4074,79.0,75,185.0,175
4075,87.0,85,190.0,186
4076,87.0,73,192.0,182
4077,72.0,73,175.0,180
4078,83.0,75,177.0,178
4079,66.0,72,172.0,177
4080,82.0,83,186.0,188
4081,85.0,80,190.0,184
4082,75.0,74,188.0,175
4083,71.0,68,169.0,179
4084,80.0,83,192.0,190
4085,78.0,73,185.0,180
4086,75.0,68,181.0,183
4087,74.0,64,180.0,172
4088,64.0,82,170.0,186
4089,62.0,73,170.0,177
4090,80.0,73,178.0,175
4091,64.0,79,178.0,185
4092,85.0,77,190.0,186
4093,75.0,76,193.0,185
4094,71.0,67,172.0,175
4095,73.0,87,173.0,193
4096,82.0,82,188.0,192
4097,77.0,65,178.0,165
4098,74.0,79,183.0,183
4099,83.0,72,189.0,177
4100,75.0,68,180.0,174
4101,79.0,87,187.0,187
4102,75.0,75,179.0,175
4103,74.0,79,180.0,187
4104,79.0,79,187.0,185
4105,66.0,75,178.0,181
4106,94.0,70,190.0,181
4107,74.0,73,174.0,172
4108,75.0,70,179.0,178
4109,70.0,74,193.0,178
4110,70.0,73,184.0,178
4111,79.0,68,188.0,173
4112,59.0,74,168.0,180
4113,81.0,75,184.0,180
4114,88.0,81,192.0,191
4115,73.0,70,178.0,180
4116,69.0,67,181.0,175
4117,95.0,64,195.0,172
4118,72.0,85,182.0,189
4119,70.0,67,176.0,178
4120,80.0,80,188.0,177
4121,76.0,90,186.0,184
4122,72.0,72,178.0,180
4123,80.0,70,186.0,175
4124,75.0,66,178.0,175
4125,77.0,74,179.0,179
4126,66.0,71,174.0,179
4127,73.0,75,178.0,173
4128,83.0,81,186.0,186
4129,72.0,65,186.0,175
4130,85.0,89,189.0,187
4131,70.0,62,178.0,170
4132,86.0,78,183.0,179
4133,82.0,93,187.0,191
4134,78.0,75,188.0,178
4135,72.0,68,178.0,187
4136,76.0,87,174.0,189
4137,73.0,74,175.0,178
4138,68.0,81,172.0,194
4139,73.0,72,177.0,173
4140,78.0,66,182.0,179
4141,76.0,83,176.0,183
4142,81.0,73,187.0,184
4143,72.0,72,179.0,176
4144,57.0,75,175.0,180
4145,70.0,75,170.0,188
4146,72.0,71,179.0,174
4147,72.0,70,177.0,173
4148,75.0,70,180.0,183
4149,76.0,75,182.0,186
4150,70.0,88,176.0,188
4151,79.0,78,184.0,187
4152,82.0,80,180.0,190
4153,75.0,70,180.0,180
4154,79.0,80,188.0,188
4155,77.0,63,185.0,170
4156,79.0,66,184.0,165
4157,78.0,82,183.0,187
4158,74.0,86,181.0,190
4159,80.0,90,190.0,186
4160,78.0,62,182.0,166
4161,73.0,77,176.0,180
4162,82.0,77,197.0,183
4163,87.0,71,192.0,180
4164,72.0,69,180.0,193
4165,75.0,84,181.0,185
4166,76.0,90,183.0,195
4167,77.0,84,183.0,188
4168,74.0,79,181.0,181
4169,81.0,71,186.0,183
4170,82.0,74,185.0,181
4171,74.0,74,178.0,175
4172,65.0,70,177.0,175
4173,74.0,85,178.0,187
4174,76.0,74,184.0,175
4175,81.0,76,190.0,182
4176,78.0,75,188.0,178
4177,83.0,76,191.0,177
4178,77.0,80,182.0,180
4179,70.0,68,169.0,175
4180,80.0,78,178.0,183
4181,71.0,75,176.0,173
4182,80.0,90,190.0,195
4183,80.0,85,183.0,186
4184,78.0,80,178.0,190
4185,78.0,84,188.0,196
4186,74.0,79,187.0,185
4187,72.0,74,176.0,182
4188,90.0,78,193.0,186
4189,76.0,73,184.0,175
4190,85.0,75,186.0,177
4191,75.0,63,180.0,176
4192,77.0,71,193.0,174
4193,74.0,71,191.0,173
4194,81.0,70,186.0,188
4195,62.0,75,170.0,178
4196,79.0,80,188.0,183
4197,69.0,74,169.0,183
4198,83.0,79,196.0,184
4199,92.0,80,195.0,186
4200,76.0,70,187.0,176
4201,102.0,83,191.0,185
4202,74.0,78,177.0,191
4203,79.0,77,185.0,191
4204,78.0,76,180.0,184
4205,70.0,77,173.0,183
4206,73.0,70,188.0,185
4207,74.0,85,185.0,194
4208,69.0,66,178.0,165
4209,84.0,80,193.0,188
4210,93.0,76,199.0,177
4211,82.0,66,196.0,175
4212,78.0,62,180.0,172
4213,77.0,79,182.0,180
4214,81.0,65,188.0,179
4215,66.0,70,173.0,180
4216,75.0,73,175.0,176
4217,86.0,76,187.0,185
4218,89.0,73,189.0,181
4219,74.0,79,182.0,181
4220,78.0,80,188.0,183
4221,70.0,86,177.0,187
4222,70.0,65,185.0,178
4223,79.0,69,188.0,175
4224,88.0,68,194.0,180
4225,75.0,75,178.0,193
4226,79.0,67,175.0,183
4227,77.0,80,189.0,194
4228,81.0,81,185.0,187
4229,81.0,77,183.0,177
4230,95.0,73,204.0,187
4231,75.0,69,187.0,178
4232,77.0,64,179.0,174
4233,89.0,84,192.0,183
4234,79.0,71,184.0,177
4235,83.0,69,185.0,173
4236,64.0,77,172.0,183
4237,71.0,72,176.0,184
4238,67.0,71,177.0,180
4239,93.0,71,195.0,178
4240,83.0,76,188.0,183
4241,90.0,74,197.0,179
4242,75.0,71,186.0,173
4243,86.0,75,188.0,180
4244,66.0,72,175.0,186
4245,69.0,76,180.0,186
4246,70.0,65,180.0,174
4247,79.0,78,189.0,184
4248,73.0,81,183.0,183
4249,70.0,81,178.0,193
4250,59.0,65,169.0,166
4251,86.0,78,186.0,188
4252,83.0,82,178.0,185
4253,74.0,75,184.0,179
4254,93.0,88,198.0,188
4255,72.0,67,180.0,171
4256,87.0,67,191.0,183
4257,76.0,64,172.0,174
4258,66.0,81,173.0,188
4259,70.0,73,175.0,183
4260,76.0,70,188.0,180
4261,68.0,66,176.0,178
4262,85.0,81,190.0,192
4263,85.0,70,192.0,183
4264,70.0,74,178.0,184
4265,75.0,77,182.0,179
4266,76.0,66,183.0,170
4267,67.0,82,168.0,196
4268,82.0,88,187.0,185
4269,77.0,79,180.0,186
4270,75.0,60,185.0,172
4271,77.0,78,180.0,185
4272,93.0,63,194.0,172
4273,67.0,69,179.0,181
4274,73.0,76,180.0,184
4275,63.0,68,170.0,170
4276,80.0,79,185.0,185
4277,74.0,69,174.0,173
4278,68.0,82,175.0,183
4279,67.0,74,172.0,178
4280,75.0,77,182.0,182
4281,75.0,73,180.0,183
4282,70.0,70,176.0,185
4283,79.0,77,182.0,180
4284,89.0,90,190.0,193
4285,77.0,82,184.0,191
4286,77.0,63,176.0,162
4287,78.0,72,180.0,180
4288,80.0,72,185.0,180
4289,92.0,66,193.0,178
4290,68.0,65,180.0,175
4291,79.0,81,193.0,183
4292,67.0,79,180.0,179
4293,86.0,78,188.0,181
4294,80.0,82,183.0,188
4295,68.0,84,180.0,189
4296,74.0,67,178.0,178
4297,71.0,75,178.0,178
4298,94.0,62,190.0,168
4299,89.0,81,189.0,186
4300,68.0,72,172.0,178
4301,81.0,82,189.0,176
4302,77.0,71,184.0,178
4303,72.0,79,187.0,178
4304,75.0,83,180.0,191
4305,84.0,85,190.0,192
4306,75.0,68,181.0,171
4307,73.0,79,188.0,188
4308,71.0,89,178.0,189
4309,85.0,75,188.0,180
4310,86.0,80,191.0,178
4311,73.0,74,175.0,176
4312,74.0,75,178.0,176
4313,78.0,70,180.0,178
4314,81.0,69,182.0,177
4315,62.0,85,176.0,189
4316,72.0,83,172.0,189
4317,80.0,76,188.0,186
4318,69.0,75,172.0,180
4319,76.0,86,175.0,189
4320,62.0,80,167.0,186
4321,64.0,62,168.0,171
4322,69.0,77,178.0,180
4323,72.0,76,178.0,180
4324,72.0,102,176.0,198
4325,89.0,88,191.0,190
4326,70.0,75,178.0,187
4327,78.0,81,185.0,180
4328,67.0,70,177.0,181
4329,74.0,91,180.0,193
4330,90.0,75,193.0,181
4331,82.0,72,194.0,175
4332,76.0,75,180.0,179
4333,65.0,78,173.0,186
4334,78.0,60,185.0,167
4335,74.0,69,177.0,175
4336,81.0,66,186.0,169
4337,75.0,79,178.0,183
4338,69.0,82,181.0,190
4339,70.0,76,176.0,181
4340,70.0,69,184.0,172
4341,71.0,66,171.0,170
4342,72.0,68,179.0,174
4343,68.0,60,173.0,164
4344,71.0,80,175.0,183
4345,73.0,82,183.0,184
4346,76.0,78,181.0,190
4347,72.0,64,191.0,174
4348,71.0,72,176.0,175
4349,76.0,73,185.0,182
4350,70.0,80,178.0,185
4351,69.0,67,175.0,183
4352,75.0,80,187.0,182
4353,88.0,73,190.0,182
4354,73.0,66,185.0,178
4355,73.0,81,185.0,193
4356,80.0,70,187.0,181
4357,86.0,75,190.0,182
4358,72.0,75,180.0,183
4359,66.0,86,182.0,191
4360,72.0,80,178.0,185
4361,80.0,70,186.0,178
4362,88.0,76,190.0,189
4363,89.0,78,190.0,171
4364,66.0,63,178.0,170
4365,76.0,74,178.0,187
4366,80.0,72,185.0,182
4367,73.0,73,177.0,175
4368,82.0,73,184.0,179
4369,80.0,88,184.0,193
4370,77.0,70,182.0,175
4371,66.0,72,171.0,180
4372,84.0,79,188.0,187
4373,74.0,79,181.0,183
4374,71.0,73,178.0,177
4375,76.0,80,178.0,185
4376,82.0,65,185.0,183
4377,95.0,70,193.0,177
4378,76.0,86,188.0,195
4379,83.0,91,186.0,197
4380,75.0,70,186.0,175
4381,81.0,72,183.0,186
4382,89.0,71,192.0,179
4383,81.0,85,185.0,182
4384,91.0,72,196.0,175
4385,82.0,65,186.0,170
4386,58.0,77,167.0,181
4387,77.0,60,186.0,173
4388,83.0,70,191.0,174
4389,78.0,77,182.0,180
4390,85.0,72,187.0,173
4391,81.0,71,187.0,178
4392,74.0,70,176.0,175
4393,73.0,72,181.0,180
4394,70.0,65,180.0,178
4395,73.0,68,184.0,177
4396,77.0,73,179.0,178
4397,65.0,75,173.0,178
4398,80.0,77,184.0,183
4399,71.0,76,177.0,183
4400,87.0,89,187.0,188
4401,69.0,72,173.0,182
4402,82.0,76,193.0,173
4403,79.0,77,188.0,184
4404,72.0,76,181.0,188
4405,77.0,81,184.0,189
4406,65.0,80,173.0,185
4407,62.0,82,177.0,190
4408,72.0,80,179.0,185
4409,86.0,86,193.0,185
4410,75.0,78,173.0,179
4411,77.0,79,183.0,180
4412,70.0,82,175.0,189
4413,78.0,70,183.0,178
4414,78.0,69,183.0,178
4415,76.0,74,186.0,180
4416,99.0,80,192.0,190
4417,70.0,89,171.0,189
4418,90.0,69,194.0,179
4419,70.0,66,177.0,183
4420,63.0,82,173.0,194
4421,77.0,75,183.0,180
4422,78.0,67,186.0,181
4423,88.0,86,194.0,192
4424,70.0,70,180.0,195
4425,75.0,74,184.0,174
4426,76.0,83,191.0,192
4427,90.0,77,189.0,181
4428,78.0,85,185.0,187
4429,77.0,77,180.0,190
4430,81.0,85,184.0,180
4431,67.0,76,175.0,185
4432,71.0,60,178.0,165
4433,72.0,73,180.0,178
4434,70.0,67,180.0,175
4435,80.0,71,187.0,183
4436,75.0,76,179.0,186
4437,84.0,73,187.0,182
4438,75.0,86,183.0,188
4439,80.0,76,180.0,188
4440,76.0,74,182.0,180
4441,73.0,75,170.0,175
4442,82.0,75,184.0,180
4443,89.0,75,186.0,178
4444,80.0,77,182.0,184
4445,83.0,81,185.0,182
4446,75.0,89,178.0,188
4447,76.0,75,183.0,178
4448,70.0,75,174.0,182
4449,79.0,70,179.0,173
4450,70.0,65,172.0,170
4451,72.0,74,175.0,180
4452,80.0,86,184.0,187
4453,84.0,74,195.0,186
4454,78.0,76,184.0,187
4455,75.0,77,180.0,180
4456,69.0,70,180.0,179
4457,75.0,72,176.0,174
4458,71.0,72,171.0,181
4459,92.0,83,193.0,195
4460,68.0,80,172.0,186
4461,73.0,85,174.0,191
4462,77.0,74,182.0,176
4463,88.0,85,194.0,186
4464,81.0,71,181.0,183
4465,71.0,71,173.0,182
4466,76.0,66,178.0,180
4467,76.0,73,188.0,183
4468,73.0,72,183.0,182
4469,80.0,68,187.0,171
4470,77.0,70,182.0,172
4471,69.0,73,176.0,185
4472,76.0,84,178.0,189
4473,75.0,74,180.0,176
4474,78.0,78,183.0,185
4475,78.0,71,187.0,174
4476,78.0,69,180.0,173
4477,76.0,79,182.0,187
4478,70.0,67,185.0,178
4479,85.0,70,177.0,180
4480,70.0,70,177.0,177
4481,79.0,66,178.0,169
4482,83.0,70,184.0,177
4483,74.0,78,175.0,185
