,t_real,t_feels_like,humidity,wind_speed,t_percent
3404,11.0,8.6745,79.5,12.0,34.285714285714285
3405,11.0,8.447,77.0,14.0,34.285714285714285
3406,12.0,9.364,72.0,15.0,37.142857142857146
3407,12.0,9.364,72.0,15.0,37.142857142857146
3408,13.0,10.071,67.0,18.0,40.0
3409,14.0,11.081999999999999,63.0,18.0,42.857142857142854
3410,15.0,12.125,55.0,17.0,45.714285714285715
3411,16.0,13.532,52.0,13.0,48.57142857142857
3412,17.0,14.433,49.0,14.0,51.42857142857142
3413,17.0,14.633,49.0,12.0,51.42857142857142
3414,18.0,15.032,49.0,18.5,54.285714285714285
3415,18.0,15.355,47.5,15.0,54.285714285714285
3416,18.0,15.355,47.5,15.0,54.285714285714285
3417,18.5,15.778749999999999,47.5,16.0,55.714285714285715
3418,18.0,15.055,47.5,18.0,54.285714285714285
3419,17.5,14.818749999999998,52.5,16.0,52.85714285714286
3420,16.5,13.615749999999998,55.5,18.0,50.0
3421,15.5,12.683500000000002,57.0,17.0,47.14285714285714
3422,14.5,12.084499999999998,61.0,13.0,44.285714285714285
3423,14.0,11.782,63.0,11.0,42.857142857142854
3424,12.5,9.8375,67.0,15.0,38.57142857142858
3425,11.5,8.9705,67.0,13.0,35.714285714285715
3426,11.0,8.337,67.0,14.0,34.285714285714285
3427,10.5,7.8245000000000005,69.0,14.0,32.857142857142854
3429,10.0,7.41,71.0,13.0,31.428571428571427
3430,10.0,7.110000000000001,71.0,16.0,31.428571428571427
3431,11.0,8.137,67.0,16.0,34.285714285714285
3432,11.5,9.047500000000001,65.0,12.0,35.714285714285715
3435,16.5,14.117749999999997,43.5,11.0,50.0
3436,18.0,15.419999999999998,40.0,13.0,54.285714285714285
3437,18.5,15.812250000000002,38.5,14.0,55.714285714285715
3438,20.0,17.16,38.0,16.0,60.0
3439,20.5,17.329,38.0,19.5,61.42857142857143
3440,20.5,16.999499999999998,39.0,23.0,61.42857142857143
3441,19.5,15.896999999999998,46.0,25.0,58.57142857142858
3442,18.0,14.209,50.5,27.0,54.285714285714285
3443,17.0,13.232999999999999,49.0,26.0,51.42857142857142
3444,16.0,12.511999999999999,57.0,24.0,48.57142857142857
3445,15.5,12.4955,61.0,19.5,47.14285714285714
3446,15.0,11.965,61.0,19.5,45.714285714285715
3447,14.0,10.373000000000001,69.5,26.0,42.857142857142854
3448,14.0,10.673000000000002,69.5,23.0,42.857142857142854
3449,13.0,9.018999999999998,63.0,28.0,40.0
3450,13.0,9.245000000000001,65.0,26.0,40.0
3451,13.0,9.703499999999998,69.5,22.0,40.0
3452,13.0,9.936,72.0,20.0,40.0
3453,13.0,9.9685,74.5,20.0,40.0
3454,13.0,9.600999999999999,77.0,24.0,40.0
3455,13.5,9.6965,59.0,26.0,41.42857142857143
3456,14.5,10.696,48.0,25.0,44.285714285714285
3457,15.5,11.574250000000001,43.5,26.0,47.14285714285714
3458,15.0,11.175,45.0,25.0,45.714285714285715
3459,16.5,12.326999999999998,38.0,28.0,50.0
3460,17.5,13.694999999999999,34.0,24.0,52.85714285714286
3461,17.0,13.3035,35.5,23.0,51.42857142857142
3462,17.0,13.1035,35.5,25.0,51.42857142857142
3463,17.5,13.603750000000002,34.5,25.0,52.85714285714286
3464,17.0,13.478,34.0,21.0,51.42857142857142
3465,17.0,13.378,34.0,22.0,51.42857142857142
3466,17.0,13.379000000000001,37.0,22.5,51.42857142857142
3467,16.0,12.524,39.0,21.0,48.57142857142857
3468,16.0,12.648,40.5,20.0,48.57142857142857
3469,15.0,11.6475,46.5,20.5,45.714285714285715
3470,14.0,10.664000000000001,51.0,20.5,42.857142857142854
3471,13.0,9.739,53.0,19.5,40.0
3472,12.5,9.606250000000001,56.5,16.0,38.57142857142858
3473,11.5,8.59,60.0,16.0,35.714285714285715
3474,11.0,8.037,67.0,17.0,34.285714285714285
3475,11.0,8.037,67.0,17.0,34.285714285714285
3476,11.0,8.192,72.0,16.0,34.285714285714285
3477,11.0,7.814500000000001,69.5,19.5,34.285714285714285
3478,11.0,7.837,67.0,19.0,34.285714285714285
3479,11.5,8.49925,69.5,18.0,35.714285714285715
3480,12.5,9.3625,65.0,19.5,38.57142857142858
3481,13.5,9.4695,57.0,28.0,41.42857142857143
3482,13.5,9.6965,59.0,26.0,41.42857142857143
3483,12.5,9.0625,77.0,24.0,38.57142857142858
3484,12.0,8.32,85.0,27.0,37.142857142857146
3485,12.0,7.873999999999999,77.0,30.5,37.142857142857146
3486,12.0,8.324,77.0,26.0,37.142857142857146
3487,13.5,9.83825,69.5,26.0,41.42857142857143
3488,13.5,9.6235,61.0,27.0,41.42857142857143
3489,14.0,10.198,57.0,26.0,42.857142857142854
3490,14.0,10.064,51.0,26.5,42.857142857142854
3491,13.5,9.5425,55.0,27.0,41.42857142857143
3492,13.0,9.315,55.0,24.0,40.0
3493,13.0,9.889,53.0,18.0,40.0
3494,12.0,8.948,54.0,17.0,37.142857142857146
3495,12.0,8.472000000000001,56.0,22.0,37.142857142857146
3496,11.5,8.417,58.0,17.5,35.714285714285715
3497,9.5,6.73175,66.5,14.0,30.0
3498,9.0,5.7615,73.5,19.0,28.57142857142857
3499,9.0,5.733999999999999,76.0,19.5,28.57142857142857
3500,8.0,4.876,84.5,18.0,25.71428571428571
3501,9.0,6.038,82.0,17.0,28.57142857142857
3502,9.5,6.750500000000001,79.0,15.0,30.0
3503,11.5,8.599250000000001,69.5,17.0,35.714285714285715
3504,13.0,10.067,59.0,17.0,40.0
3505,13.0,9.917,59.0,18.5,40.0
3506,15.0,11.7475,46.5,19.5,45.714285714285715
3507,15.0,11.7725,41.5,18.5,45.714285714285715
3508,15.5,12.42775,40.5,17.0,47.14285714285714
3509,15.5,12.42775,40.5,17.0,47.14285714285714
3510,16.0,12.926,36.0,16.5,48.57142857142857
3511,17.0,13.879000000000001,37.0,17.5,51.42857142857142
3512,17.5,14.021249999999998,35.5,21.0,52.85714285714286
3513,17.5,14.302500000000002,43.0,19.5,52.85714285714286
3514,16.0,12.632000000000001,52.0,22.0,48.57142857142857
3515,15.0,11.4725,51.5,23.0,45.714285714285715
3516,14.0,10.714,51.0,20.0,42.857142857142854
3517,13.0,10.018999999999998,63.0,18.0,40.0
3518,12.0,9.334,69.5,15.0,37.142857142857146
3519,12.0,9.764000000000001,72.0,11.0,37.142857142857146
3520,12.0,9.794,74.5,11.0,37.142857142857146
3521,12.0,9.554,79.5,14.0,37.142857142857146
3522,11.0,8.768,88.0,12.0,34.285714285714285
3523,11.5,8.9775,85.0,15.0,35.714285714285715
3524,12.0,9.556000000000001,88.0,15.0,37.142857142857146
3525,13.0,10.544,88.0,16.0,40.0
3526,13.5,10.3785,91.0,23.5,41.42857142857143
3527,14.0,10.931999999999999,88.0,23.0,42.857142857142854
3528,14.5,11.1325,85.0,26.0,44.285714285714285
3529,15.0,11.63,82.0,26.0,45.714285714285715
3530,15.0,11.92,88.0,24.0,45.714285714285715
3531,15.5,12.72525,85.5,21.0,47.14285714285714
3532,16.0,13.128,83.0,22.0,48.57142857142857
3533,15.5,12.378749999999998,82.5,24.0,47.14285714285714
3534,16.0,12.689999999999998,77.5,25.5,48.57142857142857
3535,16.0,11.898000000000001,65.5,31.5,48.57142857142857
3536,16.0,12.344,59.0,26.0,48.57142857142857
3537,15.0,10.835,59.0,30.5,45.714285714285715
3538,14.5,10.426499999999999,57.0,29.0,44.285714285714285
3539,14.5,10.096,48.0,31.0,44.285714285714285
3540,13.5,9.32375,42.5,27.5,41.42857142857143
3541,13.0,9.511000000000001,47.0,21.0,40.0
3542,12.5,9.11875,45.5,19.5,38.57142857142858
3543,11.0,7.460000000000001,60.0,22.0,34.285714285714285
3544,10.0,6.720000000000001,67.0,19.5,31.428571428571427
3545,10.0,6.869999999999999,67.0,18.0,31.428571428571427
3546,9.0,6.0615000000000006,73.5,16.0,28.57142857142857
3547,9.0,6.0615000000000006,73.5,16.0,28.57142857142857
3548,9.0,5.938999999999999,71.0,17.0,28.57142857142857
3549,9.0,6.138999999999999,71.0,15.0,28.57142857142857
3550,9.5,6.67925,71.5,15.0,30.0
3551,11.0,7.9094999999999995,64.5,18.0,34.285714285714285
3552,12.0,8.501999999999999,58.5,22.0,37.142857142857146
3553,13.5,9.915500000000002,53.0,23.0,41.42857142857143
3554,14.5,10.696,48.0,25.0,44.285714285714285
3555,15.0,11.2425,49.5,25.0,45.714285714285715
3556,13.5,9.764000000000001,64.0,26.0,41.42857142857143
3557,12.0,8.264000000000001,72.0,26.0,37.142857142857146
3558,14.0,10.226,59.0,26.0,42.857142857142854
3559,14.0,9.87,55.0,29.0,42.857142857142854
3560,14.0,9.892000000000001,53.0,28.5,42.857142857142854
3561,13.0,8.791,57.0,29.5,40.0
3562,14.0,10.042000000000002,53.0,27.0,42.857142857142854
3563,13.5,9.669500000000001,57.0,26.0,41.42857142857143
3564,13.0,9.293,61.0,25.0,40.0
3565,13.0,9.145,65.0,27.0,40.0
3566,13.0,8.471,67.0,34.0,40.0
3567,12.0,7.523999999999999,77.0,34.0,37.142857142857146
3568,12.0,7.324,77.0,36.0,37.142857142857146
3569,13.0,8.001,77.0,40.0,40.0
3570,13.0,8.466000000000001,82.0,36.0,40.0
3571,13.5,9.107,82.0,35.0,41.42857142857143
3572,14.0,9.948,82.0,32.0,42.857142857142854
3573,14.0,10.232,88.0,30.0,42.857142857142854
3574,14.0,10.282,88.0,29.5,42.857142857142854
3575,15.0,11.280000000000001,82.0,29.5,45.714285714285715
3576,16.0,12.080000000000002,80.0,32.0,48.57142857142857
3577,16.0,12.027999999999999,83.0,33.0,48.57142857142857
3578,16.5,12.22,80.0,36.0,50.0
3579,17.0,13.009,77.0,33.0,51.42857142857142
3580,16.5,12.32,80.0,35.0,50.0
3581,17.0,12.509,77.0,38.0,51.42857142857142
3582,17.5,12.633750000000001,70.5,41.0,52.85714285714286
3583,18.5,13.371,66.0,43.5,55.714285714285715
3584,19.0,14.14,60.0,40.0,57.14285714285714
3585,19.0,14.164000000000001,56.0,39.0,57.14285714285714
3586,18.0,13.679999999999998,60.0,34.0,54.285714285714285
3587,17.0,12.988000000000001,64.0,31.0,51.42857142857142
3588,16.0,12.488000000000001,68.0,26.0,48.57142857142857
3589,15.0,11.579999999999998,72.0,25.0,45.714285714285715
3590,14.5,10.98025,74.5,26.0,44.285714285714285
3591,14.0,10.642999999999999,74.5,24.0,42.857142857142854
3592,14.0,10.738,67.0,22.0,42.857142857142854
3593,14.0,10.838000000000001,67.0,21.0,42.857142857142854
3594,13.5,10.43825,69.5,20.0,41.42857142857143
3595,13.0,9.936,72.0,20.0,40.0
3596,12.5,9.131250000000001,74.5,23.0,38.57142857142858
3597,13.0,9.886,72.0,20.5,40.0
3598,13.0,10.086,72.0,18.5,40.0
3599,14.0,10.638000000000002,67.0,23.0,42.857142857142854
3600,15.0,11.385,59.0,25.0,45.714285714285715
3601,16.0,12.224000000000002,51.5,26.0,48.57142857142857
3602,16.0,12.65,50.0,21.5,48.57142857142857
3603,18.0,14.247,41.5,25.0,54.285714285714285
3604,17.5,14.1175,41.0,21.0,52.85714285714286
3605,18.5,15.312250000000002,38.5,19.0,55.714285714285715
3606,19.0,15.791,39.0,19.5,57.14285714285714
3607,19.0,16.191,39.0,15.5,57.14285714285714
3608,20.0,17.25,37.5,15.0,60.0
3609,18.5,15.739999999999998,40.0,15.0,55.714285714285715
3610,18.5,15.91225,38.5,13.0,55.714285714285715
3611,19.0,16.2315,38.5,15.0,57.14285714285714
3612,18.0,15.600999999999999,44.5,12.0,54.285714285714285
3625,18.0,15.628,46.0,12.0,54.285714285714285
3626,18.5,15.850999999999999,46.0,15.0,55.714285714285715
3627,20.0,17.13,41.5,17.0,60.0
3628,20.5,17.493000000000002,46.0,19.5,61.42857142857143
3629,21.0,17.753,43.0,21.5,62.857142857142854
3630,21.5,18.067500000000003,45.0,24.0,64.28571428571429
3631,22.0,18.535,42.5,24.0,65.71428571428571
3632,22.0,18.814,37.0,20.0,65.71428571428571
3633,22.0,18.820999999999998,30.5,18.5,65.71428571428571
3634,21.0,18.3555,45.5,16.0,62.857142857142854
3635,18.5,15.373000000000001,58.0,22.0,55.714285714285715
3636,17.5,14.735,62.0,18.5,52.85714285714286
3637,16.0,13.488000000000001,68.0,16.0,48.57142857142857
3638,15.0,12.279999999999998,72.0,18.0,45.714285714285715
3639,15.0,12.555000000000001,77.0,16.0,45.714285714285715
3640,14.0,11.847999999999999,82.0,13.0,42.857142857142854
3641,14.0,11.748,82.0,14.0,42.857142857142854
3642,14.0,12.048,82.0,11.0,42.857142857142854
3647,24.5,22.643500000000003,63.0,14.0,72.85714285714285
3648,24.0,21.459999999999997,65.0,21.0,71.42857142857143
3649,23.0,19.802999999999997,61.0,26.0,68.57142857142857
3650,24.0,21.382,55.5,19.5,71.42857142857143
3651,24.5,21.601499999999998,47.0,20.5,72.85714285714285
3652,25.0,22.3,44.0,18.0,74.28571428571429
3653,24.0,20.748,52.0,25.0,71.42857142857143
3654,23.0,19.719,53.0,25.0,68.57142857142857
3655,23.0,19.549999999999997,50.0,26.0,68.57142857142857
3656,21.5,17.7325,55.0,29.5,64.28571428571429
3657,19.0,15.14,60.0,30.0,57.14285714285714
3658,16.5,12.533249999999999,50.5,28.0,50.0
3659,15.0,10.7425,49.5,30.0,45.714285714285715
3660,14.0,10.198,57.0,26.0,42.857142857142854
3661,12.5,9.1625,61.0,21.0,38.57142857142858
3662,12.0,8.304,67.0,25.0,37.142857142857146
3663,12.0,8.53,65.0,22.5,37.142857142857146
3664,11.0,7.8695,74.5,19.5,34.285714285714285
3665,10.5,7.73475,79.5,16.0,32.857142857142854
3666,11.0,8.192,72.0,16.0,34.285714285714285
3667,12.0,8.804,67.0,20.0,37.142857142857146
3668,12.5,9.1125,65.0,22.0,38.57142857142858
3669,14.5,10.897499999999999,55.0,24.0,44.285714285714285
3670,15.5,11.644,48.0,26.0,47.14285714285714
3671,16.0,12.396,43.5,23.0,48.57142857142857
3672,17.0,13.313999999999998,42.0,24.0,51.42857142857142
3673,17.0,12.738500000000002,40.5,29.5,51.42857142857142
3674,18.5,14.366,36.0,28.0,55.714285714285715
3675,19.0,14.784000000000002,36.0,29.0,57.14285714285714
3676,19.5,15.501999999999999,36.0,27.0,58.57142857142858
3677,20.0,16.0,35.0,27.0,60.0
3678,19.5,15.451999999999998,36.0,27.5,58.57142857142858
3679,18.0,14.02,40.0,27.0,54.285714285714285
3680,17.5,13.443749999999998,42.5,28.0,52.85714285714286
3681,16.5,12.793000000000001,42.0,24.0,50.0
3682,16.0,12.172,42.0,25.0,48.57142857142857
3683,15.0,11.670000000000002,48.0,20.5,45.714285714285715
3684,13.5,10.2925,55.0,19.5,41.42857142857143
3685,13.0,10.267,59.0,15.0,40.0
3686,11.5,9.1475,65.0,11.0,35.714285714285715
3687,11.5,8.7705,67.0,15.0,35.714285714285715
3692,13.0,10.571,67.0,13.0,40.0
3694,15.5,13.029250000000001,53.5,13.0,47.14285714285714
3698,18.0,15.493000000000002,38.5,12.0,54.285714285714285
3699,18.5,16.0215,39.0,12.0,55.714285714285715
3700,19.0,16.365,35.0,13.0,57.14285714285714
3702,20.0,17.56,33.0,11.0,60.0
3703,19.0,16.284000000000002,36.0,14.0,57.14285714285714
3704,19.0,16.1365,33.5,15.0,57.14285714285714
3705,16.5,13.625,50.0,17.0,50.0
3706,14.0,10.843,74.5,22.0,42.857142857142854
3707,13.0,10.0835,79.5,19.5,40.0
3708,12.5,10.293750000000001,79.5,12.0,38.57142857142858
3719,16.0,13.576,48.5,12.0,48.57142857142857
3720,16.0,13.02,45.0,17.0,48.57142857142857
3721,17.0,14.139499999999998,43.5,16.0,51.42857142857142
3722,17.0,13.913999999999998,42.0,18.0,51.42857142857142
3723,16.5,13.265749999999999,55.5,21.5,50.0
3724,16.0,12.68,55.0,22.0,48.57142857142857
3725,15.0,11.085,59.0,28.0,45.714285714285715
3726,15.0,11.715,61.0,22.0,45.714285714285715
3727,14.0,10.738,67.0,22.0,42.857142857142854
3728,13.5,10.43825,69.5,20.0,41.42857142857143
3729,13.0,10.103499999999999,69.5,18.0,40.0
3730,13.0,9.866999999999999,59.0,19.0,40.0
3731,12.0,9.356,63.0,14.0,37.142857142857146
3732,10.5,7.9245,69.0,13.0,32.857142857142854
3733,9.5,6.7982499999999995,73.5,14.0,30.0
3734,9.0,6.283999999999999,76.0,14.0,28.57142857142857
3735,9.0,6.183999999999999,76.0,15.0,28.57142857142857
3736,9.0,6.283999999999999,76.0,14.0,28.57142857142857
3737,9.0,6.084,76.0,16.0,28.57142857142857
3738,9.0,5.8839999999999995,76.0,18.0,28.57142857142857
3739,9.5,6.19825,73.5,20.0,30.0
3740,10.5,7.2745000000000015,69.0,19.5,32.857142857142854
3741,12.0,8.225999999999999,60.5,25.0,37.142857142857146
3742,13.0,9.115,55.0,26.0,40.0
3743,13.5,9.76825,49.5,24.0,41.42857142857143
3744,14.0,10.344000000000001,46.0,23.0,42.857142857142854
3745,14.0,10.144,46.0,25.0,42.857142857142854
3746,14.0,10.272,48.0,24.0,42.857142857142854
3747,14.0,10.272,48.0,24.0,42.857142857142854
3748,15.0,11.5975,46.5,21.0,45.714285714285715
3749,14.0,10.244,46.0,24.0,42.857142857142854
3750,14.5,10.696,48.0,25.0,44.285714285714285
3751,14.0,10.372,48.0,23.0,42.857142857142854
3752,14.0,10.293,49.5,24.0,42.857142857142854
3753,13.0,9.115,55.0,26.0,40.0
3754,12.0,8.596,58.0,21.0,37.142857142857146
3755,12.0,8.646,58.0,20.5,37.142857142857146
3756,11.5,8.36875,62.5,18.5,35.714285714285715
3757,11.0,8.009500000000001,64.5,17.0,34.285714285714285
3758,11.0,7.782,62.0,19.0,34.285714285714285
3759,11.0,7.832000000000001,62.0,18.5,34.285714285714285
3760,10.0,6.91,71.0,18.0,31.428571428571427
3761,10.0,7.010000000000002,71.0,17.0,31.428571428571427
3762,11.0,7.787000000000001,67.0,19.5,34.285714285714285
3763,11.0,7.6370000000000005,67.0,21.0,34.285714285714285
3764,11.0,7.8645,69.5,19.0,34.285714285714285
3765,12.5,9.212499999999999,61.0,20.5,38.57142857142858
3766,14.0,10.798,57.0,20.0,42.857142857142854
3767,15.0,11.524999999999999,55.0,23.0,45.714285714285715
3768,15.0,11.725,55.0,21.0,45.714285714285715
3769,15.5,12.029250000000001,53.5,23.0,47.14285714285714
3770,17.0,13.633,49.0,22.0,51.42857142857142
3771,17.0,13.032999999999998,49.0,28.0,51.42857142857142
3772,18.0,13.828,46.0,30.0,54.285714285714285
3773,18.0,14.027999999999999,46.0,28.0,54.285714285714285
3774,17.5,13.469999999999999,44.0,28.0,52.85714285714286
3775,17.0,12.715,45.0,30.5,51.42857142857142
3776,17.0,12.965,45.0,28.0,51.42857142857142
3777,15.5,12.06025,55.5,23.0,47.14285714285714
3778,14.5,11.3845,61.0,20.0,44.285714285714285
3779,13.5,10.6775,65.0,17.0,41.42857142857143
3780,12.5,9.7375,67.0,16.0,38.57142857142858
3781,12.0,9.564,72.0,13.0,37.142857142857146
3782,11.0,8.7745,79.5,11.0,34.285714285714285
3788,14.5,11.5165,77.0,21.0,44.285714285714285
3789,16.5,13.222,68.0,24.0,50.0
3790,17.5,14.085,62.0,25.0,52.85714285714286
3791,19.0,15.463999999999999,56.0,26.0,57.14285714285714
3792,20.0,16.16,53.0,29.0,60.0
3793,21.5,17.29975,46.5,32.0,64.28571428571429
3794,21.0,16.916,46.0,30.5,62.857142857142854
3795,22.0,17.801000000000002,45.5,32.0,65.71428571428571
3796,21.0,16.666,46.0,33.0,62.857142857142854
3797,22.0,18.151,45.5,28.5,65.71428571428571
3798,21.5,17.6175,45.0,28.5,64.28571428571429
3799,20.5,16.77375,47.5,27.0,61.42857142857143
3800,19.0,15.564,56.0,25.0,57.14285714285714
3801,18.5,15.273,58.0,23.0,55.714285714285715
3802,17.5,14.685000000000002,62.0,19.0,52.85714285714286
3803,16.0,13.788,68.0,13.0,48.57142857142857
3812,15.5,13.35475,74.5,13.0,47.14285714285714
3813,17.0,14.655999999999999,68.0,15.0,51.42857142857142
3814,18.0,15.324000000000002,68.0,19.0,54.285714285714285
3816,21.0,18.96,60.0,13.0,62.857142857142854
3817,23.0,20.611,57.0,17.0,68.57142857142857
3818,24.0,21.445999999999998,54.0,18.5,71.42857142857143
3819,24.0,21.346,54.0,19.5,71.42857142857143
3820,23.5,21.10425,55.5,17.0,70.0
3821,23.5,21.5395,57.0,13.0,70.0
3822,23.0,20.957,59.0,14.0,68.57142857142857
3823,23.0,20.903,61.0,15.0,68.57142857142857
3824,22.5,20.4175,63.0,15.0,67.14285714285714
3831,18.0,15.839000000000002,85.5,17.0,54.285714285714285
3832,18.0,15.544,83.0,19.5,54.285714285714285
3833,17.0,14.395999999999997,88.0,21.0,51.42857142857142
3834,16.0,13.108,88.0,23.0,48.57142857142857
3835,16.0,13.308000000000002,88.0,21.0,48.57142857142857
3836,16.0,13.317999999999998,85.5,20.5,48.57142857142857
3837,16.0,12.728,83.0,26.0,48.57142857142857
3838,16.0,13.027999999999999,83.0,23.0,48.57142857142857
3839,16.0,13.027999999999999,83.0,23.0,48.57142857142857
3840,16.0,13.027999999999999,83.0,23.0,48.57142857142857
3841,16.0,12.927999999999999,83.0,24.0,48.57142857142857
3842,16.5,13.67,80.0,21.5,50.0
3843,18.0,15.414000000000001,73.0,19.0,54.285714285714285
3844,19.5,16.448,64.0,23.0,58.57142857142858
3845,21.0,17.955000000000002,55.0,22.0,62.857142857142854
3846,19.5,16.737,66.0,20.5,58.57142857142858
3847,19.0,16.616,64.0,16.0,57.14285714285714
3848,19.0,16.754,66.0,15.0,57.14285714285714
3849,18.0,15.768999999999998,70.5,15.0,54.285714285714285
3850,18.0,16.124,68.0,11.0,54.285714285714285
3852,17.0,14.940999999999999,73.0,13.0,51.42857142857142
3853,16.5,14.2375,75.0,15.0,50.0
3855,15.0,13.030000000000001,82.0,12.0,45.714285714285715
3856,14.0,12.09,85.0,11.0,42.857142857142854
3857,13.0,11.044,88.0,11.0,40.0
3858,13.0,10.944,88.0,12.0,40.0
3859,14.0,12.032,88.0,12.0,42.857142857142854
3860,15.0,13.13,82.0,11.0,45.714285714285715
3863,14.0,11.574000000000002,91.0,17.0,42.857142857142854
3864,14.0,11.931999999999999,88.0,13.0,42.857142857142854
3865,14.0,11.889999999999999,85.0,13.0,42.857142857142854
3866,14.0,12.132,88.0,11.0,42.857142857142854
3867,16.0,13.988000000000001,68.0,11.0,48.57142857142857
3868,17.5,15.350000000000001,60.0,12.0,52.85714285714286
3869,17.0,14.338000000000001,64.0,17.5,51.42857142857142
3870,17.0,14.603000000000002,59.0,14.0,51.42857142857142
3871,16.5,13.847750000000001,63.5,17.0,50.0
3872,15.5,12.923750000000002,72.5,17.0,47.14285714285714
3873,14.0,11.478,77.0,16.0,42.857142857142854
3874,14.0,11.677999999999999,77.0,14.0,42.857142857142854
3875,13.0,10.466000000000001,82.0,16.0,40.0
3876,12.5,10.0625,85.0,15.0,38.57142857142858
3877,12.0,9.656,88.0,14.0,37.142857142857146
3878,13.0,10.6335,79.5,14.0,40.0
3879,12.5,10.125,82.0,14.0,38.57142857142858
3880,12.0,9.484,82.0,15.0,37.142857142857146
3881,12.0,9.384,82.0,16.0,37.142857142857146
3882,12.0,9.554,79.5,14.0,37.142857142857146
3883,12.0,9.224,77.0,17.0,37.142857142857146
3884,12.5,9.6,72.0,18.0,38.57142857142858
3885,13.0,9.771,67.0,21.0,40.0
3886,14.0,10.932,63.0,19.5,42.857142857142854
3887,15.0,11.985,59.0,19.0,45.714285714285715
3888,17.0,14.058499999999999,50.5,18.0,51.42857142857142
3889,17.5,14.396250000000002,45.5,19.0,52.85714285714286
3890,18.0,14.901,44.5,19.0,54.285714285714285
3891,17.5,14.73125,47.5,16.0,52.85714285714286
3892,17.0,14.033999999999999,52.0,18.5,51.42857142857142
3893,17.0,14.117999999999999,54.0,18.0,51.42857142857142
3894,16.5,13.632750000000001,53.5,17.5,50.0
3895,16.0,13.079999999999998,55.0,18.0,48.57142857142857
3896,15.0,11.935,59.0,19.5,45.714285714285715
3897,14.0,10.982,63.0,19.0,42.857142857142854
3898,13.0,10.018999999999998,63.0,18.0,40.0
3899,12.5,10.1125,65.0,12.0,38.57142857142858
3900,11.5,9.199250000000001,69.5,11.0,35.714285714285715
3917,22.5,20.25625,42.5,12.0,67.14285714285714
3918,22.5,20.29,44.0,12.0,67.14285714285714
3919,21.5,19.50725,51.5,11.0,64.28571428571429
3920,21.0,19.096999999999998,57.0,11.0,62.857142857142854
3921,20.0,17.580000000000002,64.0,17.0,60.0
3922,18.5,16.358,68.0,14.0,55.714285714285715
3923,17.5,15.333750000000002,70.5,14.0,52.85714285714286
3924,18.0,15.824000000000002,68.0,14.0,54.285714285714285
3925,18.0,15.687999999999999,66.0,15.0,54.285714285714285
3926,17.0,14.655999999999999,68.0,15.0,51.42857142857142
3927,15.5,12.985000000000001,70.0,16.0,47.14285714285714
3928,15.0,12.52,68.0,15.0,45.714285714285715
3929,14.0,11.408,72.0,16.0,42.857142857142854
3930,13.0,10.4335,79.5,16.0,40.0
3931,14.0,11.177999999999999,77.0,19.0,42.857142857142854
3932,15.5,12.985000000000001,70.0,16.0,47.14285714285714
3933,17.0,14.006,68.0,21.5,51.42857142857142
3934,18.0,14.824000000000002,68.0,24.0,54.285714285714285
3935,20.0,16.98,64.0,23.0,60.0
3936,20.5,17.32225,64.5,25.0,61.42857142857143
3937,22.5,19.6275,59.0,22.0,67.14285714285714
3938,22.5,19.3275,59.0,25.0,67.14285714285714
3939,24.0,20.779999999999998,57.5,26.0,71.42857142857143
3940,25.5,21.938750000000002,52.5,29.0,75.71428571428571
3941,24.5,20.70975,55.5,31.5,72.85714285714285
3942,25.0,21.200000000000003,54.0,31.5,74.28571428571429
3943,23.0,19.352999999999998,61.0,30.5,68.57142857142857
3944,23.0,20.302999999999997,61.0,21.0,68.57142857142857
3945,22.0,18.93,65.0,25.0,65.71428571428571
3946,21.5,18.9405,67.0,20.0,64.28571428571429
3947,20.5,17.9555,71.0,20.0,61.42857142857143
3948,20.0,17.21,75.5,23.0,60.0
3949,19.5,16.921,78.0,21.0,58.57142857142858
3950,19.0,16.287,73.0,21.0,57.14285714285714
3951,18.5,15.996750000000002,75.5,19.0,55.714285714285715
3952,18.0,15.454,78.0,19.5,54.285714285714285
3953,16.5,13.572,68.0,20.5,50.0
3954,16.0,13.098000000000003,65.5,19.5,48.57142857142857
3955,15.0,12.4,70.0,16.5,45.714285714285715
3956,15.0,11.945,63.0,20.0,45.714285714285715
3957,15.0,12.145,63.0,18.0,45.714285714285715
3958,15.0,12.084999999999999,59.0,18.0,45.714285714285715
3959,16.0,13.156000000000002,53.5,17.0,48.57142857142857
3960,17.0,13.832999999999998,49.0,20.0,51.42857142857142
3961,18.0,15.182000000000002,49.0,17.0,54.285714285714285
3962,19.5,17.06775,44.5,13.0,58.57142857142858
3963,20.0,17.29,44.5,16.0,60.0
3964,20.0,16.990000000000002,44.5,19.0,60.0
3965,20.0,17.42,46.0,15.0,60.0
3966,20.5,17.71225,44.5,17.0,61.42857142857143
3967,20.0,17.020000000000003,46.0,19.0,60.0
3968,20.0,17.07,46.0,18.5,60.0
3969,19.0,16.031000000000002,49.0,19.0,57.14285714285714
3970,18.5,15.962,52.0,15.0,55.714285714285715
3971,17.0,14.2775,57.5,17.0,51.42857142857142
3972,16.0,13.03,55.0,18.5,48.57142857142857
3973,15.0,12.415,61.0,15.0,45.714285714285715
3974,14.5,12.084499999999998,61.0,13.0,44.285714285714285
3975,14.0,11.581999999999999,63.0,13.0,42.857142857142854
3977,14.0,11.81,65.0,11.0,42.857142857142854
