,t_real,t_feels_like,humidity,wind_speed
3477,11.0,11.0,69.5,19.5
3478,11.0,11.0,67.0,19.0
3479,11.5,11.5,69.5,18.0
3480,12.5,12.5,65.0,19.5
3481,13.5,13.5,57.0,28.0
3482,13.5,13.5,59.0,26.0
3483,12.5,12.5,77.0,24.0
3484,12.0,12.0,85.0,27.0
3485,12.0,12.0,77.0,30.5
3486,12.0,12.0,77.0,26.0
3487,13.5,13.5,69.5,26.0
3488,13.5,13.5,61.0,27.0
3489,14.0,14.0,57.0,26.0
3490,14.0,14.0,51.0,26.5
3491,13.5,13.5,55.0,27.0
3492,13.0,13.0,55.0,24.0
3493,13.0,13.0,53.0,18.0
3494,12.0,12.0,54.0,17.0
3495,12.0,12.0,56.0,22.0
3496,11.5,11.5,58.0,17.5
3497,9.5,7.5,66.5,14.0
3498,9.0,6.0,73.5,19.0
3499,9.0,6.0,76.0,19.5
3500,8.0,5.0,84.5,18.0
3501,9.0,6.0,82.0,17.0
3502,9.5,7.5,79.0,15.0
3503,11.5,11.5,69.5,17.0
3504,13.0,13.0,59.0,17.0
3505,13.0,13.0,59.0,18.5
3506,15.0,15.0,46.5,19.5
3507,15.0,15.0,41.5,18.5
3508,15.5,15.5,40.5,17.0
3509,15.5,15.5,40.5,17.0
3510,16.0,16.0,36.0,16.5
3511,17.0,17.0,37.0,17.5
3512,17.5,17.5,35.5,21.0
3513,17.5,17.5,43.0,19.5
3514,16.0,16.0,52.0,22.0
3515,15.0,15.0,51.5,23.0
3516,14.0,14.0,51.0,20.0
3517,13.0,13.0,63.0,18.0
3518,12.0,12.0,69.5,15.0
3519,12.0,12.0,72.0,11.0
3520,12.0,12.0,74.5,11.0
3521,12.0,12.0,79.5,14.0
3522,11.0,11.0,88.0,12.0
3523,11.5,11.5,85.0,15.0
3524,12.0,12.0,88.0,15.0
3525,13.0,13.0,88.0,16.0
3526,13.5,13.5,91.0,23.5
3527,14.0,14.0,88.0,23.0
3528,14.5,14.5,85.0,26.0
3529,15.0,15.0,82.0,26.0
3530,15.0,15.0,88.0,24.0
3531,15.5,15.5,85.5,21.0
3532,16.0,16.0,83.0,22.0
3533,15.5,15.5,82.5,24.0
3534,16.0,16.0,77.5,25.5
3535,16.0,16.0,65.5,31.5
3536,16.0,16.0,59.0,26.0
3537,15.0,15.0,59.0,30.5
3538,14.5,14.5,57.0,29.0
3539,14.5,14.5,48.0,31.0
3540,13.5,13.5,42.5,27.5
3541,13.0,13.0,47.0,21.0
3542,12.5,12.5,45.5,19.5
3543,11.0,11.0,60.0,22.0
3544,10.0,7.5,67.0,19.5
3545,10.0,8.0,67.0,18.0
3546,9.0,6.5,73.5,16.0
3547,9.0,6.5,73.5,16.0
3548,9.0,6.5,71.0,17.0
3549,9.0,7.0,71.0,15.0
3550,9.5,7.5,71.5,15.0
3551,11.0,11.0,64.5,18.0
3552,12.0,12.0,58.5,22.0
3553,13.5,13.5,53.0,23.0
3554,14.5,14.5,48.0,25.0
3555,15.0,15.0,49.5,25.0
3556,13.5,13.5,64.0,26.0
3557,12.0,12.0,72.0,26.0
3558,14.0,14.0,59.0,26.0
3559,14.0,14.0,55.0,29.0
3560,14.0,14.0,53.0,28.5
3561,13.0,13.0,57.0,29.5
3562,14.0,14.0,53.0,27.0
3563,13.5,13.5,57.0,26.0
3564,13.0,13.0,61.0,25.0
3565,13.0,13.0,65.0,27.0
3566,13.0,13.0,67.0,34.0
3567,12.0,12.0,77.0,34.0
3568,12.0,12.0,77.0,36.0
3569,13.0,13.0,77.0,40.0
3570,13.0,13.0,82.0,36.0
3571,13.5,13.5,82.0,35.0
3572,14.0,14.0,82.0,32.0
3573,14.0,14.0,88.0,30.0
3574,14.0,14.0,88.0,29.5
3575,15.0,15.0,82.0,29.5
3576,16.0,16.0,80.0,32.0
3577,16.0,16.0,83.0,33.0
3578,16.5,16.5,80.0,36.0
3579,17.0,17.0,77.0,33.0
3580,16.5,16.5,80.0,35.0
3581,17.0,17.0,77.0,38.0
3582,17.5,17.5,70.5,41.0
3583,18.5,18.5,66.0,43.5
3584,19.0,19.0,60.0,40.0
3585,19.0,19.0,56.0,39.0
3586,18.0,18.0,60.0,34.0
3587,17.0,17.0,64.0,31.0
3588,16.0,16.0,68.0,26.0
3589,15.0,15.0,72.0,25.0
3590,14.5,14.5,74.5,26.0
3591,14.0,14.0,74.5,24.0
3592,14.0,14.0,67.0,22.0
3593,14.0,14.0,67.0,21.0
3594,13.5,13.5,69.5,20.0
3595,13.0,13.0,72.0,20.0
3596,12.5,12.5,74.5,23.0
3597,13.0,13.0,72.0,20.5
3598,13.0,13.0,72.0,18.5
3599,14.0,14.0,67.0,23.0
3600,15.0,15.0,59.0,25.0
3601,16.0,16.0,51.5,26.0
3602,16.0,16.0,50.0,21.5
3603,18.0,18.0,41.5,25.0
3604,17.5,17.5,41.0,21.0
3605,18.5,18.5,38.5,19.0
3606,19.0,19.0,39.0,19.5
3607,19.0,19.0,39.0,15.5
3608,20.0,20.0,37.5,15.0
3609,18.5,18.5,40.0,15.0
3610,18.5,18.5,38.5,13.0
3611,19.0,19.0,38.5,15.0
3612,18.0,18.0,44.5,12.0
3625,18.0,18.0,46.0,12.0
3626,18.5,18.5,46.0,15.0
3627,20.0,20.0,41.5,17.0
3628,20.5,20.5,46.0,19.5
3629,21.0,21.0,43.0,21.5
3630,21.5,21.0,45.0,24.0
3631,22.0,21.0,42.5,24.0
3632,22.0,21.0,37.0,20.0
3633,22.0,21.0,30.5,18.5
3634,21.0,20.5,45.5,16.0
3635,18.5,18.5,58.0,22.0
3636,17.5,17.5,62.0,18.5
3637,16.0,16.0,68.0,16.0
3638,15.0,15.0,72.0,18.0
3639,15.0,15.0,77.0,16.0
3640,14.0,14.0,82.0,13.0
3641,14.0,14.0,82.0,14.0
3642,14.0,14.0,82.0,11.0
3647,24.5,24.5,63.0,14.0
3648,24.0,24.0,65.0,21.0
3649,23.0,23.0,61.0,26.0
3650,24.0,24.0,55.5,19.5
3651,24.5,24.5,47.0,20.5
3652,25.0,25.0,44.0,18.0
3653,24.0,24.0,52.0,25.0
3654,23.0,23.0,53.0,25.0
3655,23.0,23.0,50.0,26.0
3656,21.5,21.5,55.0,29.5
3657,19.0,19.0,60.0,30.0
3658,16.5,16.5,50.5,28.0
3659,15.0,15.0,49.5,30.0
3660,14.0,14.0,57.0,26.0
3661,12.5,12.5,61.0,21.0
3662,12.0,12.0,67.0,25.0
3663,12.0,12.0,65.0,22.5
3664,11.0,11.0,74.5,19.5
3665,10.5,9.5,79.5,16.0
3666,11.0,11.0,72.0,16.0
3667,12.0,12.0,67.0,20.0
3668,12.5,12.5,65.0,22.0
3669,14.5,14.5,55.0,24.0
3670,15.5,15.5,48.0,26.0
3671,16.0,16.0,43.5,23.0
3672,17.0,17.0,42.0,24.0
3673,17.0,17.0,40.5,29.5
3674,18.5,18.5,36.0,28.0
3675,19.0,19.0,36.0,29.0
3676,19.5,19.5,36.0,27.0
3677,20.0,20.0,35.0,27.0
3678,19.5,19.5,36.0,27.5
3679,18.0,18.0,40.0,27.0
3680,17.5,17.5,42.5,28.0
3681,16.5,16.5,42.0,24.0
3682,16.0,16.0,42.0,25.0
3683,15.0,15.0,48.0,20.5
3684,13.5,13.5,55.0,19.5
3685,13.0,13.0,59.0,15.0
3686,11.5,11.5,65.0,11.0
3687,11.5,11.5,67.0,15.0
3692,13.0,13.0,67.0,13.0
3694,15.5,15.5,53.5,13.0
3698,18.0,18.0,38.5,12.0
3699,18.5,18.5,39.0,12.0
3700,19.0,19.0,35.0,13.0
3702,20.0,20.0,33.0,11.0
3703,19.0,19.0,36.0,14.0
3704,19.0,19.0,33.5,15.0
3705,16.5,16.5,50.0,17.0
3706,14.0,14.0,74.5,22.0
3707,13.0,13.0,79.5,19.5
3708,12.5,12.5,79.5,12.0
3719,16.0,16.0,48.5,12.0
3720,16.0,16.0,45.0,17.0
3721,17.0,17.0,43.5,16.0
3722,17.0,17.0,42.0,18.0
3723,16.5,16.5,55.5,21.5
3724,16.0,16.0,55.0,22.0
3725,15.0,15.0,59.0,28.0
3726,15.0,15.0,61.0,22.0
3727,14.0,14.0,67.0,22.0
3728,13.5,13.5,69.5,20.0
3729,13.0,13.0,69.5,18.0
3730,13.0,13.0,59.0,19.0
3731,12.0,12.0,63.0,14.0
3732,10.5,9.5,69.0,13.0
3733,9.5,7.5,73.5,14.0
3734,9.0,7.0,76.0,14.0
3735,9.0,7.0,76.0,15.0
3736,9.0,7.0,76.0,14.0
3737,9.0,6.5,76.0,16.0
3738,9.0,6.0,76.0,18.0
3739,9.5,6.5,73.5,20.0
3740,10.5,9.5,69.0,19.5
3741,12.0,12.0,60.5,25.0
3742,13.0,13.0,55.0,26.0
3743,13.5,13.5,49.5,24.0
3744,14.0,14.0,46.0,23.0
3745,14.0,14.0,46.0,25.0
3746,14.0,14.0,48.0,24.0
3747,14.0,14.0,48.0,24.0
3748,15.0,15.0,46.5,21.0
3749,14.0,14.0,46.0,24.0
3750,14.5,14.5,48.0,25.0
3751,14.0,14.0,48.0,23.0
3752,14.0,14.0,49.5,24.0
3753,13.0,13.0,55.0,26.0
3754,12.0,12.0,58.0,21.0
3755,12.0,12.0,58.0,20.5
3756,11.5,11.5,62.5,18.5
3757,11.0,11.0,64.5,17.0
3758,11.0,11.0,62.0,19.0
3759,11.0,11.0,62.0,18.5
3760,10.0,8.0,71.0,18.0
3761,10.0,8.0,71.0,17.0
3762,11.0,11.0,67.0,19.5
3763,11.0,11.0,67.0,21.0
3764,11.0,11.0,69.5,19.0
3765,12.5,12.5,61.0,20.5
3766,14.0,14.0,57.0,20.0
3767,15.0,15.0,55.0,23.0
3768,15.0,15.0,55.0,21.0
3769,15.5,15.5,53.5,23.0
3770,17.0,17.0,49.0,22.0
3771,17.0,17.0,49.0,28.0
3772,18.0,18.0,46.0,30.0
3773,18.0,18.0,46.0,28.0
3774,17.5,17.5,44.0,28.0
3775,17.0,17.0,45.0,30.5
3776,17.0,17.0,45.0,28.0
3777,15.5,15.5,55.5,23.0
3778,14.5,14.5,61.0,20.0
3779,13.5,13.5,65.0,17.0
3780,12.5,12.5,67.0,16.0
3781,12.0,12.0,72.0,13.0
3782,11.0,11.0,79.5,11.0
3788,14.5,14.5,77.0,21.0
3789,16.5,16.5,68.0,24.0
3790,17.5,17.5,62.0,25.0
3791,19.0,19.0,56.0,26.0
3792,20.0,20.0,53.0,29.0
3793,21.5,21.0,46.5,32.0
3794,21.0,21.0,46.0,30.5
3795,22.0,21.0,45.5,32.0
3796,21.0,21.0,46.0,33.0
3797,22.0,21.0,45.5,28.5
3798,21.5,21.0,45.0,28.5
3799,20.5,20.5,47.5,27.0
3800,19.0,19.0,56.0,25.0
3801,18.5,18.5,58.0,23.0
3802,17.5,17.5,62.0,19.0
3803,16.0,16.0,68.0,13.0
3812,15.5,15.5,74.5,13.0
3813,17.0,17.0,68.0,15.0
3814,18.0,18.0,68.0,19.0
3816,21.0,21.0,60.0,13.0
3817,23.0,23.0,57.0,17.0
3818,24.0,24.0,54.0,18.5
3819,24.0,24.0,54.0,19.5
3820,23.5,23.5,55.5,17.0
3821,23.5,23.5,57.0,13.0
3822,23.0,23.0,59.0,14.0
3823,23.0,23.0,61.0,15.0
3824,22.5,22.5,63.0,15.0
3831,18.0,18.0,85.5,17.0
3832,18.0,18.0,83.0,19.5
3833,17.0,17.0,88.0,21.0
3834,16.0,16.0,88.0,23.0
3835,16.0,16.0,88.0,21.0
3836,16.0,16.0,85.5,20.5
3837,16.0,16.0,83.0,26.0
3838,16.0,16.0,83.0,23.0
3839,16.0,16.0,83.0,23.0
3840,16.0,16.0,83.0,23.0
3841,16.0,16.0,83.0,24.0
3842,16.5,16.5,80.0,21.5
3843,18.0,18.0,73.0,19.0
3844,19.5,19.5,64.0,23.0
3845,21.0,21.0,55.0,22.0
3846,19.5,19.5,66.0,20.5
3847,19.0,19.0,64.0,16.0
3848,19.0,19.0,66.0,15.0
3849,18.0,18.0,70.5,15.0
3850,18.0,18.0,68.0,11.0
3852,17.0,17.0,73.0,13.0
3853,16.5,16.5,75.0,15.0
3855,15.0,15.0,82.0,12.0
3856,14.0,14.0,85.0,11.0
3857,13.0,13.0,88.0,11.0
3858,13.0,13.0,88.0,12.0
3859,14.0,14.0,88.0,12.0
3860,15.0,15.0,82.0,11.0
3863,14.0,14.0,91.0,17.0
3864,14.0,14.0,88.0,13.0
3865,14.0,14.0,85.0,13.0
3866,14.0,14.0,88.0,11.0
3867,16.0,16.0,68.0,11.0
3868,17.5,17.5,60.0,12.0
3869,17.0,17.0,64.0,17.5
3870,17.0,17.0,59.0,14.0
3871,16.5,16.5,63.5,17.0
3872,15.5,15.5,72.5,17.0
3873,14.0,14.0,77.0,16.0
3874,14.0,14.0,77.0,14.0
3875,13.0,13.0,82.0,16.0
3876,12.5,12.5,85.0,15.0
3877,12.0,12.0,88.0,14.0
3878,13.0,13.0,79.5,14.0
3879,12.5,12.5,82.0,14.0
3880,12.0,12.0,82.0,15.0
3881,12.0,12.0,82.0,16.0
3882,12.0,12.0,79.5,14.0
3883,12.0,12.0,77.0,17.0
3884,12.5,12.5,72.0,18.0
3885,13.0,13.0,67.0,21.0
3886,14.0,14.0,63.0,19.5
3887,15.0,15.0,59.0,19.0
3888,17.0,17.0,50.5,18.0
3889,17.5,17.5,45.5,19.0
3890,18.0,18.0,44.5,19.0
3891,17.5,17.5,47.5,16.0
3892,17.0,17.0,52.0,18.5
3893,17.0,17.0,54.0,18.0
3894,16.5,16.5,53.5,17.5
3895,16.0,16.0,55.0,18.0
3896,15.0,15.0,59.0,19.5
3897,14.0,14.0,63.0,19.0
3898,13.0,13.0,63.0,18.0
3899,12.5,12.5,65.0,12.0
3900,11.5,11.5,69.5,11.0
3917,22.5,21.5,42.5,12.0
3918,22.5,22.0,44.0,12.0
3919,21.5,21.5,51.5,11.0
3920,21.0,21.0,57.0,11.0
3921,20.0,20.0,64.0,17.0
3922,18.5,18.5,68.0,14.0
3923,17.5,17.5,70.5,14.0
3924,18.0,18.0,68.0,14.0
3925,18.0,18.0,66.0,15.0
3926,17.0,17.0,68.0,15.0
3927,15.5,15.5,70.0,16.0
3928,15.0,15.0,68.0,15.0
3929,14.0,14.0,72.0,16.0
3930,13.0,13.0,79.5,16.0
3931,14.0,14.0,77.0,19.0
3932,15.5,15.5,70.0,16.0
3933,17.0,17.0,68.0,21.5
3934,18.0,18.0,68.0,24.0
3935,20.0,20.0,64.0,23.0
3936,20.5,20.5,64.5,25.0
3937,22.5,22.5,59.0,22.0
3938,22.5,22.5,59.0,25.0
3939,24.0,24.0,57.5,26.0
3940,25.5,25.5,52.5,29.0
3941,24.5,24.5,55.5,31.5
3942,25.0,25.0,54.0,31.5
3943,23.0,23.0,61.0,30.5
3944,23.0,23.0,61.0,21.0
3945,22.0,22.0,65.0,25.0
3946,21.5,21.5,67.0,20.0
3947,20.5,20.5,71.0,20.0
3948,20.0,20.0,75.5,23.0
3949,19.5,19.5,78.0,21.0
3950,19.0,19.0,73.0,21.0
3951,18.5,18.5,75.5,19.0
3952,18.0,18.0,78.0,19.5
3953,16.5,16.5,68.0,20.5
3954,16.0,16.0,65.5,19.5
3955,15.0,15.0,70.0,16.5
3956,15.0,15.0,63.0,20.0
3957,15.0,15.0,63.0,18.0
3958,15.0,15.0,59.0,18.0
3959,16.0,16.0,53.5,17.0
3960,17.0,17.0,49.0,20.0
3961,18.0,18.0,49.0,17.0
3962,19.5,19.5,44.5,13.0
3963,20.0,20.0,44.5,16.0
3964,20.0,20.0,44.5,19.0
3965,20.0,20.0,46.0,15.0
3966,20.5,20.5,44.5,17.0
3967,20.0,20.0,46.0,19.0
3968,20.0,20.0,46.0,18.5
3969,19.0,19.0,49.0,19.0
3970,18.5,18.5,52.0,15.0
3971,17.0,17.0,57.5,17.0
3972,16.0,16.0,55.0,18.5
3973,15.0,15.0,61.0,15.0
3974,14.5,14.5,61.0,13.0
3975,14.0,14.0,63.0,13.0
3977,14.0,14.0,65.0,11.0
3978,13.5,13.5,65.0,16.0
3979,13.5,13.5,67.0,18.0
3980,14.5,14.5,63.0,19.0
3981,14.5,14.5,63.0,20.0
3982,15.0,15.0,63.0,17.0
3983,15.0,15.0,63.0,18.0
3984,15.0,15.0,65.5,18.5
3985,16.0,16.0,57.0,21.0
3986,16.5,16.5,57.5,20.5
3987,17.5,17.5,54.0,19.0
3988,18.5,18.5,50.5,16.0
3989,20.0,20.0,47.5,14.0
3990,20.0,20.0,47.5,18.0
3991,20.0,20.0,49.0,16.0
3992,20.0,20.0,49.0,14.0
3993,19.5,19.5,50.5,16.0
3995,17.5,17.5,60.0,14.0
3996,15.5,15.5,68.0,19.5
3997,15.0,15.0,68.0,16.0
3998,15.0,15.0,68.0,11.0
4009,17.5,17.5,68.0,12.0
4010,17.5,17.5,75.5,12.0
4011,17.5,17.5,80.5,12.0
4012,18.5,18.5,75.5,11.0
4013,19.5,19.5,71.0,16.0
4019,18.0,18.0,88.0,11.0
4020,18.0,18.0,85.5,15.0
4021,17.5,17.5,85.5,21.0
4022,17.0,17.0,83.0,19.0
4023,16.5,16.5,83.0,23.0
4024,15.5,15.5,82.5,18.5
4025,15.0,15.0,82.0,19.5
4026,15.0,15.0,82.0,19.5
4027,16.0,16.0,77.0,23.0
4028,16.0,16.0,77.0,18.0
4029,16.5,16.5,70.0,21.0
4030,16.5,16.5,68.0,24.0
4031,17.0,17.0,59.0,24.0
4032,17.5,17.5,54.0,23.0
4033,18.5,18.5,50.5,25.0
4034,19.0,19.0,46.0,23.0
4035,19.0,19.0,46.0,28.0
4036,19.5,19.5,47.5,26.0
4037,20.0,20.0,43.0,25.0
4038,19.5,19.5,46.0,26.0
4039,19.0,19.0,46.0,28.0
4040,19.0,19.0,50.5,25.0
4041,19.0,19.0,49.0,24.0
4042,18.0,18.0,56.0,25.0
4043,17.0,17.0,57.5,22.0
4044,15.5,15.5,63.5,22.5
4045,14.5,14.5,72.5,19.5
4046,14.0,14.0,77.0,21.0
4047,13.0,13.0,82.0,22.0
4048,13.0,13.0,88.0,21.0
4049,12.5,12.5,85.0,19.5
4050,11.5,11.5,88.0,16.0
4051,13.0,13.0,82.0,18.0
4052,13.0,13.0,88.0,19.0
4053,14.0,14.0,82.0,19.0
4054,15.0,15.0,74.5,20.0
4055,15.0,15.0,68.0,20.0
4056,14.0,14.0,77.0,18.5
4057,14.0,14.0,77.0,17.0
4058,15.5,15.5,70.0,19.0
4059,16.5,16.5,59.0,21.5
4060,17.5,17.5,47.5,24.0
4061,18.0,18.0,46.0,28.0
4062,17.0,17.0,49.0,26.0
4063,17.0,17.0,49.0,30.5
4064,17.0,17.0,52.0,29.5
4065,14.0,14.0,74.5,17.0
4066,15.0,15.0,68.0,15.0
4067,14.5,14.5,72.5,20.0
4068,14.0,14.0,72.0,21.0
4069,14.0,14.0,72.0,20.5
4070,14.0,14.0,69.5,18.5
4071,13.5,13.5,69.5,21.0
4072,13.0,13.0,72.0,15.0
4073,13.0,13.0,72.0,18.0
4074,13.0,13.0,72.0,18.0
4075,13.0,13.0,72.0,15.0
4076,13.0,13.0,72.0,19.0
4077,14.0,14.0,67.0,19.0
4078,15.0,15.0,61.0,16.0
4079,16.0,16.0,55.0,15.0
4080,16.0,16.0,55.0,14.0
4081,16.5,16.5,52.0,16.0
4082,17.0,17.0,52.0,13.0
4083,17.5,17.5,50.5,15.0
4084,18.0,18.0,49.0,11.0
4089,18.5,18.5,54.0,13.0
4090,17.0,17.0,59.0,13.0
4091,15.5,15.5,68.0,11.0
4097,14.0,14.0,77.0,11.0
4098,14.0,14.0,77.0,11.0
4099,15.5,15.5,67.5,17.0
4100,16.0,16.0,65.5,17.0
4101,17.0,17.0,61.5,16.0
4102,18.5,18.5,56.0,16.0
4103,20.5,20.5,47.5,14.0
4104,21.0,21.0,44.5,18.0
4105,22.5,21.5,42.5,17.0
4106,22.5,21.5,44.0,21.0
4107,23.0,23.0,44.0,19.0
4108,23.5,23.0,41.0,23.0
4109,23.0,22.0,41.0,21.0
4110,22.0,21.0,44.0,22.0
4111,21.0,21.0,46.0,23.0
4112,20.5,20.5,47.5,20.5
4113,20.0,20.0,49.0,19.5
4114,19.0,19.0,52.0,14.0
4115,18.0,18.0,56.0,14.0
4116,17.0,17.0,61.5,16.0
4117,16.0,16.0,65.5,15.0
4118,16.0,16.0,65.5,16.0
4119,15.0,15.0,72.0,16.0
4120,15.0,15.0,72.0,16.0
4121,14.0,14.0,77.0,12.0
4122,14.0,14.0,77.0,12.0
4123,15.0,15.0,77.0,12.0
4124,16.5,16.5,70.0,11.0
4126,19.5,19.5,56.5,12.0
4127,21.0,21.0,50.0,12.0
4128,21.5,21.0,50.0,12.0
4129,23.0,22.5,42.5,12.0
4130,23.0,22.5,42.5,14.0
4131,24.0,24.0,41.0,11.0
4132,24.5,24.5,43.0,14.0
4133,24.0,24.0,45.5,13.0
4134,24.0,24.0,44.0,12.0
4135,24.0,24.0,44.0,13.0
4136,23.0,23.0,44.0,19.0
4137,22.0,22.0,50.0,17.0
4138,20.5,20.5,54.5,17.0
4139,19.5,19.5,58.0,13.0
4140,18.5,18.5,62.0,14.0
4141,18.0,18.0,62.0,12.0
4152,23.0,23.0,45.5,13.0
4153,25.0,25.0,40.5,19.0
4154,26.0,26.0,39.0,20.0
4155,27.0,27.0,39.0,19.5
4156,26.0,26.0,42.0,28.0
4157,24.0,24.0,57.5,28.0
4158,22.0,22.0,59.0,26.0
4159,22.5,22.5,57.0,23.0
4160,22.0,22.0,57.0,22.0
4161,21.5,21.5,58.5,24.0
4162,20.0,20.0,66.5,21.0
4163,20.0,20.0,69.0,23.0
4164,19.0,19.0,73.0,24.0
4165,17.5,17.5,66.0,25.0
4166,16.5,16.5,70.0,18.0
4167,15.5,15.5,74.5,18.0
4168,15.0,15.0,77.0,17.0
4169,14.5,14.5,79.5,17.0
4170,14.5,14.5,79.5,16.0
4171,14.5,14.5,77.0,16.0
4172,16.0,16.0,72.0,20.0
4173,17.0,17.0,68.0,18.0
4174,18.5,18.5,62.0,16.0
4175,19.5,19.5,56.0,17.0
4176,21.0,21.0,53.0,18.0
4177,21.0,21.0,53.0,15.0
4178,23.0,22.5,44.0,16.0
4179,23.5,22.5,38.5,19.0
4180,23.5,22.5,37.0,17.0
4181,24.0,23.0,36.0,16.0
4182,24.0,23.0,36.0,17.0
4183,23.0,22.0,41.0,17.0
4184,23.0,22.5,42.5,17.0
4185,22.0,21.0,44.0,14.0
4186,22.0,21.0,44.0,13.0
4187,20.0,20.0,62.0,18.0
4188,20.0,20.0,64.0,13.0
4189,19.0,19.0,68.0,12.0
4190,18.0,18.0,73.0,11.0
4191,18.0,18.0,68.0,11.0
4194,17.0,17.0,64.0,11.0
4195,17.0,17.0,64.0,13.0
4196,17.5,17.5,62.0,14.0
4197,18.5,18.5,56.0,17.0
4198,20.0,20.0,53.0,17.5
4199,21.0,21.0,53.0,21.0
4200,20.5,20.5,54.5,20.0
4201,19.5,19.5,62.0,20.0
4202,18.0,18.0,75.5,16.0
4204,21.0,21.0,58.5,16.5
4205,22.0,22.0,53.0,19.5
4206,21.5,21.5,55.0,19.5
4207,21.0,21.0,60.0,20.5
4208,20.5,20.5,62.0,18.5
4209,20.0,20.0,66.5,19.0
4210,19.0,19.0,73.0,16.0
4211,18.0,18.0,78.0,14.0
4212,17.5,17.5,80.5,17.0
4213,17.0,17.0,75.5,18.5
4214,17.0,17.0,66.0,17.0
4215,17.0,17.0,68.0,18.5
4216,16.0,16.0,72.0,14.0
4218,15.0,15.0,77.0,12.0
4223,21.0,21.0,46.0,12.0
4224,22.5,21.5,41.0,15.0
4225,23.5,22.5,37.0,16.0
4226,24.0,23.5,40.0,19.0
4227,24.0,24.0,41.0,18.0
4228,24.5,24.0,39.0,16.0
4229,25.0,25.0,39.0,18.0
4230,25.5,25.5,39.5,15.0
4231,25.5,25.5,38.0,12.0
4233,24.0,24.0,47.0,14.0
4234,21.5,21.5,57.0,16.0
4235,20.5,20.5,58.5,12.0
4246,23.5,22.5,40.0,11.0
4247,24.5,23.5,33.0,14.0
4248,26.0,25.0,26.0,14.0
4249,27.0,26.0,24.0,11.0
4250,28.5,27.0,20.5,13.0
4251,29.0,28.0,26.0,15.0
4252,28.5,27.5,35.0,20.5
4253,28.5,27.5,35.0,26.0
4254,27.0,27.0,42.0,25.0
4255,25.5,25.5,49.5,30.0
4256,23.5,23.5,53.5,24.0
4257,22.0,22.0,57.0,26.0
4258,21.0,21.0,58.5,23.0
4259,20.0,20.0,64.0,22.0
4260,19.5,19.5,71.0,16.5
4261,20.0,20.0,69.0,20.5
4262,20.0,20.0,71.0,17.5
4263,20.0,20.0,71.0,11.0
4264,20.5,20.5,66.5,16.0
4265,20.0,20.0,69.0,12.0
4268,22.0,22.0,69.0,12.0
4269,24.5,24.5,55.5,17.0
4270,27.0,27.0,48.0,20.0
4271,30.0,30.0,43.0,20.0
4272,33.0,33.0,34.0,22.0
4273,32.0,32.0,36.0,19.5
4274,31.5,31.5,38.0,21.0
4275,33.0,33.0,34.0,18.0
4276,33.5,33.5,34.0,22.0
4277,33.5,33.5,35.0,21.0
4278,34.0,34.0,33.0,20.5
4279,34.0,34.0,33.0,20.5
4280,33.5,33.5,36.0,14.0
4281,31.5,31.0,36.5,17.5
4282,29.5,29.5,45.5,21.5
4283,27.5,28.5,54.5,18.0
4284,26.0,27.0,61.0,19.5
4285,24.5,24.5,57.0,20.5
4286,23.5,23.5,59.0,17.0
4287,21.5,21.5,67.0,21.0
4288,19.5,19.5,75.5,18.0
4289,18.5,18.5,83.0,18.5
4290,19.0,19.0,83.0,13.0
4291,19.5,19.5,80.5,13.0
4292,20.5,20.5,73.5,12.0
4294,23.0,23.0,59.0,15.0
4295,22.0,22.0,63.0,13.0
4298,24.0,24.0,59.0,12.0
4300,26.0,26.0,54.0,13.0
4301,26.0,26.0,51.0,18.5
4302,24.5,24.5,61.0,18.5
4303,25.0,25.0,57.0,20.5
4304,22.5,22.5,63.0,23.0
4305,21.5,21.5,62.5,17.0
4306,21.0,21.0,64.0,19.0
4307,20.5,20.5,64.0,18.5
4308,19.0,19.0,68.0,13.0
4309,18.0,18.0,73.0,13.0
4315,16.5,16.5,72.5,11.0
4316,18.0,18.0,62.0,14.0
4317,19.5,19.5,54.5,13.0
4318,20.0,20.0,53.0,15.0
4319,21.5,21.0,48.5,14.0
4320,22.5,22.0,45.5,13.0
4321,24.0,24.0,45.5,16.0
4322,24.0,24.0,45.5,18.5
4323,24.5,24.5,48.5,24.0
4324,23.0,23.0,55.0,28.0
4325,22.5,22.5,59.0,29.0
4326,22.0,22.0,63.0,27.0
4327,22.0,22.0,61.0,26.0
4328,21.0,21.0,66.5,30.5
4329,20.0,20.0,71.0,28.0
4330,19.5,19.5,75.5,23.0
4331,19.0,19.0,78.0,18.5
4332,18.5,18.5,83.0,24.0
4333,18.0,18.0,91.0,28.5
4334,18.0,18.0,94.0,16.5
4340,20.5,20.5,85.5,15.5
4341,21.5,21.5,78.0,24.0
4342,23.5,23.5,59.5,26.0
4343,24.0,24.0,57.0,28.0
4344,25.0,25.0,54.0,22.0
4345,26.0,26.0,51.0,19.0
4346,27.0,27.0,46.5,21.0
4347,27.0,27.0,46.5,21.5
4348,26.5,26.5,46.5,21.0
4349,26.5,26.5,45.0,24.0
4350,26.0,26.0,45.0,22.0
4351,25.0,25.0,45.5,23.0
4352,23.5,23.5,47.0,22.0
4353,21.5,21.5,51.5,18.5
4354,20.0,20.0,54.5,17.0
4355,19.0,19.0,62.0,15.0
4356,19.0,19.0,64.0,13.0
4357,19.0,19.0,64.0,12.0
4359,17.5,17.5,66.0,11.0
