cnt,t1,t2,humidity,wind_speed,is_weekend,season
114,15.5,15.5,79.5,17.0,1.0,1.0
183,15.5,15.5,79.5,12.0,1.0,1.0
416,17.0,17.0,63.5,18.5,1.0,1.0
891,18.5,18.5,52.0,20.0,1.0,1.0
1625,20.5,20.5,49.5,26.0,1.0,1.0
2163,22.0,21.0,45.5,24.0,1.0,1.0
2829,23.0,22.5,42.5,27.0,1.0,1.0
2959,23.0,22.5,42.5,28.0,1.0,1.0
3025,23.5,23.5,42.5,28.0,1.0,1.0
3049,24.5,24.5,41.5,29.5,1.0,1.0
3286,25.0,24.0,34.0,30.0,1.0,1.0
3199,24.0,23.0,34.0,29.5,1.0,1.0
2978,24.0,23.0,28.0,25.0,1.0,1.0
2421,23.5,22.5,25.5,22.0,1.0,1.0
1834,22.5,21.5,23.5,21.0,1.0,1.0
1355,20.5,20.5,30.5,16.0,1.0,1.0
934,20.0,20.0,36.5,9.0,1.0,1.0
637,18.5,18.5,51.5,8.0,1.0,1.0
387,18.0,18.0,70.5,9.0,0.0,1.0
201,17.5,17.5,75.0,5.0,0.0,1.0
143,17.0,17.0,77.0,5.5,0.0,1.0
97,17.0,17.0,77.0,6.5,0.0,1.0
66,17.0,17.0,77.0,5.5,0.0,1.0
129,17.0,17.0,77.0,5.0,0.0,1.0
716,18.0,18.0,75.5,6.5,0.0,1.0
1834,18.0,18.0,75.5,7.0,0.0,1.0
2418,17.5,17.5,77.5,7.5,0.0,1.0
1921,17.0,17.0,85.5,7.5,0.0,1.0
982,17.5,17.5,91.0,8.0,0.0,1.0
982,19.5,19.5,83.0,8.0,0.0,1.0
1412,21.0,21.0,78.0,13.0,0.0,1.0
2269,23.0,23.0,71.5,25.0,0.0,1.0
4223,23.0,23.0,71.5,24.0,0.0,1.0
3880,22.0,22.0,75.5,23.0,0.0,1.0
2134,21.0,21.0,83.0,23.0,0.0,1.0
1406,21.0,21.0,83.0,19.5,0.0,1.0
952,20.5,20.5,78.0,24.0,0.0,1.0
589,20.0,20.0,78.0,25.0,0.0,1.0
422,19.5,19.5,75.5,23.0,0.0,1.0
265,18.5,18.5,62.0,31.5,0.0,1.0
145,17.0,17.0,70.5,22.0,0.0,1.0
86,17.0,17.0,70.5,23.0,0.0,1.0
58,16.0,16.0,77.0,18.5,0.0,1.0
48,16.0,16.0,77.0,17.0,0.0,1.0
150,16.0,16.0,77.0,18.0,0.0,1.0
819,16.0,16.0,74.5,18.5,0.0,1.0
2455,17.5,17.5,66.0,19.5,0.0,1.0
4618,19.0,19.0,64.0,24.0,0.0,1.0
2572,19.5,19.5,62.0,24.0,0.0,1.0
1345,21.5,21.5,53.5,20.0,0.0,1.0
1359,22.5,22.5,51.5,18.5,0.0,1.0
1714,24.0,24.0,45.5,25.0,0.0,1.0
1741,24.5,24.5,44.5,21.0,0.0,1.0
1629,25.5,25.5,40.5,21.0,0.0,1.0
1816,24.5,24.5,40.0,26.0,0.0,1.0
2577,25.0,25.0,36.0,27.0,0.0,1.0
4666,24.5,24.5,38.5,29.0,0.0,1.0
4753,23.5,23.5,42.5,28.0,0.0,1.0
2841,22.5,22.5,53.5,26.0,0.0,1.0
2000,21.0,21.0,60.0,21.5,0.0,1.0
1458,20.0,20.0,64.0,18.5,0.0,1.0
963,19.0,19.0,66.0,20.0,0.0,1.0
618,19.0,19.0,64.0,20.0,0.0,1.0
358,18.5,18.5,66.0,15.0,0.0,1.0
179,17.5,17.5,72.5,14.0,0.0,1.0
124,17.0,17.0,77.0,15.0,0.0,1.0
93,16.5,16.5,77.0,13.0,0.0,1.0
57,16.0,16.0,77.0,10.0,0.0,1.0
161,16.0,16.0,77.0,9.0,0.0,1.0
804,17.0,17.0,73.0,13.0,0.0,1.0
2574,18.5,18.5,66.0,16.0,0.0,1.0
4654,19.0,19.0,64.0,20.5,0.0,1.0
2492,20.5,20.5,58.5,19.5,0.0,1.0
1267,21.0,21.0,53.5,19.5,0.0,1.0
1268,22.0,21.5,48.5,21.0,0.0,1.0
1666,22.5,22.0,45.5,23.0,0.0,1.0
1709,22.5,22.0,47.0,24.0,0.0,1.0
1637,21.5,21.0,50.0,24.0,0.0,1.0
1537,21.5,21.0,50.0,28.0,0.0,1.0
2080,19.0,19.0,62.0,24.0,0.0,1.0
4148,20.0,20.0,60.5,19.0,0.0,1.0
4307,21.0,21.0,57.0,16.0,0.0,1.0
2393,20.5,20.5,58.5,15.0,0.0,1.0
1692,19.5,19.5,54.5,17.0,0.0,1.0
1187,19.0,19.0,56.0,16.0,0.0,1.0
898,19.0,19.0,54.0,15.5,0.0,1.0
630,18.5,18.5,58.0,19.0,0.0,1.0
313,17.5,17.5,62.0,14.0,0.0,1.0
177,16.5,16.5,66.0,16.0,0.0,1.0
102,15.5,15.5,70.0,10.0,0.0,1.0
88,14.5,14.5,74.5,11.0,0.0,1.0
70,14.0,14.0,77.0,13.0,0.0,1.0
154,13.5,13.5,79.5,14.0,0.0,1.0
795,14.0,14.0,77.0,14.0,0.0,1.0
2491,15.0,15.0,72.0,13.0,0.0,1.0
4536,16.5,16.5,66.0,14.0,0.0,1.0
2389,17.0,17.0,64.0,14.0,0.0,1.0
1357,18.0,18.0,60.0,14.0,0.0,1.0
1277,18.5,18.5,56.0,14.0,0.0,1.0
1716,20.0,20.0,47.5,14.0,0.0,1.0
1857,20.5,20.5,44.5,15.0,0.0,1.0
1781,21.5,21.0,40.5,18.0,0.0,1.0
1738,21.0,21.0,41.5,17.0,0.0,1.0
2467,21.0,21.0,43.0,18.5,0.0,1.0
4242,21.5,21.0,39.0,15.0,0.0,1.0
4079,21.0,21.0,40.0,14.0,0.0,1.0
2594,21.0,21.0,40.0,14.0,0.0,1.0
1783,20.0,20.0,43.0,13.0,0.0,1.0
1308,20.0,20.0,47.5,8.0,0.0,1.0
1014,19.0,19.0,54.0,11.0,0.0,1.0
764,19.0,19.0,52.0,7.0,0.0,1.0
433,18.5,18.5,52.5,8.0,0.0,1.0
268,18.0,18.0,56.0,7.5,0.0,1.0
156,17.5,17.5,56.0,6.0,0.0,1.0
113,17.0,17.0,59.0,5.5,0.0,1.0
70,17.0,17.0,59.0,6.0,0.0,1.0
143,17.0,17.0,59.0,6.5,0.0,1.0
679,17.0,17.0,59.0,8.5,0.0,1.0
1957,16.5,16.5,63.5,11.0,0.0,1.0
3524,17.0,17.0,64.0,11.0,0.0,1.0
1760,17.0,17.0,70.5,10.0,0.0,1.0
703,17.0,17.0,70.5,8.0,0.0,1.0
344,16.5,16.5,80.0,7.0,0.0,1.0
338,16.0,16.0,77.0,7.5,0.0,1.0
295,16.0,16.0,83.0,13.0,0.0,1.0
293,15.0,15.0,88.0,19.0,0.0,1.0
243,15.0,15.0,88.0,19.5,0.0,1.0
269,14.0,14.0,91.0,14.0,0.0,1.0
907,14.0,14.0,94.0,17.0,0.0,1.0
1490,14.0,14.0,91.0,19.0,0.0,1.0
674,14.5,14.5,88.0,16.0,0.0,1.0
367,14.0,14.0,94.0,15.0,0.0,1.0
407,14.0,14.0,88.0,15.0,0.0,1.0
398,14.0,14.0,88.0,14.0,0.0,1.0
203,14.0,14.0,91.0,11.0,0.0,1.0
189,14.0,14.0,91.0,16.0,1.0,1.0
160,14.0,14.0,88.0,15.0,1.0,1.0
111,13.0,13.0,88.0,19.5,1.0,1.0
83,13.0,13.0,82.0,23.0,1.0,1.0
112,12.5,12.5,85.0,19.5,1.0,1.0
105,12.5,12.5,85.0,16.0,1.0,1.0
139,13.5,13.5,82.5,22.0,1.0,1.0
269,13.5,13.5,79.5,26.0,1.0,1.0
595,14.5,14.5,70.0,25.0,1.0,1.0
1069,15.5,15.5,63.5,28.0,1.0,1.0
1569,16.0,16.0,55.5,29.5,1.0,1.0
2112,17.5,17.5,49.0,28.0,1.0,1.0
2626,18.0,18.0,49.0,26.0,1.0,1.0
2742,19.0,19.0,43.0,24.0,1.0,1.0
2876,19.5,19.5,41.5,25.0,1.0,1.0
3105,19.5,19.5,44.5,22.0,1.0,1.0
2909,20.0,20.0,44.5,18.0,1.0,1.0
2737,20.0,20.0,46.0,17.5,1.0,1.0
2460,20.5,20.5,44.5,10.0,1.0,1.0
2147,20.0,20.0,44.5,7.5,1.0,1.0
1649,20.0,20.0,46.0,12.0,1.0,1.0
1113,19.0,19.0,49.0,12.5,1.0,1.0
887,18.5,18.5,50.5,17.0,1.0,1.0
844,17.0,17.0,59.0,19.0,1.0,1.0
733,16.0,16.0,63.0,15.0,1.0,1.0
605,15.0,15.0,68.0,12.0,1.0,1.0
469,15.0,15.0,68.0,13.0,1.0,1.0
344,14.0,14.0,72.0,12.0,1.0,1.0
222,14.0,14.0,69.5,9.0,1.0,1.0
149,14.0,14.0,65.0,7.0,1.0,1.0
163,15.0,15.0,61.0,7.5,1.0,1.0
216,15.5,15.5,72.0,10.0,1.0,1.0
337,16.0,16.0,68.0,16.0,1.0,1.0
273,15.5,15.5,77.0,16.0,1.0,1.0
209,15.0,15.0,88.0,14.0,1.0,1.0
239,14.0,14.0,88.0,19.5,1.0,1.0
585,14.0,14.0,85.0,13.0,1.0,1.0
602,14.0,14.0,88.0,16.0,1.0,1.0
615,14.5,14.5,85.0,19.5,1.0,1.0
806,15.0,15.0,82.0,19.5,1.0,1.0
786,15.0,15.0,88.0,19.5,1.0,1.0
1064,16.0,16.0,85.5,20.0,1.0,1.0
1069,17.0,17.0,85.5,19.5,1.0,1.0
879,18.0,18.0,83.0,20.0,1.0,1.0
770,18.0,18.0,78.0,20.0,1.0,1.0
521,17.5,17.5,80.5,24.0,1.0,1.0
432,17.0,17.0,80.0,24.0,1.0,1.0
310,16.0,16.0,83.0,24.0,1.0,1.0
211,16.0,16.0,83.0,24.0,0.0,1.0
122,16.0,16.0,83.0,23.0,0.0,1.0
78,16.0,16.0,83.0,23.0,0.0,1.0
33,16.0,16.0,83.0,22.0,0.0,1.0
46,16.0,16.0,83.0,26.0,0.0,1.0
108,16.0,16.0,83.0,27.0,0.0,1.0
635,16.5,16.5,80.0,26.0,0.0,1.0
1935,17.0,17.0,77.0,26.0,0.0,1.0
3834,17.5,17.5,75.0,30.5,0.0,1.0
1892,17.0,17.0,77.0,30.0,0.0,1.0
1016,19.0,19.0,64.0,24.0,0.0,1.0
948,19.0,19.0,64.0,30.5,0.0,1.0
1312,20.5,20.5,58.5,27.0,0.0,1.0
1479,20.5,20.5,54.5,33.0,0.0,1.0
1344,21.0,21.0,50.0,32.0,0.0,1.0
1494,20.0,20.0,49.0,37.0,0.0,1.0
2001,19.5,19.5,50.5,35.0,0.0,1.0
3881,19.0,19.0,52.0,30.5,0.0,1.0
3903,19.0,19.0,52.0,31.0,0.0,1.0
2271,18.0,18.0,56.0,31.0,0.0,1.0
1413,18.0,18.0,56.0,28.0,0.0,1.0
888,17.0,17.0,59.0,28.0,0.0,1.0
646,16.0,16.0,68.0,26.0,0.0,1.0
414,16.0,16.0,72.0,26.5,0.0,1.0
259,16.0,16.0,72.0,28.5,0.0,1.0
175,16.0,16.0,72.0,31.0,0.0,1.0
94,15.5,15.5,74.5,30.5,0.0,1.0
64,15.0,15.0,77.0,27.0,0.0,1.0
51,15.0,15.0,74.5,26.0,0.0,1.0
139,15.0,15.0,72.0,29.5,0.0,1.0
799,14.0,14.0,77.0,22.0,0.0,1.0
2414,15.5,15.5,70.0,27.0,0.0,1.0
4471,16.5,16.5,61.0,33.0,0.0,1.0
2124,17.0,17.0,56.0,34.0,0.0,1.0
1119,17.5,17.5,54.0,31.5,0.0,1.0
1165,18.5,18.5,50.5,34.0,0.0,1.0
1541,19.0,19.0,49.0,32.5,0.0,1.0
1472,19.5,19.5,46.0,37.0,0.0,1.0
1553,20.0,20.0,43.0,29.0,0.0,1.0
1642,20.0,20.0,43.0,28.0,0.0,1.0
2181,20.0,20.0,43.0,31.0,0.0,1.0
4090,20.0,20.0,43.0,28.0,0.0,1.0
4200,19.0,19.0,49.0,25.5,0.0,1.0
2527,18.0,18.0,47.5,27.0,0.0,1.0
1613,17.0,17.0,56.0,20.5,0.0,1.0
1100,16.0,16.0,63.0,16.0,0.0,1.0
774,16.0,16.0,55.0,20.0,0.0,1.0
534,15.0,15.0,63.0,20.0,0.0,1.0
270,14.5,14.5,65.0,20.5,0.0,1.0
146,14.0,14.0,67.0,19.5,0.0,1.0
102,13.0,13.0,77.0,20.0,0.0,1.0
60,12.5,12.5,79.5,18.0,0.0,1.0
50,12.0,12.0,77.0,19.0,0.0,1.0
137,12.0,12.0,79.5,19.5,0.0,1.0
764,12.0,12.0,77.0,17.0,0.0,1.0
2355,13.5,13.5,69.5,19.0,0.0,1.0
4457,14.5,14.5,65.0,20.5,0.0,1.0
2271,16.0,16.0,59.5,22.0,0.0,1.0
1256,16.5,16.5,53.5,21.0,0.0,1.0
1247,17.5,17.5,50.5,24.0,0.0,1.0
1564,18.0,18.0,47.5,21.5,0.0,1.0
1666,18.0,18.0,49.0,19.0,0.0,1.0
1522,18.5,18.5,47.5,22.0,0.0,1.0
1785,19.0,19.0,46.0,20.0,0.0,1.0
2222,19.0,19.0,46.0,19.0,0.0,1.0
4029,19.0,19.0,46.0,19.5,0.0,1.0
4023,18.0,18.0,54.0,22.0,0.0,1.0
2627,18.0,18.0,54.0,18.5,0.0,1.0
1652,17.0,17.0,60.0,21.5,0.0,1.0
1159,16.0,16.0,63.0,16.0,0.0,1.0
778,16.0,16.0,63.0,17.0,0.0,1.0
619,15.5,15.5,65.5,16.0,0.0,1.0
318,15.0,15.0,70.0,14.0,0.0,1.0
178,15.0,15.0,68.0,14.0,0.0,1.0
121,15.0,15.0,68.0,15.0,0.0,1.0
46,14.0,14.0,72.0,15.0,0.0,1.0
58,14.0,14.0,72.0,15.0,0.0,1.0
142,13.0,13.0,74.5,14.0,0.0,1.0
730,13.0,13.0,72.0,12.0,0.0,1.0
2330,14.0,14.0,67.0,17.5,0.0,1.0
4268,15.0,15.0,61.0,19.0,0.0,1.0
2321,15.5,15.5,59.0,20.5,0.0,1.0
1218,16.0,16.0,57.0,18.0,0.0,1.0
1075,16.5,16.5,55.5,19.5,0.0,1.0
1587,17.0,17.0,54.0,19.0,0.0,1.0
1581,17.0,17.0,52.0,19.0,0.0,1.0
1558,18.0,18.0,52.0,19.0,0.0,1.0
1719,19.0,19.0,43.0,14.0,0.0,1.0
2314,19.0,19.0,43.0,15.0,0.0,1.0
3820,18.0,18.0,50.5,14.0,0.0,1.0
3771,18.0,18.0,50.5,13.0,0.0,1.0
2583,18.0,18.0,49.0,9.0,0.0,1.0
1657,17.0,17.0,56.0,15.0,0.0,1.0
1189,16.0,16.0,61.0,12.0,0.0,1.0
899,15.0,15.0,68.0,9.0,0.0,1.0
662,14.5,14.5,70.0,5.0,0.0,1.0
472,14.0,14.0,74.5,6.0,0.0,1.0
253,14.0,14.0,72.0,3.0,0.0,1.0
173,13.0,13.0,82.0,5.0,0.0,1.0
107,12.0,12.0,88.0,6.0,0.0,1.0
93,11.5,11.5,85.0,6.0,0.0,1.0
139,11.0,11.0,88.0,6.0,0.0,1.0
639,11.5,11.5,82.0,4.0,0.0,1.0
2021,13.5,13.5,79.5,6.0,0.0,1.0
3874,15.5,15.5,67.5,6.0,0.0,1.0
2367,16.0,16.0,63.0,7.0,0.0,1.0
1351,18.5,18.5,50.5,7.5,0.0,1.0
1289,18.5,18.5,49.0,6.5,0.0,1.0
1643,21.0,21.0,38.0,12.0,0.0,1.0
1894,20.5,20.5,38.0,8.0,0.0,1.0
1798,21.0,20.5,35.5,6.5,0.0,1.0
1920,21.5,21.0,40.5,11.0,0.0,1.0
2574,21.5,21.0,40.5,13.0,0.0,1.0
3993,21.0,21.0,41.5,10.0,0.0,1.0
3275,20.5,20.5,44.5,12.0,0.0,1.0
2260,20.0,20.0,46.0,14.0,0.0,1.0
1597,19.0,19.0,49.0,13.0,0.0,1.0
1188,18.0,18.0,49.0,11.0,0.0,1.0
920,17.5,17.5,50.5,9.0,0.0,1.0
835,16.5,16.5,53.5,8.0,0.0,1.0
680,15.5,15.5,57.0,9.0,1.0,1.0
621,14.5,14.5,61.0,8.0,1.0,1.0
477,14.0,14.0,65.0,9.0,1.0,1.0
297,13.5,13.5,69.5,9.0,1.0,1.0
175,13.0,13.0,72.0,9.0,1.0,1.0
141,13.0,13.0,72.0,8.0,1.0,1.0
179,13.0,13.0,72.0,10.0,1.0,1.0
327,14.5,14.5,65.0,9.0,1.0,1.0
728,15.5,15.5,61.0,9.0,1.0,1.0
1535,17.5,17.5,52.0,11.0,1.0,1.0
2287,18.0,18.0,52.0,13.0,1.0,1.0
2848,19.5,19.5,44.5,13.0,1.0,1.0
3537,20.5,20.5,43.0,12.0,1.0,1.0
3867,20.5,20.5,40.5,16.0,1.0,1.0
4175,22.5,21.5,37.0,18.0,1.0,1.0
3873,22.0,21.0,39.5,18.5,1.0,1.0
3675,21.5,21.0,40.5,19.5,1.0,1.0
3402,21.0,21.0,44.5,19.5,1.0,1.0
2914,21.0,21.0,46.0,16.0,1.0,1.0
2393,20.5,20.5,51.5,17.0,1.0,1.0
1767,19.0,19.0,56.0,14.0,1.0,1.0
1248,19.0,19.0,58.0,12.0,1.0,1.0
924,18.0,18.0,64.0,12.0,1.0,1.0
947,17.0,17.0,73.0,11.0,1.0,1.0
794,16.0,16.0,77.0,11.0,1.0,1.0
631,16.0,16.0,77.0,11.0,1.0,1.0
434,15.0,15.0,82.0,9.0,1.0,1.0
365,15.0,15.0,82.0,8.0,1.0,1.0
252,14.0,14.0,88.0,8.0,1.0,1.0
351,14.0,14.0,85.0,8.0,1.0,1.0
360,14.5,14.5,79.5,5.5,1.0,1.0
372,16.5,16.5,70.0,4.0,1.0,1.0
550,17.0,17.0,68.0,6.5,1.0,1.0
1079,18.0,18.0,68.0,8.0,1.0,1.0
1850,20.0,20.0,60.0,9.0,1.0,1.0
2611,21.5,21.5,55.0,12.0,1.0,1.0
3449,22.5,22.5,48.5,12.0,1.0,1.0
3777,24.0,23.5,40.0,13.0,1.0,1.0
3794,25.0,25.0,36.0,13.0,1.0,1.0
3881,25.0,24.0,33.0,16.0,1.0,1.0
3660,25.0,24.5,34.0,17.5,1.0,1.0
3857,25.0,24.0,32.0,17.0,1.0,1.0
3465,25.0,24.0,32.0,17.0,1.0,1.0
2875,24.0,23.0,35.0,16.0,1.0,1.0
2126,22.5,21.5,42.5,12.0,1.0,1.0
1308,20.5,20.5,58.5,19.5,1.0,1.0
874,20.0,20.0,49.5,23.0,1.0,1.0
580,19.0,19.0,54.0,24.0,1.0,1.0
376,18.0,18.0,64.0,20.0,0.0,1.0
215,18.0,18.0,68.0,7.5,0.0,1.0
125,18.0,18.0,66.0,9.0,0.0,1.0
57,17.5,17.5,68.0,6.0,0.0,1.0
73,18.0,18.0,66.0,5.0,0.0,1.0
153,18.0,18.0,66.0,8.5,0.0,1.0
618,18.5,18.5,70.5,16.0,0.0,1.0
2034,19.0,19.0,75.5,20.0,0.0,1.0
4042,20.0,20.0,73.0,18.5,0.0,1.0
2193,21.0,21.0,69.0,24.0,0.0,1.0
1234,22.0,22.0,65.0,22.0,0.0,1.0
1204,22.5,22.5,61.0,23.0,0.0,1.0
1497,23.0,23.0,57.0,25.0,0.0,1.0
1595,24.0,24.0,54.0,26.0,0.0,1.0
1658,23.0,23.0,61.0,27.0,0.0,1.0
1775,22.5,22.5,63.0,26.0,0.0,1.0
2297,21.0,21.0,73.0,24.0,0.0,1.0
4179,20.5,20.5,71.0,20.5,0.0,1.0
3893,20.0,20.0,69.0,21.0,0.0,1.0
2465,19.5,19.5,71.0,18.0,0.0,1.0
1526,19.0,19.0,68.0,16.0,0.0,1.0
1061,18.5,18.5,75.5,13.0,0.0,1.0
700,17.0,17.0,83.0,12.0,0.0,1.0
432,17.5,17.5,80.5,15.0,0.0,1.0
231,17.0,17.0,80.0,14.0,0.0,1.0
167,17.0,17.0,77.0,16.0,0.0,1.0
104,17.0,17.0,77.0,18.0,0.0,1.0
65,16.5,16.5,80.0,14.0,0.0,1.0
71,16.0,16.0,77.0,19.0,0.0,1.0
159,15.0,15.0,79.5,15.0,0.0,1.0
791,15.0,15.0,77.0,17.0,0.0,1.0
2358,16.5,16.5,68.0,23.0,0.0,1.0
4611,17.5,17.5,62.0,25.0,0.0,1.0
2224,18.5,18.5,54.0,30.5,0.0,1.0
1331,20.5,20.5,47.5,29.5,0.0,1.0
1246,21.0,21.0,46.0,27.0,0.0,1.0
1661,19.5,19.5,54.5,27.0,0.0,1.0
1681,20.0,20.0,53.0,26.0,0.0,1.0
1528,20.5,20.5,47.5,27.0,0.0,1.0
1797,21.0,21.0,44.5,30.5,0.0,1.0
2297,21.5,21.0,45.0,25.0,0.0,1.0
4364,21.0,21.0,46.0,29.0,0.0,1.0
4297,20.0,20.0,49.0,26.0,0.0,1.0
2587,19.5,19.5,47.5,26.0,0.0,1.0
1718,18.0,18.0,56.0,28.0,0.0,1.0
1077,17.0,17.0,64.0,20.0,0.0,1.0
738,17.0,17.0,64.0,20.5,0.0,1.0
541,16.0,16.0,68.0,17.0,0.0,1.0
304,16.0,16.0,68.0,12.0,0.0,1.0
186,16.0,16.0,72.0,11.0,0.0,1.0
82,16.0,16.0,72.0,10.0,0.0,1.0
61,16.0,16.0,72.0,9.0,0.0,1.0
50,16.0,16.0,72.0,9.0,0.0,1.0
143,16.0,16.0,72.0,11.0,0.0,1.0
734,16.0,16.0,77.0,13.0,0.0,1.0
2335,17.0,17.0,73.0,9.0,0.0,1.0
4436,17.5,17.5,68.5,10.0,0.0,1.0
2287,19.0,19.0,60.0,8.0,0.0,1.0
1235,20.0,20.0,54.5,12.0,0.0,1.0
1304,21.0,21.0,51.5,13.0,0.0,1.0
1680,21.5,21.5,50.0,13.0,0.0,1.0
1578,21.0,21.0,50.0,12.0,0.0,1.0
1638,21.0,21.0,50.0,16.0,0.0,1.0
1798,21.0,21.0,50.0,15.0,0.0,1.0
2886,21.5,21.0,45.0,15.0,0.0,1.0
3953,21.0,21.0,51.5,12.0,0.0,1.0
4106,19.5,19.5,58.0,17.0,0.0,1.0
2816,19.0,19.0,64.0,12.0,0.0,1.0
1895,18.0,18.0,75.5,8.0,0.0,1.0
1264,17.0,17.0,80.0,5.0,0.0,1.0
1221,17.0,17.0,83.0,6.5,0.0,1.0
778,17.0,17.0,80.0,7.0,0.0,1.0
430,17.5,17.5,75.0,7.5,0.0,1.0
180,17.0,17.0,75.0,7.5,0.0,1.0
105,17.5,17.5,68.5,11.0,0.0,1.0
60,17.0,17.0,68.0,13.0,0.0,1.0
55,18.0,18.0,64.0,10.0,0.0,1.0
266,17.0,17.0,75.0,11.0,0.0,1.0
1758,18.0,18.0,78.0,11.0,0.0,1.0
4793,18.0,18.0,80.5,10.0,0.0,1.0
6585,19.0,19.0,78.0,12.0,0.0,1.0
3859,18.5,18.5,85.5,17.5,0.0,1.0
2234,20.0,20.0,69.0,19.5,0.0,1.0
2140,20.0,20.0,71.0,17.0,0.0,1.0
2317,20.5,20.5,69.0,18.5,0.0,1.0
2598,22.5,22.5,59.0,19.5,0.0,1.0
2829,23.0,23.0,57.0,19.0,0.0,1.0
3632,23.0,23.0,53.0,20.0,0.0,1.0
5112,23.0,23.0,53.0,19.5,0.0,1.0
7208,22.5,22.5,55.0,17.5,0.0,1.0
6394,21.5,21.5,58.5,20.0,0.0,1.0
4384,20.0,20.0,62.0,19.5,0.0,1.0
2652,19.5,19.5,64.0,18.0,0.0,1.0
1662,18.5,18.5,66.0,13.0,0.0,1.0
1187,18.0,18.0,68.0,13.0,0.0,1.0
1028,17.0,17.0,73.0,13.0,0.0,1.0
518,16.5,16.5,75.0,11.0,0.0,1.0
248,16.0,16.0,77.0,9.0,0.0,1.0
150,15.5,15.5,79.5,6.5,0.0,1.0
86,15.0,15.0,79.5,6.5,0.0,1.0
67,14.5,14.5,79.5,5.5,0.0,1.0
140,14.5,14.5,79.5,5.0,0.0,1.0
712,15.0,15.0,70.0,4.0,0.0,1.0
2051,16.0,16.0,65.5,5.0,0.0,1.0
4098,18.5,18.5,62.0,6.0,0.0,1.0
2410,19.5,19.5,60.0,5.0,0.0,1.0
1468,21.0,21.0,58.5,7.0,0.0,1.0
1535,21.5,21.5,55.0,7.5,0.0,1.0
1818,23.0,23.0,47.0,6.0,0.0,1.0
1919,23.0,23.0,47.0,7.5,0.0,1.0
1991,23.0,23.0,44.0,6.5,0.0,1.0
2139,24.0,24.0,42.5,5.5,0.0,1.0
2835,25.0,25.0,39.0,7.0,0.0,1.0
4300,25.0,25.0,39.0,9.0,0.0,1.0
3708,24.0,24.0,44.0,6.5,0.0,1.0
2488,23.0,23.0,50.0,11.0,0.0,1.0
1720,21.0,21.0,65.0,18.5,0.0,1.0
1170,18.5,18.5,80.5,24.0,0.0,1.0
995,18.0,18.0,83.0,19.5,0.0,1.0
920,17.5,17.5,83.0,16.0,0.0,1.0
785,17.0,17.0,88.0,9.0,1.0,1.0
534,17.0,17.0,85.5,7.0,1.0,1.0
354,16.0,16.0,88.0,7.0,1.0,1.0
296,16.0,16.0,88.0,6.0,1.0,1.0
202,15.5,15.5,91.0,5.0,1.0,1.0
143,15.0,15.0,91.0,4.0,1.0,1.0
166,15.0,15.0,88.0,6.0,1.0,1.0
365,15.0,15.0,91.0,8.0,1.0,1.0
598,16.5,16.5,85.5,10.0,1.0,1.0
1127,18.5,18.5,75.5,12.0,1.0,1.0
1805,20.5,20.5,66.5,12.0,1.0,1.0
2299,22.5,22.5,59.0,13.0,1.0,1.0
2871,23.0,23.0,57.0,12.0,1.0,1.0
3179,24.0,24.0,54.0,7.0,1.0,1.0
3198,24.5,24.5,50.5,16.0,1.0,1.0
3455,24.5,24.5,48.5,19.5,1.0,1.0
3556,25.0,25.0,49.0,18.0,1.0,1.0
3171,23.0,23.0,53.0,21.5,1.0,1.0
3052,23.0,23.0,53.0,22.0,1.0,1.0
2566,21.5,21.5,58.5,16.0,1.0,1.0
1885,21.0,21.0,60.0,14.0,1.0,1.0
1336,20.5,20.5,62.0,6.5,1.0,1.0
1083,20.0,20.0,60.0,5.5,1.0,1.0
967,19.0,19.0,64.0,8.0,1.0,1.0
873,18.5,18.5,66.0,6.5,1.0,1.0
670,17.5,17.5,70.5,7.5,1.0,1.0
450,16.5,16.5,70.0,6.0,1.0,1.0
380,17.0,17.0,73.0,6.5,1.0,1.0
223,16.0,16.0,77.0,7.5,1.0,1.0
132,16.0,16.0,77.0,8.0,1.0,1.0
173,16.0,16.0,77.0,9.0,1.0,1.0
237,16.5,16.5,72.5,8.0,1.0,1.0
447,19.0,19.0,56.0,6.0,1.0,1.0
984,20.0,20.0,49.0,9.0,1.0,1.0
1737,22.5,21.5,42.5,11.0,1.0,1.0
2682,24.5,24.0,39.0,14.0,1.0,1.0
3371,25.5,25.5,38.0,13.0,1.0,1.0
3688,25.5,25.5,36.5,15.0,1.0,1.0
3584,25.5,25.5,35.0,15.0,1.0,1.0
3541,26.5,26.0,32.0,16.0,1.0,1.0
3556,26.0,25.0,28.0,19.5,1.0,1.0
3342,26.0,25.5,35.5,17.0,1.0,1.0
3252,25.5,25.5,46.0,16.0,1.0,1.0
2557,24.5,24.5,48.5,16.0,1.0,1.0
1930,23.0,23.0,59.0,19.0,1.0,1.0
1204,21.5,21.5,67.0,17.0,1.0,1.0
860,21.0,21.0,69.0,17.0,1.0,1.0
568,19.5,19.5,75.5,15.0,1.0,1.0
377,18.5,18.5,80.5,17.5,0.0,1.0
171,18.0,18.0,83.0,19.5,0.0,1.0
106,18.0,18.0,83.0,17.5,0.0,1.0
59,18.0,18.0,83.0,17.0,0.0,1.0
63,18.0,18.0,83.0,17.0,0.0,1.0
139,18.0,18.0,83.0,18.0,0.0,1.0
654,18.5,18.5,80.5,19.0,0.0,1.0
