,cnt,t_real,t_feels_like,humidity,wind_speed,is_weekend,season
1526,1489,12.5,12.5,74.5,21.0,1.0,0.0
1527,1398,12.0,12.0,77.0,17.0,1.0,0.0
1528,1155,11.0,11.0,82.0,11.0,1.0,0.0
1529,671,10.5,9.5,76.5,16.0,1.0,0.0
1530,481,9.5,8.0,79.0,11.0,1.0,0.0
1531,406,9.0,8.0,79.0,6.5,1.0,0.0
1532,298,8.0,7.5,82.0,5.0,1.0,0.0
1533,225,7.5,7.0,81.5,5.0,1.0,0.0
1534,126,7.0,7.0,81.0,2.0,0.0,0.0
1535,79,6.0,5.0,81.0,6.5,0.0,0.0
1536,33,5.5,3.5,81.0,8.0,0.0,0.0
1537,20,5.0,3.0,81.0,7.0,0.0,0.0
1538,31,5.0,4.0,81.0,6.0,0.0,0.0
1539,80,5.0,4.5,81.0,5.0,0.0,0.0
1540,519,5.0,3.0,81.0,7.0,0.0,0.0
1541,1972,6.0,4.0,76.0,9.5,0.0,0.0
1542,3886,7.5,5.5,71.0,11.0,0.0,0.0
1543,1794,9.0,6.0,73.5,17.0,0.0,0.0
1544,807,9.0,6.5,79.0,18.5,0.0,0.0
1545,770,9.0,6.0,87.0,19.0,0.0,0.0
1546,875,9.5,7.0,84.5,18.0,0.0,0.0
1547,962,10.0,7.0,82.0,21.0,0.0,0.0
1548,843,10.0,7.0,82.0,20.0,0.0,0.0
1549,908,10.0,8.0,82.0,18.0,0.0,0.0
1550,1378,10.0,7.5,82.0,19.5,0.0,0.0
1551,2841,10.0,7.5,88.0,20.5,0.0,0.0
1552,2562,10.0,7.0,88.0,22.0,0.0,0.0
1553,1467,10.0,7.0,88.0,20.0,0.0,0.0
1554,828,10.0,8.0,91.0,19.0,0.0,0.0
1555,640,11.0,11.0,88.0,15.0,0.0,0.0
1556,382,11.0,11.0,88.0,17.0,0.0,0.0
1557,234,10.0,8.0,91.0,17.0,0.0,0.0
1558,127,10.0,7.5,79.0,19.5,0.0,0.0
1559,59,9.5,7.5,79.0,16.0,0.0,0.0
1560,37,8.5,5.5,82.0,16.0,0.0,0.0
1561,14,8.0,5.5,82.0,14.0,0.0,0.0
1562,30,7.5,5.5,81.5,13.0,0.0,0.0
1563,86,7.0,5.0,81.0,10.0,0.0,0.0
1564,614,7.0,6.0,78.5,6.5,0.0,0.0
1565,2179,7.0,5.5,81.0,8.0,0.0,0.0
1566,4033,8.0,5.5,73.5,12.0,0.0,0.0
1567,1944,9.0,6.0,62.0,19.0,0.0,0.0
1568,950,9.0,6.5,60.0,15.0,0.0,0.0
1569,903,10.0,8.5,58.0,9.0,0.0,0.0
1570,1144,11.0,11.0,47.0,6.5,0.0,0.0
1571,1140,12.0,12.0,44.0,5.0,0.0,0.0
1572,1146,12.0,12.0,41.0,5.0,0.0,0.0
1573,1277,11.5,11.5,44.0,5.5,0.0,0.0
1574,1754,11.5,11.5,45.5,7.0,0.0,0.0
1575,3220,11.0,11.0,44.0,10.0,0.0,0.0
1576,2860,10.0,9.5,50.0,6.5,0.0,0.0
1577,1634,9.5,8.5,54.0,7.0,0.0,0.0
1578,948,7.5,6.0,68.5,9.5,0.0,0.0
1579,723,6.5,4.5,78.5,12.0,0.0,0.0
1580,548,6.0,3.0,76.0,13.0,0.0,0.0
1581,304,5.0,2.5,81.0,10.0,0.0,0.0
1582,144,5.0,3.0,87.0,7.0,0.0,0.0
1583,78,5.0,3.0,84.0,7.0,0.0,0.0
1584,56,4.5,3.5,87.0,6.0,0.0,0.0
1585,28,4.0,2.0,90.0,8.5,0.0,0.0
1586,42,4.0,2.0,90.0,8.0,0.0,0.0
1587,117,4.5,1.5,90.0,13.0,0.0,0.0
1588,606,4.5,2.5,90.0,8.0,0.0,0.0
1589,2064,5.0,2.5,87.0,11.0,0.0,0.0
1590,4053,6.0,3.5,81.5,12.0,0.0,0.0
1591,1965,8.5,6.0,73.5,15.0,0.0,0.0
1592,1027,9.5,6.5,66.5,21.0,0.0,0.0
1593,909,11.5,11.5,56.0,19.5,0.0,0.0
1594,1197,12.5,12.5,51.0,16.0,0.0,0.0
1595,1221,13.0,13.0,51.0,17.5,0.0,0.0
1596,1105,13.0,13.0,55.0,18.0,0.0,0.0
1597,1235,13.0,13.0,57.0,15.0,0.0,0.0
1598,1629,13.0,13.0,59.0,12.0,0.0,0.0
1599,2840,12.5,12.5,61.0,13.0,0.0,0.0
1600,2773,11.5,11.5,69.5,9.0,0.0,0.0
1601,1621,11.0,11.0,72.0,6.5,0.0,0.0
1602,1017,10.5,10.0,74.0,7.0,0.0,0.0
1603,679,10.0,9.5,73.5,6.5,0.0,0.0
1604,629,9.0,8.0,82.0,6.0,0.0,0.0
1605,384,9.0,8.0,82.0,7.0,0.0,0.0
1606,205,9.0,8.0,82.0,6.0,0.0,0.0
1607,95,9.0,8.0,79.0,6.5,0.0,0.0
1608,82,8.0,6.5,82.0,8.0,0.0,0.0
1609,31,7.5,5.5,81.5,10.0,0.0,0.0
1610,30,6.0,4.0,87.0,9.0,0.0,0.0
1611,101,6.0,4.0,87.0,10.0,0.0,0.0
1612,614,5.5,4.0,84.0,6.5,0.0,0.0
1613,2136,7.5,6.0,73.5,8.0,0.0,0.0
1614,4125,9.5,7.5,64.0,13.0,0.0,0.0
1615,2055,11.0,11.0,52.0,17.0,0.0,0.0
1616,1008,12.0,12.0,44.0,21.0,0.0,0.0
1617,958,13.0,13.0,39.5,22.0,0.0,0.0
1618,1260,13.0,13.0,35.5,26.0,0.0,0.0
1619,1282,14.0,14.0,26.0,21.0,0.0,0.0
1620,1192,13.0,13.0,27.0,22.0,0.0,0.0
1621,1258,13.0,13.0,31.0,18.0,0.0,0.0
1622,1681,12.0,12.0,36.5,19.0,0.0,0.0
1623,3035,11.0,11.0,42.5,12.0,0.0,0.0
1624,2720,10.5,9.5,44.0,11.0,0.0,0.0
1625,1567,10.0,8.0,47.0,15.0,0.0,0.0
1626,989,10.0,8.5,50.0,9.0,0.0,0.0
1627,720,10.0,8.0,50.0,11.0,0.0,0.0
1628,580,10.0,8.0,50.0,13.0,0.0,0.0
1629,407,9.5,7.5,54.0,12.0,0.0,0.0
1630,264,9.0,6.5,56.0,15.0,0.0,0.0
1631,134,9.0,6.5,58.0,16.0,0.0,0.0
1632,93,9.0,7.0,58.0,14.0,0.0,0.0
1633,54,8.5,7.0,62.0,9.0,0.0,0.0
1634,57,8.0,5.5,66.0,14.0,0.0,0.0
1635,111,7.5,5.5,71.0,12.0,0.0,0.0
1636,532,7.0,5.0,71.0,11.0,0.0,0.0
1637,1764,7.0,5.5,71.0,8.0,0.0,0.0
1638,3609,8.5,6.5,64.0,11.0,0.0,0.0
1639,1948,9.5,6.5,58.0,19.5,0.0,0.0
1640,941,10.5,9.0,52.0,26.0,0.0,0.0
1641,952,11.0,11.0,45.5,28.0,0.0,0.0
1642,1235,11.0,11.0,44.0,29.5,0.0,0.0
1643,1255,11.0,11.0,47.0,30.5,0.0,0.0
1644,1164,11.0,11.0,44.0,26.0,0.0,0.0
1645,1186,11.0,11.0,47.0,25.0,0.0,0.0
1646,1692,10.5,9.0,50.0,19.5,0.0,0.0
1647,2927,10.0,8.0,56.0,18.0,0.0,0.0
1648,2256,8.0,5.0,66.0,20.0,0.0,0.0
1649,1229,7.0,3.5,73.5,19.5,0.0,0.0
1650,816,6.0,3.0,78.5,17.0,0.0,0.0
1651,559,5.5,2.5,78.5,13.0,0.0,0.0
1652,451,4.5,1.5,78.5,11.0,0.0,0.0
1653,471,4.0,1.0,75.0,14.0,0.0,0.0
1654,336,4.0,1.0,72.5,12.0,1.0,0.0
1655,238,3.0,-0.5,75.0,14.0,1.0,0.0
1656,190,3.0,0.0,75.0,13.0,1.0,0.0
1657,136,4.0,1.0,70.0,15.0,1.0,0.0
1658,85,5.0,2.0,66.0,15.0,1.0,0.0
1659,69,5.0,1.5,66.0,18.0,1.0,0.0
1660,73,5.0,2.0,70.0,16.0,1.0,0.0
1661,211,5.0,1.0,70.0,19.0,1.0,0.0
1662,452,5.5,1.5,73.5,19.5,1.0,0.0
1663,859,7.0,4.0,66.0,20.0,1.0,0.0
1664,1271,8.0,4.5,57.0,24.0,1.0,0.0
1665,1546,7.0,3.5,66.0,20.5,1.0,0.0
1666,1464,7.0,4.0,71.0,18.5,1.0,0.0
1667,1510,7.0,4.0,71.0,18.0,1.0,0.0
1668,1561,8.5,5.5,56.0,19.0,1.0,0.0
1669,1617,9.0,6.0,50.0,22.0,1.0,0.0
1670,1625,9.0,6.0,50.0,20.0,1.0,0.0
1671,1421,8.0,5.0,53.0,22.0,1.0,0.0
1672,1011,7.0,3.5,57.0,20.5,1.0,0.0
1673,768,6.5,3.5,63.5,16.0,1.0,0.0
1674,520,6.0,3.0,71.0,16.0,1.0,0.0
1675,407,6.0,3.0,76.0,18.0,1.0,0.0
1676,355,6.0,3.0,81.0,16.0,1.0,0.0
1677,376,6.0,3.0,81.0,19.0,1.0,0.0
1678,313,6.0,3.0,84.0,19.0,1.0,0.0
1679,276,5.0,2.0,93.0,16.0,1.0,0.0
1680,217,5.5,2.5,90.0,15.0,1.0,0.0
1681,120,6.0,3.0,87.0,15.0,1.0,0.0
1682,83,6.0,3.0,87.0,15.0,1.0,0.0
1683,59,6.0,3.0,87.0,17.0,1.0,0.0
1684,79,6.0,3.0,87.0,17.0,1.0,0.0
1685,103,6.0,3.0,87.0,17.0,1.0,0.0
1686,221,6.0,3.0,87.0,19.0,1.0,0.0
1687,477,6.5,3.5,78.5,18.0,1.0,0.0
1688,732,7.0,4.0,76.0,16.0,1.0,0.0
1689,1035,7.0,4.0,76.0,17.0,1.0,0.0
1690,1153,7.0,3.5,76.0,19.5,1.0,0.0
1691,774,7.0,4.0,76.0,17.0,1.0,0.0
1692,603,6.5,3.5,84.0,16.0,1.0,0.0
1693,713,7.0,4.0,78.5,16.0,1.0,0.0
1694,770,7.0,3.5,76.0,21.5,1.0,0.0
1695,730,7.0,4.0,76.0,17.5,1.0,0.0
1696,687,7.0,4.0,76.0,18.0,1.0,0.0
1697,487,6.0,3.0,81.0,14.0,1.0,0.0
1698,380,6.0,3.0,81.0,13.0,1.0,0.0
1699,280,6.0,3.0,81.0,14.0,1.0,0.0
1700,216,6.0,3.5,81.0,12.0,1.0,0.0
1701,154,6.0,3.5,87.0,12.0,1.0,0.0
1702,117,6.0,3.5,87.0,12.0,0.0,0.0
1703,69,6.0,4.0,87.0,10.0,0.0,0.0
1704,36,5.5,3.5,90.0,7.0,0.0,0.0
1705,14,6.0,4.5,87.0,7.5,0.0,0.0
1706,19,6.0,5.0,87.0,4.5,0.0,0.0
1707,68,6.0,4.0,87.0,9.0,0.0,0.0
1708,427,6.0,4.0,90.0,8.0,0.0,0.0
1709,1025,6.0,4.0,93.0,9.0,0.0,0.0
1710,1984,6.5,3.5,90.0,14.0,0.0,0.0
1711,1487,7.0,4.0,87.0,15.0,0.0,0.0
1712,654,7.5,4.5,78.5,16.0,0.0,0.0
1713,607,8.5,5.5,73.5,20.0,0.0,0.0
1714,897,9.0,6.0,68.5,20.0,0.0,0.0
1715,855,9.0,6.0,64.0,21.0,0.0,0.0
1716,758,9.0,6.0,66.0,19.0,0.0,0.0
1717,857,9.0,6.0,66.0,19.5,0.0,0.0
1718,1312,8.0,5.0,71.0,19.5,0.0,0.0
1719,2760,7.5,4.5,73.5,19.5,0.0,0.0
1720,2526,7.0,3.5,78.5,20.5,0.0,0.0
1721,1379,7.0,4.0,81.0,18.0,0.0,0.0
1722,818,6.5,4.0,87.0,14.0,0.0,0.0
1723,554,6.0,4.0,93.0,10.0,0.0,0.0
1724,372,7.0,5.5,87.0,8.5,0.0,0.0
1725,229,6.0,4.0,90.0,7.0,0.0,0.0
1726,103,6.0,4.0,93.0,8.0,0.0,0.0
1727,80,6.0,4.0,93.0,8.0,0.0,0.0
1728,47,6.0,4.0,93.0,7.0,0.0,0.0
1729,39,6.0,4.5,96.5,6.5,0.0,0.0
1730,42,6.0,4.0,100.0,10.0,0.0,0.0
1731,90,6.0,3.5,100.0,11.0,0.0,0.0
1732,567,6.0,5.5,100.0,3.0,0.0,0.0
1733,1950,7.0,6.0,93.0,6.5,0.0,0.0
1734,3734,7.0,5.0,93.0,11.0,0.0,0.0
1735,1798,7.0,5.0,93.0,10.0,0.0,0.0
1736,880,7.5,6.0,90.0,7.5,0.0,0.0
1737,793,8.5,7.5,90.0,6.5,0.0,0.0
1738,1081,9.5,8.5,87.5,8.0,0.0,0.0
1739,1045,12.0,12.0,67.0,14.0,0.0,0.0
1740,979,12.0,12.0,72.0,14.0,0.0,0.0
1741,1186,12.0,12.0,67.0,13.0,0.0,0.0
1742,1582,12.0,12.0,67.0,11.0,0.0,0.0
1743,2942,11.5,11.5,74.5,12.0,0.0,0.0
1744,2849,11.0,11.0,77.0,11.0,0.0,0.0
1745,1622,10.0,8.0,82.0,13.0,0.0,0.0
1746,888,10.0,8.0,79.0,15.0,0.0,0.0
1747,688,9.0,7.0,79.0,14.0,0.0,0.0
1748,476,8.5,6.0,81.5,14.0,0.0,0.0
1749,319,7.0,5.0,93.0,11.0,0.0,0.0
1750,174,6.5,5.5,90.0,6.5,0.0,0.0
1751,86,6.0,4.5,93.0,6.5,0.0,0.0
1752,47,5.0,3.5,96.5,6.5,0.0,0.0
1753,46,5.0,3.5,93.0,6.5,0.0,0.0
1754,27,5.0,3.0,93.0,7.0,0.0,0.0
1755,83,5.0,3.0,93.0,7.0,0.0,0.0
1756,597,5.0,2.0,87.0,11.0,0.0,0.0
1757,2025,4.0,1.0,93.0,12.0,0.0,0.0
1758,3889,4.5,1.5,90.0,11.0,0.0,0.0
1759,1923,5.5,2.5,84.0,14.0,0.0,0.0
1760,944,6.5,4.0,78.5,13.0,0.0,0.0
1761,855,8.5,6.0,73.5,15.0,0.0,0.0
1762,1138,9.0,7.0,71.0,15.0,0.0,0.0
1763,1195,9.0,6.5,68.5,17.0,0.0,0.0
1764,1078,9.0,6.0,66.0,18.0,0.0,0.0
1765,1106,8.0,5.0,73.5,17.0,0.0,0.0
1766,1569,9.0,6.0,66.0,17.0,0.0,0.0
1767,2961,9.0,7.0,71.0,11.0,0.0,0.0
1768,2636,9.0,7.0,68.5,15.0,0.0,0.0
1769,1572,8.0,5.0,71.0,16.0,0.0,0.0
1770,904,8.0,6.0,71.0,12.0,0.0,0.0
1771,737,7.0,5.0,76.0,11.0,0.0,0.0
1772,502,7.0,4.5,76.0,16.0,0.0,0.0
1773,345,7.0,5.0,78.5,12.0,0.0,0.0
1774,157,7.0,5.0,81.0,11.0,0.0,0.0
1775,120,7.0,5.0,81.0,11.0,0.0,0.0
1776,71,7.0,5.0,81.0,11.0,0.0,0.0
1777,50,7.0,4.5,81.0,14.0,0.0,0.0
1778,37,7.0,4.0,81.0,16.0,0.0,0.0
1779,97,7.0,4.0,81.0,17.0,0.0,0.0
1780,584,7.0,4.0,81.0,17.0,0.0,0.0
1781,1939,7.0,4.0,81.0,18.0,0.0,0.0
1782,3787,7.0,4.0,81.0,18.0,0.0,0.0
1783,1841,7.0,4.5,81.0,16.0,0.0,0.0
1784,839,7.0,4.0,81.0,17.0,0.0,0.0
1785,738,7.0,4.5,81.0,14.0,0.0,0.0
1786,953,7.5,4.5,81.5,15.0,0.0,0.0
1787,891,8.0,5.5,76.0,15.0,0.0,0.0
1788,860,8.0,5.5,76.0,14.0,0.0,0.0
1789,903,8.0,5.0,76.0,16.0,0.0,0.0
1790,1418,8.0,5.0,76.0,17.0,0.0,0.0
1791,2648,8.0,5.5,76.0,15.0,0.0,0.0
1792,2461,8.0,5.5,76.0,13.0,0.0,0.0
1793,1393,8.0,5.0,76.0,16.0,0.0,0.0
1794,808,7.0,4.0,78.5,16.0,0.0,0.0
1795,642,7.0,4.0,76.0,16.0,0.0,0.0
1796,494,6.5,4.0,78.5,14.0,0.0,0.0
1797,346,6.0,3.0,81.0,15.0,0.0,0.0
1798,97,6.0,3.0,81.0,14.0,0.0,0.0
1799,39,5.5,2.5,78.5,14.0,0.0,0.0
1800,57,6.0,3.0,81.0,15.0,0.0,0.0
1801,56,6.0,3.5,81.0,12.0,0.0,0.0
1802,46,5.0,2.0,87.0,12.0,0.0,0.0
1803,82,5.0,2.0,87.0,12.0,0.0,0.0
1804,472,5.0,2.0,87.0,12.0,0.0,0.0
1805,1636,5.0,2.5,87.0,9.0,0.0,0.0
1806,3515,5.0,2.0,87.0,11.0,0.0,0.0
1807,1759,5.0,3.5,87.0,7.5,0.0,0.0
1808,889,5.0,3.0,87.0,8.0,0.0,0.0
1809,832,6.0,6.0,81.0,4.0,0.0,0.0
1810,1128,6.5,6.0,81.5,5.5,0.0,0.0
1811,1257,9.0,8.0,71.0,7.0,0.0,0.0
1812,1223,10.0,10.0,67.0,5.0,0.0,0.0
1813,1363,10.5,10.0,64.5,6.5,0.0,0.0
1814,1918,11.5,11.5,56.0,5.0,0.0,0.0
1815,2970,11.0,11.0,58.0,7.5,0.0,0.0
1816,2274,10.5,10.0,60.0,9.0,0.0,0.0
1817,1247,10.0,9.0,62.0,9.0,0.0,0.0
1818,828,9.0,7.0,71.0,11.0,0.0,0.0
1819,532,9.0,7.0,71.0,11.0,0.0,0.0
1820,494,9.5,8.0,71.0,10.0,0.0,0.0
1821,512,10.0,7.5,67.0,19.5,0.0,0.0
1822,400,9.5,7.0,64.0,17.0,1.0,0.0
1823,322,8.5,5.5,73.5,17.0,1.0,0.0
1824,242,8.0,5.0,76.0,16.0,1.0,0.0
1825,143,8.0,6.5,76.0,9.0,1.0,0.0
1826,108,7.5,6.0,78.5,9.0,1.0,0.0
1827,65,7.0,6.0,81.0,6.0,1.0,0.0
1828,114,7.0,5.0,81.0,9.0,1.0,0.0
1829,233,7.5,5.5,78.5,11.0,1.0,0.0
1830,429,8.0,5.0,71.0,19.0,1.0,0.0
1831,744,8.0,4.5,68.5,23.0,1.0,0.0
1832,1105,8.0,5.0,66.0,21.0,1.0,0.0
1833,1251,8.0,5.0,62.0,22.0,1.0,0.0
1834,1355,8.0,5.0,62.0,19.0,1.0,0.0
1835,1377,8.0,5.0,62.0,20.5,1.0,0.0
1836,1315,8.0,5.0,62.0,22.0,1.0,0.0
1837,1224,8.0,4.0,64.0,24.0,1.0,0.0
1838,1340,8.0,5.0,66.0,20.5,1.0,0.0
1839,1128,8.0,5.0,66.0,18.0,1.0,0.0
1840,794,7.5,4.5,73.5,19.5,1.0,0.0
1841,715,7.0,4.0,81.0,17.0,1.0,0.0
1842,542,7.0,4.0,78.5,17.0,1.0,0.0
1843,468,6.5,3.5,78.5,14.0,1.0,0.0
1844,345,6.0,3.5,81.0,12.0,1.0,0.0
1845,357,6.0,3.0,78.5,13.0,1.0,0.0
1846,318,6.0,3.5,71.0,14.0,1.0,0.0
1847,238,6.0,3.5,71.0,12.0,1.0,0.0
1848,207,5.5,2.5,70.5,16.0,1.0,0.0
1849,151,5.0,2.0,73.0,11.0,1.0,0.0
1850,84,4.5,1.5,72.5,12.0,1.0,0.0
1851,69,4.0,1.0,75.0,12.0,1.0,0.0
1852,97,4.0,1.5,75.0,10.0,1.0,0.0
1853,166,5.0,2.0,66.0,14.0,1.0,0.0
1854,308,6.0,3.0,61.0,15.0,1.0,0.0
1855,629,7.0,4.0,63.5,17.0,1.0,0.0
1856,1070,7.0,4.0,63.5,18.0,1.0,0.0
1857,1334,7.0,4.0,61.0,16.0,1.0,0.0
1858,1724,7.5,4.5,59.0,17.0,1.0,0.0
1859,1809,8.0,6.0,59.5,11.0,1.0,0.0
1860,1915,7.0,4.5,63.5,14.0,1.0,0.0
1861,1941,7.0,5.0,63.5,12.0,1.0,0.0
1862,1857,7.0,5.5,66.0,10.0,1.0,0.0
1863,1469,6.5,4.5,68.5,11.0,1.0,0.0
1864,1134,6.0,4.0,66.0,9.0,1.0,0.0
1865,737,6.0,4.0,66.0,11.0,1.0,0.0
1866,434,5.0,2.5,70.0,9.0,1.0,0.0
1867,345,5.0,2.5,73.0,10.0,1.0,0.0
1868,341,4.5,2.0,72.5,10.0,1.0,0.0
1869,241,4.0,2.5,75.0,6.5,1.0,0.0
1870,144,3.5,3.0,78.0,5.0,0.0,0.0
1871,79,3.0,2.0,81.0,6.0,0.0,0.0
1872,47,3.0,1.5,81.0,6.5,0.0,0.0
1873,31,3.0,0.5,84.0,8.0,0.0,0.0
1874,44,3.5,2.0,81.0,6.5,0.0,0.0
1875,81,4.5,2.0,78.5,10.0,0.0,0.0
1876,569,5.0,2.0,76.0,14.0,0.0,0.0
1877,1948,6.5,3.5,68.5,15.0,0.0,0.0
1878,3719,7.5,4.5,64.0,18.0,0.0,0.0
1879,1777,8.5,5.5,60.0,18.5,0.0,0.0
1880,910,9.5,7.0,58.0,19.5,0.0,0.0
1881,844,10.0,8.5,56.0,16.0,0.0,0.0
1882,1114,11.0,11.0,54.0,15.0,0.0,0.0
1883,1153,11.5,11.5,50.5,14.0,0.0,0.0
1884,1017,12.0,12.0,47.0,14.0,0.0,0.0
1885,1109,11.0,11.0,50.0,13.0,0.0,0.0
1886,1519,11.0,11.0,50.0,10.0,0.0,0.0
1887,3044,10.5,9.5,50.5,11.0,0.0,0.0
1888,2819,10.5,9.5,52.0,10.0,0.0,0.0
1889,1483,10.0,8.0,60.0,12.0,0.0,0.0
1890,929,10.0,8.0,62.0,14.0,0.0,0.0
1891,554,9.0,7.0,82.0,11.0,0.0,0.0
1892,402,9.0,8.0,82.0,8.0,0.0,0.0
1893,256,9.0,7.0,82.0,11.0,0.0,0.0
1894,134,9.0,7.0,79.0,11.0,0.0,0.0
1895,74,8.0,6.0,79.0,12.0,0.0,0.0
1896,32,8.0,5.0,71.0,16.0,0.0,0.0
1897,27,6.5,4.5,81.5,12.0,0.0,0.0
1898,34,6.5,5.0,81.5,7.0,0.0,0.0
1899,98,7.0,5.5,76.0,7.5,0.0,0.0
1900,609,6.5,4.5,78.5,8.0,0.0,0.0
1901,2081,6.0,4.0,81.0,8.0,0.0,0.0
1902,3864,7.0,5.5,73.5,8.0,0.0,0.0
1903,1824,7.0,5.0,71.0,10.0,0.0,0.0
1904,933,7.5,5.5,68.5,11.0,0.0,0.0
1905,795,9.0,8.0,60.0,9.0,0.0,0.0
1906,996,9.0,8.0,56.0,7.5,0.0,0.0
1907,922,9.0,8.0,56.0,7.5,0.0,0.0
1908,832,8.5,7.0,58.0,8.5,0.0,0.0
1909,966,8.5,6.5,61.5,13.0,0.0,0.0
1910,1437,9.0,7.5,56.0,11.0,0.0,0.0
1911,2777,9.0,9.0,58.0,4.0,0.0,0.0
1912,2223,8.0,7.0,62.0,7.0,0.0,0.0
1913,1210,7.0,4.5,68.5,14.0,0.0,0.0
1914,877,7.0,5.0,71.0,11.0,0.0,0.0
1915,605,7.0,6.5,71.0,5.0,0.0,0.0
1916,444,6.0,4.5,76.0,7.5,0.0,0.0
1917,289,5.0,3.0,81.0,9.0,0.0,0.0
1918,145,4.5,3.0,81.0,7.5,0.0,0.0
1919,81,4.0,2.0,81.0,7.0,0.0,0.0
1920,45,4.0,2.5,81.0,6.5,0.0,0.0
1921,34,3.5,1.0,84.0,8.0,0.0,0.0
1922,31,3.0,1.5,81.0,6.5,0.0,0.0
1923,96,3.0,1.5,81.0,6.5,0.0,0.0
1924,627,2.5,1.0,84.0,6.0,0.0,0.0
1925,2052,3.5,2.0,84.0,6.5,0.0,0.0
1926,3858,4.5,3.0,84.0,6.5,0.0,0.0
1927,1896,7.0,6.0,71.0,6.0,0.0,0.0
1928,921,7.0,5.0,71.0,11.0,0.0,0.0
1929,702,7.5,5.0,66.5,15.0,0.0,0.0
1930,948,8.0,5.5,64.0,13.0,0.0,0.0
1931,1047,8.5,6.5,58.0,12.0,0.0,0.0
1932,1008,9.5,8.0,50.5,9.0,0.0,0.0
1933,1080,9.5,9.0,44.5,6.5,0.0,0.0
1934,1511,9.0,7.5,44.5,9.0,0.0,0.0
1935,2878,9.0,8.5,41.5,5.0,0.0,0.0
1936,2788,9.0,9.0,46.5,4.0,0.0,0.0
1937,1520,8.5,8.0,48.0,5.5,0.0,0.0
1938,922,7.5,6.0,55.0,7.5,0.0,0.0
1939,662,6.0,4.0,61.0,8.0,0.0,0.0
1940,497,5.5,3.5,71.0,8.0,0.0,0.0
1941,323,5.0,2.5,76.0,10.0,0.0,0.0
1942,173,5.0,2.0,78.5,12.0,0.0,0.0
1943,84,5.0,2.0,84.0,12.0,0.0,0.0
1944,49,6.0,3.5,81.0,11.0,0.0,0.0
1945,40,6.0,3.0,76.0,14.0,0.0,0.0
1946,28,6.0,3.0,81.0,17.0,0.0,0.0
1947,59,6.0,2.5,81.0,19.5,0.0,0.0
1948,247,5.0,1.0,87.0,20.0,0.0,0.0
1949,974,5.5,1.5,84.0,20.0,0.0,0.0
1950,2658,6.5,3.0,87.0,20.5,0.0,0.0
1951,1251,7.0,4.0,90.0,19.5,0.0,0.0
1952,636,8.5,5.5,87.0,21.0,0.0,0.0
1953,630,10.5,9.0,85.0,21.0,0.0,0.0
1954,739,11.5,11.5,77.0,23.0,0.0,0.0
1955,742,10.5,9.0,74.0,22.0,0.0,0.0
1956,854,12.0,12.0,56.0,33.0,0.0,0.0
1957,983,12.0,12.0,52.5,29.5,0.0,0.0
1958,1357,12.0,12.0,51.0,29.0,0.0,0.0
1959,2601,11.0,11.0,48.5,26.0,0.0,0.0
1960,2399,11.0,11.0,48.5,23.0,0.0,0.0
1961,1411,10.0,7.5,50.0,20.5,0.0,0.0
1962,911,9.5,7.0,52.0,18.5,0.0,0.0
1963,634,9.0,6.0,58.0,22.0,0.0,0.0
1964,506,8.5,5.5,58.0,22.0,0.0,0.0
1965,339,8.0,4.0,62.0,24.0,0.0,0.0
1966,190,7.5,4.0,61.5,22.0,0.0,0.0
1967,128,7.0,3.0,61.0,26.0,0.0,0.0
1968,75,6.0,2.5,66.0,18.5,0.0,0.0
1969,38,6.0,2.5,68.5,21.5,0.0,0.0
1970,43,6.0,2.0,71.0,21.0,0.0,0.0
1971,99,6.0,3.0,71.0,18.0,0.0,0.0
1972,517,5.5,2.0,73.5,18.0,0.0,0.0
1973,1709,6.5,3.5,68.5,19.5,0.0,0.0
1974,3514,7.5,5.0,64.0,14.0,0.0,0.0
1975,1866,8.0,5.0,57.0,15.0,0.0,0.0
1976,977,9.0,7.0,54.0,13.0,0.0,0.0
1977,963,10.0,8.0,45.0,17.0,0.0,0.0
1978,1217,11.5,11.5,44.0,15.0,0.0,0.0
1979,1288,12.0,12.0,44.0,17.0,0.0,0.0
1980,1285,12.0,12.0,44.0,15.0,0.0,0.0
1981,1377,13.0,13.0,41.0,12.0,0.0,0.0
1982,1917,12.5,12.5,42.5,12.0,0.0,0.0
1983,3034,12.0,12.0,47.5,15.0,0.0,0.0
1984,2410,11.0,11.0,58.0,16.0,0.0,0.0
1985,1353,10.0,8.0,62.0,15.0,0.0,0.0
1986,799,9.0,7.0,71.0,14.0,0.0,0.0
1987,599,8.0,6.0,76.0,9.0,0.0,0.0
1988,507,8.0,6.5,79.0,8.0,0.0,0.0
1989,443,8.0,7.0,82.0,6.0,0.0,0.0
1990,401,8.0,7.5,82.0,5.0,1.0,0.0
1991,356,8.5,6.5,84.5,10.0,1.0,0.0
1992,258,8.0,6.0,93.0,10.0,1.0,0.0
1993,198,9.0,8.0,87.0,7.0,1.0,0.0
1994,118,9.0,7.5,90.5,10.0,1.0,0.0
1995,90,9.5,8.0,91.0,9.0,1.0,0.0
1996,125,10.0,8.5,91.0,10.0,1.0,0.0
1997,196,11.0,11.0,91.0,18.0,1.0,0.0
1998,454,12.0,12.0,88.0,20.5,1.0,0.0
1999,807,13.0,13.0,82.0,25.0,1.0,0.0
2000,1050,13.0,13.0,82.0,29.0,1.0,0.0
