,keywords,segments,visit count,popularity
1974,"['نتایج زنده', 'نتایج', 'زنده']",['femaleSegment'],121,0.0024974622893514397
1976,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],919,0.018968329288545232
1977,"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],160,0.021383341842121442
1983,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],881,0.018184002288583623
1984,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],378,0.00780198963119706
1988,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],759,0.01566589981502267
1990,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],802,0.01655342773603186
1991,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],756,0.01560397926239412
1992,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],394,0.008132232578549316
1993,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],449,0.0092674427100727
1994,"['نتایج زنده', 'نتایج', 'زنده']","['mohajerat', 'maleSegment']",248,0.005118765683959976
1995,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],479,0.009886648236358181
2000,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],674,0.013911484157213806
2009,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],224,0.0046234012629315915
2011,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],544,0.011228260209976722
2012,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],956,0.019732016104297326
2014,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],457,0.009432564183748828
2016,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],216,0.004458279789255463
2017,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",495,0.010216891183710436
2019,"['صفحه اخبار', 'صفحه', 'اخبار']","['sarmayegozari', 'mohajerat', 'femaleSegment']",381,0.008413965327396003
2021,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],480,0.009907288420567695
2022,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],708,0.014613250420337351
2023,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],766,0.015810381104489284
2024,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],239,0.0049330040260743314
2025,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",561,0.011579143341538495
2026,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],573,0.011826825552052687
2027,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],205,0.004231237762950786
2028,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],35,0.0007224064473330612
2031,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],550,0.012146144173406304
2032,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],507,0.01046457339422463
2033,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],800,0.016512147367612827
2037,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",85,0.001754415657808863
2038,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],14,0.00028896257893322447
2039,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],156,0.0032198687366845015
2048,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],952,0.02102387136924146
2050,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'khanevadehvakhanedari', 'varzeshi']",698,0.01440684857824219
2056,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],354,0.007306625210168676
2057,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],753,0.015542058709765574
2062,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],448,0.009893586526701862
2067,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",4,8.256073683806412e-05
2071,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],777,0.016037423130793958
2072,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],914,0.018865128367497656
2073,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],219,0.004520200341884011
2074,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],274,0.005655410473407394
2076,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],492,0.01015497063108189
2077,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],988,0.02039250199900184
2078,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],130,0.0026832239472370845
2085,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],424,0.008751438104834797
2086,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],463,0.009556405289005924
2092,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],832,0.017172633262317338
2093,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],276,0.005696690841826425
2094,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'khanevadehvakhanedari']",825,0.017028151972850725
2095,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],805,0.016615348288660407
2096,"['نتایج زنده', 'نتایج', 'زنده']","['mohajerat', 'maleSegment', 'salamat']",744,0.015356297051879929
2097,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],647,0.013354199183556873
2099,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],155,0.0031992285524749856
2101,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],390,0.008049671841711252
2104,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],299,0.006171415078645295
2106,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],65,0.0013416119736185423
2108,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],742,0.015315016683460896
2109,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],714,0.014737091525594449
2110,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],712,0.014695811157175415
2112,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],541,0.011166339657348173
2113,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],545,0.011248900394186238
2114,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],326,0.006728700052302227
2116,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],683,0.01508330267352092
2120,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'salamat']",964,0.019897137577973456
2122,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],769,0.015872301657117827
2124,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],805,0.016615348288660407
2125,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],613,0.012652432920433328
2126,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",370,0.02797962176088615
2130,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],438,0.009040400683768022
2134,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],370,0.008171042443927877
2139,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],417,0.008606956815368187
2140,"['نتایج زنده', 'نتایج', 'زنده']","['varzeshi', 'maleSegment', 'salamat', 'laghari']",438,0.009040400683768022
2141,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],132,0.0027245043156561163
2144,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'khanevadehvakhanedari']",297,0.006130134710226262
2145,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],587,0.01211578813098591
2146,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],919,0.018968329288545232
2150,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],165,0.0034056303945701454
2152,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],783,0.016161264236051055
2153,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],646,0.013333558999347355
2158,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],298,0.0061507748944357775
2159,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],227,0.0046853218155601395
2160,"['نتایج زنده', 'نتایج', 'زنده']","['sarmayegozari', 'maleSegment', 'varzeshi']",160,0.0033024294735225653
2164,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],316,0.006522298210207067
2167,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],25,0.0005160046052379008
2169,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],0,0.0
2170,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],887,0.01830784339384072
2172,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],346,0.007141503736492548
2174,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],928,0.01915409094643088
2175,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],854,0.018859649316525427
2176,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],796,0.016429586630774765
2177,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'filmocinema', 'technology']",648,0.01337483936776639
2178,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],367,0.007574947604892384
2179,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],57,0.0011764904999424137
2180,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],225,0.004644041447141107
2181,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],148,0.003054747263008373
2182,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],705,0.014551329867708802
2186,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],678,0.01399404489405187
2189,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],678,0.01399404489405187
2192,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",528,0.010898017262624465
2195,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],464,0.00957704547321544
2199,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],772,0.015934222209746378
2203,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],367,0.007574947604892384
2204,"['نتایج زنده', 'نتایج', 'زنده']","['mohajerat', 'maleSegment', 'salamat']",335,0.006914461710187871
2205,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],956,0.019732016104297326
2207,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],460,0.009494484736377375
2209,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],472,0.009742166946891567
2212,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],220,0.004540840526093527
2217,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],964,0.019897137577973456
2223,"['نتایج زنده', 'نتایج', 'زنده']",['femaleSegment'],680,0.014035325262470904
2224,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",298,0.0061507748944357775
2225,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],30,0.000619205526285481
2226,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],71,0.0014654530788756383
2227,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],806,0.01663598847286992
2228,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],969,0.020000338499021036
2230,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],123,0.0025387426577704723
2232,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],199,0.004107396657693691
2235,"['نتایج زنده', 'نتایج', 'زنده']",['varzeshi'],42,0.0008668877367996734
2236,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],719,0.014840292446642029
2241,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],765,0.015789740920279766
2242,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],765,0.015789740920279766
2247,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],851,0.017564796762298142
2248,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],934,0.0706296397963991
2249,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],695,0.014344928025613645
2250,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'salamat']",803,0.016574067920241374
2251,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'khanevadehvakhanedari']",854,0.017626717314926692
2253,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],981,0.07418380796602518
2254,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],665,0.013725722499328163
2256,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],586,0.012095147946776396
2263,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],419,0.008648237183787218
2268,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],433,0.008937199762720442
2269,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],476,0.009824727683729632
2270,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],349,0.007203424289121095
2274,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],926,0.019112810578011848
2275,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],88,0.001816336210437411
2279,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],84,0.0017337754735993467
2281,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],684,0.014117885999308967
2282,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],650,0.013416119736185422
2285,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],919,0.018968329288545232
2286,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],129,0.0026625837630275683
2287,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],819,0.01690431086759363
2295,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'salamat']",533,0.011001218183672046
2298,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],293,0.006047573973388198
2302,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],198,0.004086756473484174
2304,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],279,0.005758611394454973
2305,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",77,0.0015892941841327344
2307,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],197,0.004066116289274658
2308,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",715,0.014757731709803963
2309,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],205,0.004527199191905987
2310,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'khanevadehvakhanedari', 'salamat', 'varzeshi']",374,0.007719428894358997
2311,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],316,0.006522298210207067
2312,"['نتایج زنده', 'نتایج', 'زنده']","['varzeshi', 'maleSegment', 'salamat', 'laghari']",122,0.002518102473560956
2314,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],653,0.01347804028881397
2315,"['نتایج زنده', 'نتایج', 'زنده']",['femaleSegment'],867,0.0178950397096504
2318,"['صفحه اخبار', 'صفحه', 'اخبار']",['femaleSegment'],234,0.005167632248321955
2319,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],384,0.007925830736454156
2320,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],449,0.0092674427100727
2322,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",685,0.014138526183518484
2323,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],567,0.011702984446795591
2324,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],811,0.016739189393917504
2328,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],262,0.005407728262893201
2329,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],786,0.016223184788679602
2330,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],187,0.0038597144471794985
2331,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],140,0.002889625789332245
2332,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],883,0.01822528265700266
2333,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],813,0.016780469762336533
2334,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],467,0.009638966025843987
2335,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",490,0.010113690262662857
2336,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],747,0.015418217604508476
2339,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],284,0.005861812315502553
2342,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],662,0.013663801946699614
2344,"['نتایج زنده', 'نتایج', 'زنده']","['sarmayegozari', 'maleSegment', 'varzeshi']",145,0.002992826710379825
2345,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],455,0.01004817381618158
2346,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],467,0.009638966025843987
2348,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],776,0.01601678294658444
2350,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",158,0.0032611491051035336
2352,"['نتایج زنده', 'نتایج', 'زنده']","['javan', 'technology']",215,0.0044376396050459475
2357,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",451,0.009308723078491732
2358,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],960,0.01981457684113539
2359,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],750,0.015480138157137025
2367,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],582,0.012012587209938332
2371,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],837,0.017275834183364917
2372,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],894,0.018452324683307333
2375,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],818,0.016883670683384113
2376,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],305,0.006295256183902391
2377,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],398,0.008214793315387383
2381,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],967,0.019959058130602003
2385,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],711,0.0146751709729659
2389,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],644,0.013292278630928325
2391,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],156,0.0032198687366845015
2392,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],783,0.016161264236051055
2396,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],503,0.010382012657386565
2397,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],288,0.005944373052340618
2398,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",380,0.007843269999616093
2400,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],424,0.032063134125988456
2403,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'khanevadehvakhanedari']",448,0.009246802525863183
2404,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],646,0.013333558999347355
2405,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],904,0.018658726525402493
2406,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],212,0.004375719052417399
2407,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'salamat']",179,0.00369459297350337
2410,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],50,0.0010320092104758017
2411,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",841,0.017358394920202986
2412,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],802,0.060647720681704584
2414,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],34,0.0007017662631235451
2417,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],521,0.010753535973157853
2419,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],590,0.04461615361871035
2420,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],737,0.015211815762413317
2423,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],427,0.008813358657463346
2427,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'khanevadehvakhanedari']",453,0.009350003446910763
2428,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],432,0.009540244150748224
2429,"['نتایج زنده', 'نتایج', 'زنده']",['femaleSegment'],597,0.012322189973081071
2430,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],587,0.044389291820649115
2436,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'zibaievamode']",509,0.01050585376264366
2439,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],550,0.012146144173406304
2440,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],946,0.01952561426220217
2441,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],962,0.019855857209554423
2442,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],526,0.010856736894205434
2443,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],506,0.010443933210015112
2444,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],97,0.002002097868323055
2449,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],490,0.010113690262662857
2454,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",567,0.011702984446795591
2460,"['صفحه اخبار', 'صفحه', 'اخبار']","['sarmayegozari', 'salamat', 'laghari']",625,0.013802436560688983
2461,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",716,0.01477837189401348
2463,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],469,0.009680246394263018
2465,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],268,0.005531569368150297
2467,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],207,0.004272518131369819
2468,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],781,0.016119983867632023
2478,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],952,0.019649455367459264
2482,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],500,0.010320092104758016
2483,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],762,0.015727820367651215
2489,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],749,0.015459497972927509
2490,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],599,0.012363470341500104
2495,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",444,0.009164241789025118
2496,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],56,0.0011558503157328979
2498,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],61,0.001259051236780478
2499,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],933,0.01925729186747846
2500,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],262,0.005407728262893201
2503,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'khanevadehvakhanedari', 'salamat', 'varzeshi']",926,0.019112810578011848
2507,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],789,0.01628510534130815
2510,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],346,0.007141503736492548
2512,"['صفحه اخبار', 'صفحه', 'اخبار']","['sarmayegozari', 'salamat', 'laghari']",799,0.017645034899184796
2525,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",936,0.019319212420107007
2526,"['نتایج زنده', 'نتایج', 'زنده']","['sarmayegozari', 'maleSegment', 'varzeshi']",621,0.012817554394109457
2527,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],699,0.014427488762451708
2531,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],835,0.017234553814945888
2535,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],636,0.013127157157252198
2538,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],545,0.011248900394186238
2539,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],106,0.0023408932406928516
2542,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],57,0.0011764904999424137
2546,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],687,0.05195135175602375
2547,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],635,0.04801908058962894
2550,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],444,0.009164241789025118
2556,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],609,0.012569872183595265
2557,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],543,0.011207620025767206
2558,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],922,0.06972219260415415
2563,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],508,0.010485213578434145
2565,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],579,0.011950666657309783
2570,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],746,0.01539757742029896
2571,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],684,0.014117885999308967
2577,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],40,0.0030248239741498544
2579,"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],345,0.007618944981500318
2584,"['صفحه اخبار', 'صفحه', 'اخبار']","['sarmayegozari', 'salamat', 'laghari']",515,0.011373207726007722
2587,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],86,0.0017750558420183788
2589,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],105,0.007940162932143368
2590,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],364,0.007513027052263836
2596,"['نتایج زنده', 'نتایج', 'زنده']","['sarmayegozari', 'maleSegment']",660,0.013622521578280582
2597,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],2,4.128036841903206e-05
2598,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],935,0.019298572235897492
2603,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],869,0.01793632007806943
2607,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],85,0.001754415657808863
2611,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],143,0.002951546341960793
2612,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],15,0.0003096027631427405
2613,"['نتایج زنده', 'نتایج', 'زنده']",['femaleSegment'],904,0.018658726525402493
2614,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],439,0.009061040867977538
2617,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],46,0.0009494484736377376
2623,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",789,0.01628510534130815
2625,"['صفحه اخبار', 'صفحه', 'اخبار']","['sarmayegozari', 'salamat', 'laghari']",121,0.002672151718149387
2628,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],537,0.01108377892051011
2629,"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],240,0.018148943844899127
2631,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],344,0.007100223368073515
2632,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],63,0.0013003316051995101
2637,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",680,0.014035325262470904
2644,"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],513,0.010588414499481724
2647,"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",810,0.016718549209707986
