action,application_id,interaction_time,notification_id,user_id
F,2,1512000,19,6522
F,2,1512000,19,3523
F,2,1512000,19,16643
F,2,1512000,19,17664
F,2,1512000,19,5640
F,2,1512000,19,368
F,2,1512000,19,3950
F,2,1512000,19,8796
F,2,1512000,19,9328
F,2,1512000,19,7833
F,2,1512000,19,4224
F,2,1512000,19,821
F,2,1512000,19,11207
F,2,1512000,19,14085
F,2,1512000,19,17162
F,2,1512000,19,9576
F,2,1512000,19,1348
F,2,1512000,19,7177
F,2,1512000,19,6399
F,2,1512000,19,10240
F,2,1512000,19,5010
F,2,1512000,19,4708
F,2,1512000,19,3295
F,2,1512000,19,11240
F,2,1512000,19,7645
F,2,1512000,19,9748
F,2,1512000,19,4175
F,2,1512000,19,14134
F,2,1512000,19,2969
F,2,1512000,19,12505
F,2,1512000,19,2703
F,2,1512000,19,11189
F,2,1512000,19,17931
F,2,1512000,19,11072
F,2,1512000,19,5267
F,2,1512000,19,2590
F,2,1512000,19,3362
F,2,1512000,19,10172
F,2,1512000,19,15309
F,2,1512000,19,363
F,2,1512000,19,5660
F,2,1512000,19,12523
F,2,1512000,19,8072
F,2,1512000,19,16011
F,2,1512000,19,10707
F,2,1512000,19,6005
F,2,1512000,19,17401
F,2,1512000,19,8995
F,2,1512000,19,15304
F,2,1512000,19,10523
F,2,1512000,19,11964
F,2,1512000,19,9743
F,2,1512000,19,3738
F,2,1512000,19,7518
F,2,1512000,19,14003
F,2,1512000,19,11493
F,2,1512000,19,7932
F,2,1512000,19,4929
F,2,1512000,19,17642
F,2,1512000,19,8904
F,2,1512000,19,17597
F,2,1512000,19,11518
F,2,1512000,19,14919
F,2,1512000,19,7379
F,2,1512000,19,8115
F,2,1512000,19,14437
F,2,1512000,19,2024
F,2,1512000,19,2144
F,2,1512000,19,5252
F,2,1512000,19,6681
F,2,1512000,19,5675
F,2,1512000,19,13076
F,2,1512000,19,2685
F,2,1512000,19,4473
F,2,1512000,19,1184
F,2,1512000,19,11052
F,2,1512000,19,13007
F,2,1512000,19,5328
F,2,1512000,19,10861
F,2,1512000,19,7342
F,2,1551600,19,7621
F,2,1512000,19,11660
F,2,1512000,19,11958
F,2,1512000,19,7918
F,2,1512000,19,13526
F,2,1512000,19,11535
F,2,1512000,19,7398
F,2,1512000,19,11882
F,2,1512000,19,12596
F,2,1512000,19,5877
F,2,1512000,19,8148
F,2,1512000,19,17859
F,2,4960800,91,3972
F,1,2905200,45,6301
F,1,2361600,31,6859
F,1,2361600,31,4169
C,2,147600,9,14419
C,2,201600,9,14051
F,2,4280400,77,16467
F,2,4294800,77,3948
F,2,4294800,77,14016
F,2,4294800,77,10270
F,2,190800,9,9582
C,2,1040400,17,4504
F,2,1090800,17,5798
C,1,2912400,46,5305
F,1,4996800,97,1895
F,1,5004000,90,1895
F,1,4996800,93,1895
F,1,4996800,94,1895
C,2,230400,9,10584
F,1,5054400,96,256
F,1,5054400,97,256
F,1,2876400,44,16201
F,2,180000,9,8891
C,1,2854800,44,14710
F,1,2854800,44,1244
F,1,2854800,44,13721
F,1,2854800,44,1376
F,1,2854800,43,1376
C,2,1515600,19,1085
C,2,1515600,19,16490
C,2,1515600,19,1978
C,2,1515600,19,11249
C,2,1515600,19,4698
C,2,1515600,19,4306
C,2,1515600,19,1194
C,2,1515600,19,245
F,2,1515600,19,12959
F,2,1515600,19,255
F,2,1512000,19,59
F,2,1515600,19,15742
F,2,1515600,19,17404
F,2,1515600,19,2544
F,2,1515600,19,13960
F,2,1515600,19,15555
F,2,1515600,19,8183
F,2,1515600,19,16740
F,2,1515600,19,3394
F,2,1515600,19,6936
F,2,1515600,19,582
F,2,1515600,19,7638
F,2,1515600,19,7562
F,2,1515600,19,2540
F,2,1515600,19,15698
F,2,1515600,19,3087
F,2,1515600,19,741
F,2,1515600,19,8675
F,2,1515600,19,8920
F,2,1515600,19,3521
F,2,1515600,19,3021
F,2,1515600,19,15673
F,2,1512000,19,1623
F,2,1515600,19,9769
F,2,1515600,19,14910
F,2,1515600,19,14765
F,2,1515600,19,8759
F,2,1515600,19,15068
F,2,1515600,19,9506
F,2,1515600,19,8363
F,2,1515600,19,4739
F,2,1515600,19,8742
F,2,1515600,19,558
F,2,1515600,19,17774
F,2,1515600,19,10889
F,2,1515600,19,5889
F,2,1515600,19,15945
F,2,1515600,19,11492
F,2,1515600,19,15003
F,2,1515600,19,3128
F,2,1515600,19,11115
F,2,1515600,19,14269
F,2,1515600,19,15723
F,2,1515600,19,16385
F,2,1515600,19,11269
F,2,1515600,19,4158
F,2,1515600,19,3484
F,2,1515600,19,13975
F,2,1515600,19,9269
F,2,1515600,19,978
F,2,1515600,19,13636
F,2,1515600,19,11956
F,2,1515600,19,15256
F,2,1515600,19,13977
F,2,1515600,19,3371
F,2,1515600,19,5276
F,2,1515600,19,8378
F,2,1515600,19,16421
F,2,1515600,19,14167
F,2,1515600,19,10747
F,2,1515600,19,15569
F,2,1515600,19,4310
F,2,1515600,19,1136
F,2,1515600,19,11002
F,2,1515600,19,8028
F,2,1515600,19,11906
F,2,1515600,19,3641
F,2,1515600,19,5727
F,2,1515600,19,8965
F,2,1515600,19,968
F,2,1954800,22,6839
F,2,1947600,22,5574
F,2,1947600,22,9054
F,2,1947600,22,10283
F,2,1954800,22,16333
C,2,1954800,22,17104
F,2,1954800,22,14881
F,2,1954800,22,6940
C,2,1954800,22,2556
F,2,1954800,22,13467
F,2,1954800,22,5097
F,2,1954800,22,15555
F,2,1954800,22,10181
F,2,1954800,22,13776
F,2,1954800,22,2598
F,2,1954800,22,8620
F,2,1954800,22,14817
F,2,1954800,22,1556
C,2,1954800,22,16375
F,2,1954800,22,13660
F,2,1954800,22,16765
F,2,1954800,22,4485
C,2,1954800,22,16619
F,2,1954800,22,857
F,2,1954800,22,8452
F,2,1954800,22,2702
F,2,4266000,77,7184
F,2,4266000,77,13625
F,2,4266000,77,13841
F,2,4266000,77,17350
F,2,4266000,77,10178
F,2,4266000,77,11363
F,2,4266000,77,2807
F,2,4266000,77,12248
F,2,4266000,77,13542
F,2,4266000,77,505
F,2,4266000,77,16259
F,2,4266000,77,4213
F,2,4266000,77,15883
F,2,4266000,77,13629
F,2,4266000,77,4353
F,2,4266000,77,12277
F,2,4266000,77,267
F,2,4266000,77,13082
F,2,4266000,77,5199
F,2,4266000,77,6879
F,2,4266000,77,15704
F,2,4266000,77,2909
F,1,2271600,28,14308
C,1,2271600,28,17360
F,1,2271600,28,8044
F,1,2271600,28,9517
F,1,2271600,28,5858
F,1,4597200,81,2897
F,1,4737600,86,15038
F,1,4737600,86,9537
F,1,4737600,86,14552
F,1,4737600,86,9263
F,1,4734000,86,5860
F,1,4737600,86,3551
F,1,4737600,86,468
F,1,4730400,86,2301
F,1,4730400,86,6710
F,1,4730400,86,5982
F,1,4730400,86,15562
C,1,4730400,86,10921
F,1,4730400,86,5722
F,1,4730400,86,14514
F,1,4730400,86,7564
F,1,4730400,86,11686
F,1,5083200,73,16827
F,1,5083200,72,16827
F,1,4968000,94,9204
F,1,4968000,93,10896
F,1,4968000,94,6917
F,1,4968000,92,15892
F,2,4284000,77,12883
F,2,4284000,77,14826
C,2,1184400,17,156
F,2,1548000,19,3927
F,2,1548000,19,3085
C,2,1548000,19,11612
F,2,4276800,77,16704
F,2,4276800,77,7148
F,2,4276800,77,12680
F,2,4276800,77,9028
F,2,4276800,77,5564
F,2,4276800,77,5092
C,2,4273200,77,1428
F,2,4276800,77,8407
F,2,4276800,77,16246
F,2,4276800,77,6184
F,2,4276800,77,3609
F,2,4276800,77,14215
F,1,2998800,47,367
F,1,2998800,45,7340
F,1,2998800,47,12920
C,1,4255200,76,8311
F,1,4723200,83,9892
C,1,2883600,45,6917
C,1,2883600,45,16607
C,1,2883600,45,11306
C,1,2883600,45,16569
C,1,2883600,45,14872
C,1,2883600,45,17077
C,1,2883600,45,8872
C,1,2883600,45,11862
C,1,2883600,45,9493
C,1,2883600,45,7458
F,1,2883600,45,3185
F,1,2883600,45,7463
F,1,2883600,45,2907
F,1,2883600,45,15410
F,1,2883600,45,14952
F,1,2883600,45,17449
F,1,2883600,45,12686
F,1,2883600,45,11515
F,1,2883600,45,14323
F,1,2883600,45,11257
F,1,2883600,45,7384
F,1,2883600,45,8044
F,1,2883600,45,603
F,1,2883600,45,1322
F,1,2883600,45,8910
F,1,2883600,45,1045
F,1,2883600,45,2722
F,1,2883600,45,10675
F,2,4294800,77,6801
C,1,4197600,74,17577
C,1,4197600,74,3758
F,1,4194000,74,15541
F,1,4197600,74,9263
F,1,4194000,74,1526
F,1,4197600,74,13791
F,1,4197600,74,3870
F,1,4197600,74,13552
F,1,4194000,74,5990
F,1,4197600,74,2339
F,1,4197600,74,17415
F,1,4197600,72,2339
F,1,4194000,74,6557
F,1,4197600,74,3121
F,1,4197600,74,7128
C,1,4960800,93,330
C,1,4960800,93,12357
F,1,4960800,92,9206
F,1,4960800,93,385
F,1,4960800,93,1402
F,1,4960800,93,5860
C,2,3420000,57,3234
F,2,3409200,57,15463
F,2,3420000,57,11000
F,1,2275200,28,13114
F,1,2275200,28,1322
F,1,2275200,28,14229
F,1,2275200,28,15410
F,1,2275200,28,15968
F,1,2275200,28,12273
C,1,2275200,28,13940
F,1,2275200,28,1696
F,1,2275200,28,52
F,2,4694400,82,1110
F,1,2916000,45,10646
F,1,2916000,44,10646
F,1,2916000,46,1006
F,1,2919600,46,7384
F,2,3430800,57,15742
F,2,3430800,57,15450
F,2,3430800,57,12916
C,2,3430800,57,12197
F,2,3430800,57,12935
F,1,2397600,33,8650
F,1,2394000,33,7657
F,1,5058000,96,15575
F,1,5058000,94,15575
F,2,5126400,91,4221
F,1,4726800,86,346
F,1,4726800,86,4479
F,1,4726800,86,7128
F,1,4726800,86,2984
C,1,4726800,86,12529
C,1,4726800,86,2219
F,1,4726800,86,2949
F,1,4726800,86,416
F,1,4726800,86,16755
F,1,4726800,86,16607
F,1,4726800,86,7060
F,1,4726800,86,2770
C,1,4726800,86,12171
F,1,4726800,86,665
C,1,4726800,86,12345
F,1,4726800,86,15110
F,1,4726800,86,2335
C,1,4726800,86,5487
F,1,4726800,86,7104
F,1,4726800,86,9575
F,1,4726800,86,15492
F,1,4726800,86,9081
F,1,4726800,86,16955
F,1,4726800,86,1172
F,1,4726800,86,9919
C,1,4726800,86,10023
F,1,4726800,86,413
F,1,4726800,86,6607
F,1,4726800,86,2633
F,1,4726800,86,8447
F,1,4726800,86,4486
F,1,4726800,86,7568
F,1,4726800,86,3516
F,1,4726800,86,575
F,1,4726800,86,12365
F,1,4726800,86,15108
F,1,4726800,86,6619
F,1,4726800,86,3462
F,1,4726800,86,13509
F,1,4726800,86,2274
F,1,4726800,86,13326
C,1,4726800,86,11068
F,1,4726800,86,1353
F,1,4726800,86,11635
C,1,4726800,86,8351
F,1,4726800,86,8464
C,1,4726800,86,13202
C,1,4950000,93,7281
C,1,4953600,93,9411
C,1,4953600,93,6211
C,2,4950000,91,3662
F,1,4950000,93,14522
F,1,4950000,93,437
F,1,4950000,92,3884
F,1,4950000,93,9785
F,1,4950000,93,14076
F,1,4950000,93,17863
F,1,4950000,93,5780
F,1,4950000,92,6189
F,1,4950000,92,2219
F,1,4950000,92,12551
F,1,4950000,93,13227
F,1,4950000,93,11907
F,1,4950000,93,7882
F,1,4950000,93,16533
F,1,4950000,93,1012
F,1,4950000,92,7882
F,2,4950000,91,11325
F,1,2952000,46,3243
F,1,2952000,46,17151
F,2,1054800,17,16670
F,2,1054800,17,14270
F,2,1054800,17,11602
F,2,1054800,17,13182
F,2,1540800,19,14306
F,2,1544400,19,3964
F,2,1544400,19,11530
C,2,673200,12,6707
F,2,662400,12,14419
F,2,673200,12,12627
F,2,673200,12,2181
F,2,673200,12,16051
C,2,4266000,77,1154
F,1,4262400,74,13742
F,2,4287600,77,5393
F,2,4291200,77,11732
F,2,4291200,77,13514
F,2,4291200,77,6163
F,2,4291200,77,1337
F,2,3488400,57,3195
F,1,2278800,28,13879
F,1,2278800,28,12383
C,1,2278800,28,12888
F,1,2278800,28,10982
F,1,2278800,28,12529
C,2,3416400,57,12340
C,2,3416400,57,16457
F,2,3416400,57,10592
F,2,3416400,57,5501
F,2,3416400,57,16333
F,2,3416400,57,3141
F,2,3409200,57,13954
F,2,3416400,57,16191
F,2,3416400,57,9886
F,2,3416400,57,6951
F,2,3416400,57,5097
F,2,3416400,57,9327
F,2,3416400,57,6775
F,2,3416400,57,13511
F,2,3416400,57,9097
F,2,3416400,57,10974
F,1,2354400,30,236
F,1,2354400,31,236
F,1,2322000,31,3139
F,1,2354400,31,1282
F,1,2354400,31,7384
F,1,2354400,31,8885
F,2,180000,9,17312
F,2,180000,9,6190
F,2,180000,9,4151
F,2,4928400,91,9601
F,2,4928400,91,1022
F,2,4928400,91,16009
F,1,4910400,90,11850
F,1,4906800,90,2169
F,2,4932000,91,11851
F,2,4932000,91,13990
F,2,4932000,91,11971
C,1,4197600,74,13840
C,1,4197600,74,5748
C,1,4197600,74,7338
F,1,4197600,74,9517
C,1,3758400,64,12842
C,1,5252400,99,330
C,1,5252400,99,10176
C,1,5252400,99,2201
F,1,5248800,99,2233
F,1,5252400,99,7060
F,1,5252400,99,10828
F,1,5252400,99,3936
F,1,5252400,99,8386
F,1,5252400,99,13745
F,1,5252400,99,7882
F,1,5252400,99,3094
F,1,5252400,99,15851
F,1,5252400,99,3884
F,1,5252400,99,15892
F,1,5252400,99,12013
F,1,5252400,99,3027
F,1,5252400,99,16935
F,2,644400,9,649
C,1,2995200,47,4169
F,1,2995200,47,11686
F,1,2991600,47,11787
F,1,2995200,47,437
F,1,2995200,47,8985
F,1,2995200,47,328
F,2,4615200,82,39
F,2,4615200,82,6681
F,2,4618800,82,6049
F,2,4618800,82,12031
F,2,4618800,82,7885
F,2,4618800,82,1733
F,2,4618800,82,11075
F,2,4618800,82,5290
F,2,4618800,82,10747
C,2,4618800,82,16849
F,2,4618800,82,4213
F,2,4618800,82,632
F,2,4618800,82,2563
F,2,4618800,82,8115
F,2,4618800,82,1330
F,2,4618800,82,12857
F,2,4618800,82,17253
F,2,4618800,82,11214
F,2,4618800,82,14892
F,2,4618800,82,11896
F,2,4618800,82,2709
F,2,4615200,82,14319
F,2,4618800,82,7342
F,2,4618800,82,2124
F,2,4618800,82,4399
F,2,4618800,82,455
F,2,4618800,82,3590
F,2,4618800,82,2448
C,1,5036400,97,1814
F,2,5036400,82,8549
F,1,5036400,97,15492
F,1,5007600,97,3137
F,1,5036400,96,15492
F,1,5036400,95,15492
F,2,1036800,17,17158
F,2,1036800,17,5369
F,2,1036800,17,16762
F,1,4953600,93,13866
C,1,4953600,93,6105
F,1,4953600,93,1771
F,1,4953600,93,5657
F,1,4953600,93,4577
F,1,4953600,93,15751
F,1,4953600,92,5795
F,1,4953600,92,4577
F,1,4953600,93,4933
F,1,4953600,93,11351
F,1,4953600,93,1172
F,1,4953600,93,10373
F,1,4953600,93,11898
F,1,4953600,93,7238
F,1,4953600,93,7560
F,1,4953600,93,10671
F,1,4953600,93,3497
F,1,4946400,92,11081
F,1,4953600,92,8447
F,1,4953600,92,11891
F,1,4953600,92,17624
F,1,5043600,96,259
F,1,5043600,97,259
F,1,5043600,97,7998
F,1,2394000,33,16047
F,1,2394000,33,10221
F,1,2394000,33,5657
F,1,2394000,33,12990
F,1,2394000,33,14861
F,1,2872800,44,5191
F,1,3733200,63,4121
F,1,3733200,64,4121
F,1,3744000,64,1452
F,1,3740400,64,10704
F,1,4968000,94,4460
F,1,4960800,92,10913
F,1,4968000,94,6104
F,2,1069200,17,2449
F,2,1069200,17,12277
F,2,1047600,17,3507
F,2,1526400,19,15716
F,2,1526400,19,11275
F,2,1526400,19,545
F,2,1526400,19,8001
F,2,1526400,19,17587
F,2,1526400,19,11069
F,1,2930400,46,3936
F,1,2930400,46,3376
F,1,2930400,46,3095
F,1,2930400,45,3936
C,2,1062000,17,16813
F,1,4640400,83,14024
F,1,4640400,83,15404
F,1,4640400,83,3477
C,1,4640400,83,3049
F,1,4640400,83,13312
C,1,4640400,83,2427
F,1,4640400,83,9902
C,1,4640400,83,5148
F,1,4640400,83,14075
F,2,4849200,82,4590
F,2,4640400,82,15203
C,1,4640400,83,2828
F,1,4640400,83,7316
F,1,4640400,83,1322
F,1,4640400,83,4659
F,1,4640400,83,6134
F,1,4640400,83,7413
F,1,4640400,83,7979
C,1,4640400,83,7591
F,1,4640400,83,6089
F,1,4640400,83,16219
C,1,4640400,83,17609
F,1,4640400,83,9673
F,2,4640400,82,14919
C,1,4640400,83,291
F,1,4640400,83,14369
F,1,5036400,96,8395
F,1,5036400,96,15901
C,1,2912400,46,15074
C,1,2912400,45,13955
F,1,2912400,46,10838
F,1,2912400,46,9688
F,1,2912400,46,14296
F,1,2912400,46,7838
F,1,2912400,46,7656
F,1,2912400,46,10157
F,1,2912400,46,14733
F,1,2912400,46,664
F,1,2912400,46,15835
F,1,2912400,46,4210
F,1,2912400,46,17589
F,1,2912400,46,11142
F,1,2912400,46,765
F,1,4194000,74,10342
F,1,4194000,74,15751
F,1,4194000,74,9784
F,1,4190400,74,4491
F,1,4194000,74,10032
F,1,4194000,74,9708
F,1,4194000,74,14369
F,1,4194000,74,14710
F,1,4194000,74,12825
F,1,4194000,74,13072
F,2,5058000,91,14400
F,1,2275200,28,17151
C,1,2858400,44,2945
F,1,2858400,44,5657
F,1,2858400,44,17151
F,1,2829600,43,5874
F,1,2858400,43,7413
F,1,2858400,44,7413
F,1,2858400,44,9040
F,1,2858400,43,9040
F,1,2858400,44,10113
C,1,2858400,44,8016
C,1,2858400,44,17077
F,1,2858400,44,10736
F,1,2858400,44,11787
F,1,2858400,44,9982
F,1,2858400,43,6280
F,1,4950000,93,5148
C,1,4953600,93,13940
C,1,4953600,92,9708
F,1,4953600,92,13940
F,2,4953600,91,2485
F,1,4953600,93,2357
F,1,4953600,93,6814
F,1,4953600,93,705
F,1,4953600,93,779
F,1,4953600,93,14710
F,1,4953600,93,14774
F,1,4953600,93,9081
C,1,4953600,93,17287
F,1,4953600,92,11179
F,1,4212000,76,14522
F,1,4215600,76,9913
F,1,4215600,76,10334
C,1,4215600,76,8589
F,1,4215600,76,705
F,1,4215600,76,14534
F,1,4215600,74,15359
C,1,4215600,76,13864
F,1,4215600,76,6301
F,1,4215600,76,2264
F,2,4636800,82,15450
F,1,2862000,44,14075
C,1,2862000,43,2897
F,1,2862000,43,8503
C,1,2862000,44,2897
F,1,2862000,44,8503
F,1,2862000,44,3462
F,1,2862000,44,4169
F,1,2865600,44,11691
F,2,2034000,23,14881
F,2,2034000,23,2086
F,2,2034000,23,6002
F,2,2034000,23,6163
F,2,2034000,23,9458
C,1,4586400,81,14467
F,1,4590000,81,13742
F,1,2858400,44,15775
F,1,2858400,43,15775
F,1,2858400,44,14296
F,1,2858400,44,12634
F,1,2858400,43,14296
F,1,2858400,43,5616
F,1,2858400,44,5616
F,1,2858400,44,946
F,1,2858400,43,10619
F,1,2858400,43,13390
F,1,2858400,44,13390
F,1,2858400,43,7844
F,1,2858400,44,10619
F,1,2858400,44,6537
F,1,2858400,43,3497
F,1,2858400,44,3497
F,2,216000,9,17620
F,2,216000,9,11394
F,2,176400,9,5369
F,2,158400,9,5612
F,2,147600,9,8209
C,2,651600,12,1695
C,2,651600,12,5584
C,2,651600,12,3972
C,2,651600,12,51
C,2,651600,12,325
C,2,655200,12,7184
C,2,651600,12,5434
F,2,648000,12,4775
F,2,651600,12,5981
F,2,651600,12,15544
F,2,651600,12,11765
F,2,651600,12,14541
F,2,651600,12,1962
F,2,651600,12,11896
F,2,651600,12,14004
F,2,651600,12,13542
F,2,651600,12,17701
F,2,655200,12,16168
F,2,648000,12,8231
F,2,655200,12,5564
F,2,655200,12,8434
F,2,651600,12,4504
F,2,651600,12,15903
F,2,651600,12,13182
F,2,651600,12,9180
F,2,651600,12,11560
F,2,655200,12,9009
F,2,655200,12,5108
F,2,655200,12,15265
F,2,655200,12,5656
F,2,651600,12,1619
F,2,651600,12,8675
F,2,655200,12,3428
F,2,651600,12,7393
F,2,655200,12,9179
F,2,655200,12,11952
F,2,4622400,82,5440
F,2,4622400,82,2044
F,2,4622400,82,10998
F,2,4622400,82,4673
F,2,4622400,82,4475
F,2,4622400,82,11610
F,2,4622400,82,13543
F,2,4622400,82,8604
F,2,4622400,82,6940
F,2,4622400,82,17104
F,1,5007600,97,779
C,1,2988000,47,12529
C,1,2988000,47,4843
C,1,2988000,47,7758
C,1,2988000,47,4888
C,1,2988000,47,8872
C,1,2988000,47,15097
C,1,2988000,47,3273
C,1,2988000,47,1891
C,1,2988000,47,9913
C,1,2988000,47,12815
F,1,2984400,47,13219
F,1,2988000,47,2633
F,1,2980800,47,6517
F,1,2988000,47,9
F,1,2988000,47,4564
F,1,2988000,47,13742
F,1,2988000,47,9451
F,1,2988000,47,11830
F,1,2988000,47,5504
F,1,2988000,47,14350
F,1,2984400,47,8573
F,1,2988000,47,17287
F,2,4942800,91,8294
F,2,4942800,91,17517
F,2,1533600,19,941
F,2,1533600,19,1617
F,1,3780000,66,7966
F,1,3780000,66,2733
F,1,4957200,93,9453
F,1,4957200,93,14912
F,1,4957200,93,7625
F,1,4957200,93,13726
F,1,4957200,93,9618
F,1,4957200,93,16992
F,1,4968000,94,4121
F,1,4971600,93,10391
F,1,4971600,94,10391
C,1,2876400,44,4888
C,2,662400,12,4221
C,2,662400,12,2220
F,2,662400,12,6356
F,2,662400,12,2522
F,2,662400,12,10994
F,2,662400,12,13503
F,2,651600,12,11343
F,2,662400,12,10040
F,2,662400,12,7329
F,2,662400,12,15372
F,2,662400,12,84
F,2,4636800,82,9269
F,2,4636800,82,15510
F,2,4636800,82,14765
C,2,4269600,77,7788
C,2,4269600,77,2555
F,2,4269600,77,5909
F,2,4269600,77,12348
F,2,4269600,77,17510
F,2,4269600,77,7869
F,2,4269600,77,5189
F,2,4269600,77,10569
F,2,4269600,77,10940
F,2,4269600,77,3468
F,2,4269600,77,67
F,2,4269600,77,13054
F,2,4269600,77,9259
F,2,4269600,77,3150
F,2,4269600,77,13405
F,2,4269600,77,15372
F,2,4269600,77,13695
F,2,4269600,77,17253
F,2,4269600,77,16237
F,2,4269600,77,10957
F,2,4269600,77,5558
F,2,4269600,77,17471
F,2,4269600,77,2684
F,2,4269600,77,15351
F,2,4269600,77,2410
F,2,4262400,77,9201
F,2,4266000,77,5632
F,2,4262400,77,3173
F,2,4269600,77,7920
F,2,4269600,77,14892
F,2,4269600,77,6223
C,2,666000,12,11320
F,2,666000,12,5695
F,2,666000,12,17670
F,2,666000,12,15513
F,2,4298400,77,281
F,2,4298400,77,16175
F,1,5043600,96,13677
F,1,5043600,97,13204
F,1,4644000,83,13219
F,1,4647600,83,14553
F,1,4651200,83,10924
F,1,4651200,83,14947
F,2,4651200,82,440
F,2,4651200,82,10641
F,1,4651200,83,14774
F,1,4651200,83,5874
C,1,3002400,48,10453
C,1,3002400,48,5191
C,1,3002400,48,9048
C,1,3002400,48,3516
C,1,3002400,48,6333
C,1,3002400,48,10105
C,1,3002400,48,3719
C,1,3002400,48,4364
C,1,3002400,48,2708
C,1,3002400,48,14812
C,1,3002400,48,12672
F,1,3002400,47,15996
F,1,3002400,47,4196
F,1,3002400,47,4191
F,1,3002400,47,10924
F,1,3002400,47,4186
F,1,3002400,48,6181
F,1,3002400,48,9340
F,1,3002400,48,898
F,1,3002400,48,19
F,1,3002400,48,8419
F,1,3002400,48,7488
F,1,3002400,48,7838
F,1,3002400,48,14075
F,1,3002400,48,15775
F,1,3002400,48,1354
F,1,3002400,47,9797
F,1,3002400,47,4364
F,1,3002400,47,12704
F,1,3002400,48,13293
F,1,3002400,48,15809
F,1,3002400,48,10081
F,1,3002400,48,8947
F,1,3002400,48,664
F,1,3002400,48,16533
F,1,3002400,48,6316
F,1,3002400,48,12704
F,1,3002400,48,11452
F,1,3002400,48,9797
F,1,3002400,48,17769
F,1,3002400,48,14323
F,1,3002400,48,346
F,1,3002400,48,17106
F,1,3002400,48,17661
C,2,1972800,22,8460
F,2,1965600,22,5558
F,1,4168800,73,5576
F,1,4168800,73,16922
F,1,4168800,72,2314
F,1,4168800,72,16922
C,2,4287600,77,4744
F,1,4287600,76,12686
F,2,4284000,77,4305
F,2,4287600,77,676
F,2,4287600,77,17689
F,2,4287600,77,8393
F,2,4287600,77,10374
F,1,2386800,32,15985
C,1,4647600,83,5388
C,1,4647600,83,17071
F,1,4647600,83,17268
F,1,4647600,83,15271
F,1,4647600,83,7157
F,1,4644000,83,1818
F,1,4647600,83,12013
F,1,4647600,81,3066
F,1,4644000,83,14757
F,1,4647600,83,10105
F,2,4647600,82,3038
F,1,2919600,46,14484
F,1,2919600,46,8902
F,1,2275200,28,9411
F,1,2275200,28,6089
F,1,4179600,73,1435
F,1,4179600,73,16498
F,1,4179600,73,7166
F,2,4633200,82,12040
C,1,2851200,44,7844
F,1,2829600,43,16325
F,1,2851200,44,16325
F,1,2851200,44,10838
F,1,2851200,44,12345
F,1,2851200,43,12345
F,1,2851200,44,9619
F,1,2844000,44,2908
F,1,2851200,43,1012
F,1,2851200,44,1012
F,1,2851200,43,10551
F,1,2851200,44,10551
F,1,2851200,43,13619
F,1,2851200,44,13619
F,2,4309200,77,8450
C,2,4309200,77,6794
F,1,2271600,28,13497
F,1,2275200,28,6601
C,2,4280400,77,1899
C,2,4280400,77,14492
F,2,4280400,77,16380
F,2,4280400,77,17347
F,2,4280400,77,3523
F,2,4280400,77,13760
F,2,4280400,77,16059
F,2,4280400,77,16247
F,1,2271600,28,15733
F,1,2271600,28,9193
F,2,2394000,22,13794
F,1,2394000,32,7233
F,1,2394000,32,3185
C,1,2394000,33,3629
F,1,2394000,33,3185
C,1,2394000,33,1041
C,1,2394000,33,8561
F,1,2394000,33,3243
C,1,2394000,33,16078
F,1,2394000,33,12481
C,2,4276800,77,1756
C,2,4276800,77,11612
C,2,4276800,77,16580
C,2,4276800,77,11971
F,1,4219200,74,12764
F,2,4276800,77,6606
F,2,4276800,77,9032
F,2,4276800,77,2166
F,2,4276800,77,12126
F,2,4276800,77,11127
F,2,4276800,77,12077
F,2,4276800,77,10172
F,2,4276800,77,8029
F,2,4273200,77,1112
F,2,4273200,77,9180
F,2,4276800,77,2094
F,2,4276800,77,14648
F,2,4276800,77,12355
F,1,2278800,28,10075
F,2,4957200,91,2086
C,1,4957200,92,14912
F,1,4957200,93,9101
F,1,4957200,93,3072
C,1,4957200,92,11670
C,1,4208400,76,7577
C,1,4208400,76,10921
C,1,4208400,76,5844
C,1,4208400,76,8691
C,1,4208400,76,1487
C,1,4208400,76,2276
C,1,4208400,76,2153
C,1,4208400,76,17435
C,1,4208400,76,11366
C,1,4208400,76,8408
C,1,4208400,76,575
C,1,4208400,76,6043
C,1,4208400,76,2712
C,1,4208400,76,316
C,1,4208400,76,2158
C,1,4208400,76,14872
C,1,4208400,76,9214
C,1,4208400,76,1353
C,1,4208400,76,6089
C,1,4208400,76,247
C,1,4208400,76,5234
C,1,4208400,76,13312
C,1,4208400,76,4568
C,1,4208400,76,3758
C,1,4208400,76,353
C,1,4208400,76,9174
C,1,4208400,74,7097
C,1,4208400,76,10413
C,1,4208400,76,3691
C,1,4208400,76,660
C,1,4208400,76,17824
C,1,4208400,76,7305
C,1,4208400,76,7657
C,1,4208400,76,143
C,1,4208400,76,7828
C,1,4208400,76,17688
F,1,4208400,76,16023
F,1,4208400,76,2201
F,1,4208400,76,10211
F,1,4208400,74,238
F,1,4208400,76,438
F,1,4208400,76,946
F,1,4208400,76,2479
F,1,4208400,76,4186
F,1,4208400,76,13085
F,1,4208400,76,7660
F,1,4208400,76,4227
F,1,4208400,76,7560
F,1,4208400,76,17268
