bookID,title,average_rating,isbn,isbn13,num_pages,ratings_count,text_reviews_count,publication_date,author,lang,publisher,num_pages_grp
9713,El amor en los tiempos del cólera,3.91,9500703203,9789500000000.0,451,663,46,1/1/1992,Gabriel García Márquez,spa,Sudamericana,250-499
9714,Gabriel Garcia Marquez's Love in the Time of Cholera: A Reader's Guide,4.24,826414753,9780830000000.0,188,1953,84,4/10/2003,Thomas Fahy,eng,Bloomsbury Academic,<250
9717,The Unbearable Lightness of Being,4.1,571224385,9780570000000.0,320,248686,8251,10/27/2009,Milan Kundera,eng,Harper Perennial,250-499
9723,Obasan,3.64,385468865,9780390000000.0,320,5407,368,12/27/1993,Joy Kogawa,eng,Anchor Books,250-499
9735,Ender's Game Boxed Set: Ender's Game  Ender's Shadow  Shadow of the Hegemon,4.49,765344955,9780770000000.0,1296,1795,60,9/16/2002,Orson Scott Card,en-US,Tor Books,>=1000
9739,Speaker for the Dead (Ender's Saga  #2),4.07,812532570,9780810000000.0,432,317,31,2/15/1987,Orson Scott Card,eng,Tor Books,250-499
9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,3.75,307237699,9780310000000.0,375,127324,4496,10/17/2006,Barack Obama,eng,Crown,250-499
9746,Mao: The Unknown Story,3.83,679746323,9780680000000.0,801,8035,640,11/14/2006,Jung Chang,eng,Anchor Books,750-999
9754,The Art of War,4.2,097607267X,9780980000000.0,328,62,0,4/1/2005,Mao Zedong,eng,El Paso Norte Press,250-499
9755,Oracle Bones: A Journey Between China's Past and Present,4.18,60826584,9780060000000.0,512,5247,491,4/25/2006,Peter Hessler,eng,Harper,500-749
9763,Wild Swans: Three Daughters of China,4.26,7176155,9780010000000.0,666,1832,214,4/5/2004,Jung Chang,eng,Harper Perennial,500-749
9767,The Wild Swans,3.67,446608475,9780450000000.0,464,352,37,11/1/2001,Peg Kerr,eng,Aspect,250-499
9784,Women in Love,3.67,486424588,9780490000000.0,416,25059,702,1/15/2003,D.H. Lawrence,eng,Dover Publications,250-499
9786,Women Who Love Too Much,4.02,99474123,9780100000000.0,314,267,32,9/2/2004,Robin Norwood,eng,Arrow,250-499
9787,Men Who Hate Women and the Women Who Love Them: When Loving Hurts and You Don't Know Why,4.09,553381415,9780550000000.0,304,1570,64,1/2/2002,Susan Forward,eng,Bantam,250-499
9789,A Walk in the Woods: Rediscovering America on the Appalachian Trail,4.06,767902521,9780770000000.0,284,4315,532,5/4/1999,Bill Bryson,eng,Broadway Books,250-499
9791,A Walk in the Woods: Rediscovering America on the Appalachian Trail,4.06,307279464,9780310000000.0,397,308840,14993,12/26/2006,Bill Bryson,eng,Anchor Books,250-499
9796,A Walk in the Woods (Stickerific),3.5,736411038,9780740000000.0,16,8,0,1/23/2001,Walt Disney Company,eng,Golden/Disney,<250
9799,The Fortress of Solitude,3.88,571219357,9780570000000.0,528,16714,1010,1/6/2005,Jonathan Lethem,eng,Faber and Faber,500-749
9802,Fortress of Solitude / The Devil Genghis,3.99,1932806490,9781930000000.0,128,95,11,12/1/2006,Kenneth Robeson,eng,Nostalgia Ventures,<250
9806,Our Ancestors: The Cloven Viscount  The Baron in the Trees  The Non-Existent Knight,4.27,330261568,9780330000000.0,393,958,57,12/31/1980,Italo Calvino,eng,Picador,250-499
9811,Difficult Loves,3.94,156260557,9780160000000.0,300,4084,205,9/23/1985,Italo Calvino,en-US,Mariner Books,250-499
9813,The Nonexistent Knight & The Cloven Viscount,4.03,156659751,9780160000000.0,272,4701,181,3/28/1977,Italo Calvino,en-US,Mariner Books,250-499
9815,The View from Castle Rock,3.68,1400042828,9781400000000.0,349,3459,423,11/7/2006,Alice Munro,eng,Alfred A. Knopf,250-499
9816,The View From Castle Rock,3.68,771065264,9780770000000.0,368,53,12,11/19/2008,Alice Munro,eng,McClelland and Stewart,250-499
9820,Crossing to Safety,4.16,037575931X,9780380000000.0,368,31394,4262,4/9/2002,Wallace Stegner,eng,Modern Library,250-499
9826,Oh Rats! The Story of Rats and People,3.77,525477624,9780530000000.0,48,432,90,8/17/2006,Albert Marrin,eng,Dutton Books for Young Readers,<250
9827,King Rat (Asian Saga  #4),4.14,385333765,9780390000000.0,368,28103,643,5/19/2009,James Clavell,eng,Delta,250-499
9828,Rat Bastards: The Life and Times of South Boston's Most Honorable Irish Mobster,3.51,60837160,9780060000000.0,304,34,3,3/14/2006,"John ""Red"" Shea",eng,William Morrow,250-499
9831,Julius Knipl  Real Estate Photographer: The Beauty Supply District,4.35,375700986,9780380000000.0,120,174,16,8/12/2003,Ben Katchor,eng,Pantheon,<250
9832,Blind Willow  Sleeping Woman: 24 Stories,3.84,1400102952,9781400000000.0,0,28,3,10/15/2006,Haruki Murakami,eng,Tantor Media,<250
9833,Blind Willow  Sleeping Woman,3.84,1400044618,9781400000000.0,333,22847,1280,8/29/2006,Haruki Murakami,eng,Alfred A. Knopf,250-499
9838,The Bookseller of Kabul,3.77,316159417,9780320000000.0,288,34941,2473,10/26/2004,Åsne Seierstad,en-US,Little  Brown and Company,250-499
9840,Jasmine and Stars: Reading More Than Lolita in Tehran,3.63,807831093,9780810000000.0,174,258,46,3/5/2007,Fatemeh Keshavarz,en-US,University of North Carolina Press,<250
9841,Making Globalization Work,3.85,393061221,9780390000000.0,384,1718,88,9/17/2006,Joseph E. Stiglitz,eng,W. W. Norton  Company,250-499
9844,Prep : A Novel,3.38,081297235X,9780810000000.0,420,55304,4450,11/22/2005,Curtis Sittenfeld,eng,Random House Trade Paperbacks,250-499
9862,Tan fuerte  tan cerca,3.98,8426415164,9788430000000.0,457,47,1,9/30/2005,Jonathan Safran Foer,eng,Lumen,250-499
9863,The Wizard of Oz,4.0,851703003,9780850000000.0,69,749,54,5/27/1992,Salman Rushdie,eng,British Film Institute,<250
9864,The Ground Beneath Her Feet,3.79,312254997,9780310000000.0,576,9445,476,3/16/2000,Salman Rushdie,eng,Picador,500-749
9865,The Moor's Last Sigh,3.93,009959241X,9780100000000.0,434,10414,445,7/4/1996,Salman Rushdie,eng,Vintage,250-499
9866,Los Versos Satánicos,3.71,8497598369,9788500000000.0,679,1,0,8/30/2003,Salman Rushdie,spa,Debolsillo,500-749
9873,Dangling Man,3.54,140189351,9780140000000.0,191,1718,103,10/1/1996,Saul Bellow,eng,Penguin Classics,<250
9875,Grimus,3.41,812969995,9780810000000.0,320,2560,150,9/30/2003,Salman Rushdie,eng,Random House Trade,250-499
9888,Breakfast at Tiffany's,3.89,140274111,9780140000000.0,157,2107,238,9/3/1998,Truman Capote,eng,Penguin Books,<250
9897,Jesus' Son,4.09,041377242X,9780410000000.0,192,321,30,1/23/2007,Denis Johnson,eng,Methuen Publishing,<250
9903,Angels,3.72,99440830,9780100000000.0,209,4263,227,3/6/2003,Denis Johnson,eng,Vintage,<250
9904,The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New,4.15,60926961,9780060000000.0,225,562,33,1/1/1996,Denis Johnson,eng,Harper Perennial,<250
9908,The Stars at Noon,3.58,60976101,9780060000000.0,192,597,40,5/30/2000,Denis Johnson,eng,Harper Perennial,<250
9912,The Rules of Attraction,3.68,067978148X,9780680000000.0,283,35311,974,6/30/1998,Bret Easton Ellis,eng,Vintage Contemporaries,250-499
9913,Glamorama,3.46,375703845,9780380000000.0,546,18181,669,3/21/2000,Bret Easton Ellis,eng,Vintage,500-749
9915,Less Than Zero,3.58,679781498,9780680000000.0,208,55900,2543,6/9/2010,Bret Easton Ellis,eng,Vintage Books,<250
9919,A Christmas Memory,4.24,375837892,9780380000000.0,48,9982,849,10/10/2006,Truman Capote,eng,Knopf Books for Young Readers,<250
9920,In Cold Blood,4.07,375507906,9780380000000.0,343,3266,332,3/5/2002,Truman Capote,eng,Modern Library,250-499
9921,The Southern Haunting of Truman Capote,3.9,1581821360,9781580000000.0,135,29,3,10/1/2000,James C.    Simmons,eng,Cumberland House Publishing,<250
9922,Summer Crossing,3.44,812975936,9780810000000.0,142,5274,428,9/28/2006,Truman Capote,eng,Modern Library,<250
9923,Answered Prayers,3.49,141185937,9780140000000.0,192,102,17,10/25/2001,Truman Capote,eng,Penguin Classics,<250
9924,The Grass Harp  Including A Tree of Night and Other Stories,4.01,679745572,9780680000000.0,272,4533,188,9/28/1993,Truman Capote,eng,Vintage,250-499
9929,From Babylon to Timbuktu: A History of the Ancient Black Races Including the Black Hebrews,4.31,962088110,9780960000000.0,151,406,30,8/25/2006,Rudolph R. Windsor,eng,Windsor Golden Series,<250
9931,Cruelest Journey: Six Hundred Miles To Timbuktu,3.93,792274571,9780790000000.0,320,542,65,11/1/2004,Kira Salak,eng,National Geographic Society,250-499
9936,Between Time and Timbuktu or Prometheus-5,3.46,385280793,9780390000000.0,304,727,23,7/15/1972,Kurt Vonnegut Jr.,eng,Delta,250-499
9950,Murder in Amsterdam: The Death of Theo van Gogh and the Limits of Tolerance,3.72,1594201080,9781590000000.0,288,996,98,9/7/2006,Ian Buruma,eng,Penguin Press HC  The,250-499
9957,The Cement Garden,3.54,99468387,9780100000000.0,144,18376,1022,8/5/2004,Ian McEwan,eng,Vintage,<250
9961,Atonement,3.9,99429799,9780100000000.0,372,4844,506,5/2/2002,Ian McEwan,eng,Vintage,250-499
9974,Gertrud The Great Of Helfta: Spiritual Exercises,3.43,879074493,9780880000000.0,165,7,1,11/1/1989,Gertrude the Great,eng,Cistercian Publications,<250
9975,Gertrud,3.85,3518373900,9783520000000.0,180,134,5,1/1/1983,Hermann Hesse,ger,Suhrkamp,<250
9981,Der Prozess,3.98,805232117,9780810000000.0,0,2,0,5/5/1988,Franz Kafka,ger,Schocken,<250
9987,Naokos Lächeln,4.03,3442730503,9783440000000.0,416,1254,63,2/1/2003,Haruki Murakami,ger,btb,250-499
9997,The Ruined Map,3.55,375726527,9780380000000.0,304,1398,105,12/4/2001,Kōbō Abe,eng,Vintage,250-499
10000,The Face of Another,3.78,375726535,9780380000000.0,238,2584,153,2/4/2003,Kōbō Abe,eng,Vintage,<250
10002,Three Plays: Involuntary Homicide / The Green Stockings / The Ghost is Here,3.91,231082819,9780230000000.0,233,83,4,3/1/1997,Kōbō Abe,eng,Columbia University Press,<250
10004,Secret Rendezvous,3.61,375726543,9780380000000.0,192,989,82,7/9/2002,Kōbō Abe,eng,Vintage,<250
10006,Oracle Night,3.78,965913228,9780970000000.0,245,9941,462,12/2/2003,Paul Auster,eng,Henry Holt,<250
10008,Eleanor Rigby,3.65,1582346437,9781580000000.0,272,8517,372,5/30/2006,Douglas Coupland,eng,Bloomsbury USA,250-499
10009,Homo Faber,3.74,156421356,9780160000000.0,228,12491,267,5/1/1994,Max Frisch,eng,Mariner Books,<250
10013,Erläuterungen Zu Max Frisch  Homo Faber,3.6,3804417833,9783800000000.0,104,4,0,5/11/2002,Bernd Matzkowski,ger,C. Bange,<250
10023,Homo faber: Ein Bericht.,3.74,3458340440,9783460000000.0,298,37,5,1/1/1995,Max Frisch,ger,Insel,250-499
10029,The Philosophy of Jean-Paul Sartre,3.89,1400076323,9781400000000.0,512,190,8,5/27/2003,Jean-Paul Sartre,eng,Vintage,500-749
10033,Being and Nothingness,3.96,415278481,9780420000000.0,688,23344,267,8/28/2003,Jean-Paul Sartre,eng,Routledge,500-749
10034,The Age of Reason,3.98,679738959,9780680000000.0,408,9477,313,7/7/1992,Jean-Paul Sartre,eng,Vintage International,250-499
10040,Die Entdeckung der Langsamkeit,3.95,3492207006,9783490000000.0,358,1806,27,3/28/1999,Sten Nadolny,ger,Piper Verlag,250-499
10050,Youth in Revolt: The Journals of Nick Twisp,4.02,385481969,9780390000000.0,512,8257,793,1/1/2001,C.D. Payne,eng,Broadway Books,500-749
10055,And I Don't Want to Live This Life: A Mother's Story of Her Daughter's Murder,4.1,449911411,9780450000000.0,408,4746,298,9/29/1996,Deborah Spungen,eng,Ballantine Books,250-499
10057,Sid and Nancy: Love Kills,3.48,571145450,9780570000000.0,143,140,5,12/31/1986,Alex Cox,eng,Faber & Faber,<250
10058,Flags of Our Fathers,4.19,553384155,9780550000000.0,382,45954,1297,8/29/2006,James D. Bradley,eng,Bantam,250-499
10061,Flags of Our Fathers: A Young People's Edition,4.17,440229200,9780440000000.0,224,255,28,8/1/2006,Michael R. French,eng,Laurel Leaf Library,<250
10073,A Long Way Down,3.42,1594481938,9781590000000.0,368,65202,3943,5/2/2006,Nick Hornby,eng,Riverhead Books,250-499
10075,Clockwork (Cover to Cover),3.87,185549695X,9781860000000.0,0,24,1,7/29/2002,Philip Pullman,eng,BBC Audiobooks,<250
10079,Mary Queen of Scots,4.05,038531129X,9780390000000.0,568,12235,306,9/1/1993,Antonia Fraser,eng,Delta,500-749
10080,Mary Queen of Scots and the Murder of Lord Darnley,4.04,712664564,9780710000000.0,640,4947,119,2/5/2004,Alison Weir,eng,Pimlico,500-749
10083,On the Trail of Mary  Queen of Scots,3.25,946487502,9780950000000.0,192,12,1,6/1/1999,J. Keith Cheetham,eng,Luath Press Ltd,<250
10084,River of Blue Fire (Otherland  #2),4.02,886778441,9780890000000.0,675,13383,235,9/1/1999,Tad Williams,eng,Daw Books,500-749
10089,Mary  Queen of Scots: Queen Without a Country,3.83,439194040,9780440000000.0,202,4825,148,5/1/2002,Kathryn Lasky,eng,Scholastic,<250
10090,Mountain of Black Glass (Otherland  #3),4.05,886779065,9780890000000.0,749,13265,163,9/12/2000,Tad Williams,eng,Daw Books,500-749
10096,Mary  Queen of Scots: Pride  Passion and a Kingdom Lost,3.72,1860645887,9781860000000.0,224,39,6,5/4/2001,Jenny Wormald,eng,Tauris Parke Paperbacks,<250
10097,Queen of Scots: The True Life of Mary Stuart,3.93,618254110,9780620000000.0,581,1882,155,4/7/2004,John Guy,eng,Houghton Mifflin,500-749
10105,The Last Wife of Henry VIII,3.89,312352182,9780310000000.0,326,10702,366,10/3/2006,Carolly Erickson,en-US,St. Martin's Press,250-499
10106,The Children of Henry VIII,4.05,345407865,9780350000000.0,385,11134,418,7/8/1997,Alison Weir,eng,Ballantine Books,250-499
10107,The Last Days of Henry VIII,4.14,60837330,9780060000000.0,368,1523,23,9/20/2005,Robert Hutchinson,eng,William Morrow,250-499
10108,The Autobiography of Henry VIII: With Notes by His Fool  Will Somers,4.26,312194390,9780310000000.0,939,24108,822,9/15/1998,Margaret George,eng,Griffin,750-999
10112,Henry VIII (Shakespeare  Pelican),3.54,140714758,9780140000000.0,126,93,14,8/1/2001,William Shakespeare,eng,Penguin Classics,<250
10115,The Memoirs of Cleopatra,4.18,330353829,9780330000000.0,1139,15616,913,1/10/1998,Margaret George,eng,MacMillan General Books,>=1000
10118,Saint George and the Dragon,4.18,316367958,9780320000000.0,32,6935,389,9/4/1990,Margaret Hodges,eng,Little  Brown Books for Young Readers,<250
10126,Kiss Me Like a Stranger: My Search for Love and Art,3.9,312337078,9780310000000.0,261,3668,419,3/7/2006,Gene Wilder,eng,St. Martin's Griffin,250-499
10134,Wie ich eines schönen Morgens im April das 100%ige Mädchen sah,3.8,3499222507,9783500000000.0,218,44,2,8/1/1998,Haruki Murakami,ger,Rowohlt Tb,<250
10147,The Complete Sherlock Holmes  Volume I,4.49,1593080344,9781590000000.0,709,26794,278,9/1/2003,Arthur Conan Doyle,eng,Barnes  Noble Classics,500-749
10148,The Complete Sherlock Holmes  Volume II,4.47,1593080409,9781590000000.0,709,874,57,10/1/2003,Arthur Conan Doyle,eng,Barnes  Noble Classics,500-749
10156,The Last of Her Kind,3.72,312425945,9780310000000.0,391,1459,242,12/12/2006,Sigrid Nunez,eng,Picador USA,250-499
10165,Anatomy of Love: A Natural History of Mating  Marriage  and Why We Stray,3.94,449908976,9780450000000.0,432,501,36,1/3/1994,Helen Fisher,en-US,Ballantine Books,250-499
10170,The Devil's in the Details (A Camilla MacPhee Mystery  #4),4.0,189491712X,9781890000000.0,320,63,11,10/1/2004,Mary Jane Maffini,eng,Napoleon and Co,250-499
10172,Wigfield: The Can-Do Town That Just May Not,3.58,1565117727,9781570000000.0,5,81,19,5/19/2004,Amy Sedaris,eng,Highbridge Audio,<250
10173,The SantaLand Diaries and Season's Greetings,4.18,822216310,9780820000000.0,54,584,34,12/1/1998,David Sedaris,eng,Dramatists Play Service,<250
10174,Jenny and the Jaws of Life: Short Stories,3.74,312306180,9780310000000.0,272,1307,178,9/14/2002,Jincy Willett,en-US,St. Martin's Griffin,250-499
10200,Venac sonetnih venaca; Puževa srma,0.0,8644101277,9788640000000.0,222,0,0,1/1/1996,Dobrica Erić,srp,"Izdavačka agencija ""Draganić""",<250
10203,View With a Grain of Sand: Selected Poems,4.33,156002167,9780160000000.0,214,3479,211,5/26/1995,Wisława Szymborska,eng,Mariner Books,<250
10204,View with a Grain of Sand: Selected Poems,4.33,571191630,9780570000000.0,214,33,7,10/23/1996,Wisława Szymborska,eng,Faber  Faber,<250
10205,Poems New and Collected,4.43,156011468,9780160000000.0,296,2561,120,11/16/2000,Wisława Szymborska,eng,Mariner Books,250-499
10206,Sounds  Feelings  Thoughts:  Seventy Poems by Wislawa Szymborska,4.36,691013802,9780690000000.0,232,229,22,8/21/1981,Wisława Szymborska,eng,Princeton University Press,<250
10208,Miracle Fair: Selected Poems,4.42,393323854,9780390000000.0,159,482,47,11/17/2002,Wisława Szymborska,eng,W. W. Norton  Company,<250
10210,Jane Eyre,4.12,142437204,9780140000000.0,532,1409369,27884,2/4/2003,Charlotte Brontë,eng,Penguin,500-749
10215,The Far Pavilions,4.21,517333414,9780520000000.0,0,19,4,12/12/1988,M.M. Kaye,eng,Random House Value Publishing,<250
10217,Death in Kashmir,3.95,312263104,9780310000000.0,256,1511,104,12/1/2000,M.M. Kaye,eng,St. Martins Press-3PL,250-499
10219,The Sun in the Morning: My Early Years in India and England,4.22,312049994,9780310000000.0,454,249,39,9/1/1990,M.M. Kaye,en-US,St. Martin's Press,250-499
10220,Death in the Andamans,3.93,312252811,9780310000000.0,272,845,57,2/11/2000,M.M. Kaye,eng,Minotaur Books,250-499
10221,Death in Berlin,3.89,312263082,9780310000000.0,272,889,62,6/8/2000,M.M. Kaye,eng,Minotaur Books,250-499
10222,The Far Pavilions,4.21,031215125X,9780310000000.0,958,37064,1028,1/15/1997,M.M. Kaye,en-US,St. Martin's Griffin,750-999
10224,Enchanted Evening,4.38,312265816,9780310000000.0,368,99,11,12/5/2000,M.M. Kaye,eng,St. Martin's Press,250-499
10232,Pathologies of Power: Health  Human Rights and the New War on the Poor,4.25,520243269,9780520000000.0,438,3994,212,11/22/2004,Paul Farmer,eng,University of California Press,250-499
10233,Infections and Inequalities: The Modern Plagues,4.09,520229134,9780520000000.0,424,2534,80,2/23/2001,Paul Farmer,eng,University of California Press,250-499
10235,Mountains Beyond Mountains: The Quest of Dr. Paul Farmer  a Man Who Would Cure the World,4.21,812973011,9780810000000.0,333,63813,4347,8/31/2004,Tracy Kidder,eng,Random House Trade,250-499
10238,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,3.97,1570625190,9781570000000.0,366,14183,398,1/4/2000,Fritjof Capra,eng,Shambhala,250-499
10255,Dr. Mary's Monkey: How the Unsolved Murder of a Doctor  a Secret Laboratory in New Orleans and Cancer-Causing Monkey Viruses are Linked to Lee Harvey Oswald  the JFK Assassination and Emerging Global Epidemics,3.92,977795306,9780980000000.0,374,1023,164,4/1/2007,Edward T. Haslam,eng,Trine Day,250-499
10261,The Art of Richard P. Feynman,4.31,2884490477,9782880000000.0,174,13,2,7/1/1995,Michelle Feynman,en-US,Routledge,<250
10263,The Early History of God: Yahweh and the Other Deities in Ancient Israel,4.03,080283972X,9780800000000.0,243,238,29,8/28/2002,Mark S. Smith,eng,Eerdmans,<250
10269,Haiti  History  and the Gods,3.95,520213688,9780520000000.0,362,37,1,3/10/1998,Joan Dayan,eng,University of California Press,250-499
10270,Acts of God: The Unnatural History of Natural Disaster in America,3.72,195309685,9780200000000.0,309,104,8,6/1/2006,Ted Steinberg,eng,Oxford University Press  USA,250-499
10285,The World's Religions,4.07,62508113,9780060000000.0,416,8741,306,9/13/1991,Huston Smith,eng,HarperOne,250-499
10289,Introduction to World Religions,3.78,800637143,9780800000000.0,495,44,4,3/24/2005,Christopher Partridge,eng,Augsburg Fortress Publishing,250-499
10303,FDR's Folly: How Roosevelt and His New Deal Prolonged the Great Depression,4.0,140005477X,9781400000000.0,352,481,45,9/28/2004,Jim  Powell,eng,Crown Forum,250-499
10308,Folly and Glory (The Berrybender Narratives  #4),3.87,743262727,9780740000000.0,358,1341,88,8/8/2005,Larry McMurtry,en-US,Simon  Schuster,250-499
10310,The Argumentative Indian: Writings on Indian History  Culture and Identity,3.8,031242602X,9780310000000.0,432,6550,337,9/5/2006,Amartya Sen,eng,Picador,250-499
10311,Argumentative Indian: Writings On Indian History Culture And Identity,3.8,713996870,9780710000000.0,391,29,7,6/28/2005,Amartya Sen,eng,Allen Lane,250-499
10324,Things to Bring  S#!t to Do: And Other Inventories of Anxiety: My Life in Lists,3.67,1584795425,9781580000000.0,160,48,12,10/1/2006,Karen Rizzo,eng,Stewart  Tabori and Chang,<250
10329,Dumpy's Valentine,3.31,60885734,9780060000000.0,24,22,4,12/12/2006,Julie Andrews Edwards,eng,Julie Andrews Collection,<250
10332,Mandy,4.24,61131628,9780060000000.0,320,9944,846,8/15/2006,Julie Andrews Edwards,eng,HarperCollins,250-499
10340,Giraffes Can't Dance,4.3,1846162661,9781850000000.0,32,15,3,6/1/2006,Giles Andreae,eng,Orchard Books,<250
10346,The Medici Giraffe and Other Tales of Exotic Animals and Power,3.53,316525650,9780320000000.0,414,224,37,8/21/2006,Marina Belozerskaya,eng,Little  Brown and Company,250-499
10347,The Giraffe Who Was Afraid of Heights (Physical & Behavioral Adaptation),3.87,976882302,9780980000000.0,32,37,9,6/1/2006,David A. Ufer,eng,Arbordale Publishing,<250
10370,Where the Red Fern Grows with Connections,4.37,30547741,9780030000000.0,288,121,5,9/1/1998,Wilson Rawls,eng,Holt McDougal,250-499
10372,Summer of the Monkeys,4.03,440415802,9780440000000.0,288,11150,794,12/29/1998,Wilson Rawls,eng,Yearling,250-499
10382,Dreams from My Father: A Story of Race and Inheritance,3.88,307383415,9780310000000.0,442,1225,181,1/9/2007,Barack Obama,en-US,Crown,250-499
10403,Doctor Who: Cat's Cradle-Time's Crucible,3.22,426203658,9780430000000.0,275,589,40,2/20/1992,Marc Platt,eng,Virgin Publishing,250-499
10404,Doctor Who: Cat's Cradle-Witch Mark,3.22,426203682,9780430000000.0,256,399,25,6/18/1992,Andrew    Hunt,eng,Virgin Publishing,250-499
10405,Doctor Who: Cat's Cradle-Warhead,3.51,426203674,9780430000000.0,262,410,34,4/16/1992,Andrew Cartmel,eng,Virgin Publishing,250-499
10412,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,3.66,141694740X,9781420000000.0,208,52688,2463,12/26/2006,Greg Behrendt,eng,Gallery Books,<250
10414,Do Not Open This Book,3.9,439698391,9780440000000.0,40,547,185,3/1/2006,Michaela Muntean,eng,Scholastic Press,<250
10416,Not Your Mother's Slow Cooker Cookbook,3.78,1558322450,9781560000000.0,520,5695,87,12/21/2004,Beth Hensperger,en-US,Harvard Common Press,500-749
10417,Hands Are Not for Hitting (Ages 4-7),4.04,1575420775,9781580000000.0,35,309,45,2/1/2001,Martine Agassi,eng,Free Spirit Publishing,<250
10420,Not So Big House,4.07,1561583766,9781560000000.0,208,1327,149,4/20/2001,Sarah Susanka,eng,Taunton Press,<250
10421,Rodinsky's Room,3.85,1862073295,9781860000000.0,362,199,19,2/1/2000,Rachel Lichtenstein,eng,Granta UK,250-499
10427,The Rough Guide to Cuba 3,3.82,1843534096,9781840000000.0,640,7,1,6/20/2005,Fiona McAuslan,eng,Rough Guides,500-749
10429,Cuba: A New History,4.06,300111142,9780300000000.0,384,311,39,11/11/2005,Richard Gott,en-GB,Yale University Press,250-499
10431,Cuba 15,3.45,385732333,9780390000000.0,304,1054,145,3/8/2005,Nancy Osa,eng,Ember,250-499
10433,Cuba (Jake Grafton #7),3.82,312971397,9780310000000.0,461,1452,63,5/15/2000,Stephen Coonts,eng,St. Martin's Paperbacks,250-499
10441,The Memory Keeper's Daughter,3.67,143037145,9780140000000.0,401,535636,17550,5/30/2006,Kim Edwards,eng,Penguin Books,250-499
10445,Too Far to Go: The Maples Stories,4.02,449200167,9780450000000.0,256,361,35,6/12/1982,John Updike,eng,Fawcett Books,250-499
10456,Far to Go (Margaret Thursday  #2),3.81,440424941,9780440000000.0,161,167,9,2/1/1986,Noel Streatfeild,eng,Yearling,<250
10460,The Children on the Top Floor,3.79,440412242,9780440000000.0,180,148,17,7/1/1985,Noel Streatfeild,en-GB,Yearling,<250
10461,Desolation Angels,3.93,1573225053,9781570000000.0,432,9646,273,9/1/1995,Jack Kerouac,eng,Riverhead Books,250-499
10464,Healing With Whole Foods: Asian Traditions and Modern Nutrition,4.41,1556434308,9781560000000.0,784,2948,144,11/5/2002,Paul Pitchford,en-US,North Atlantic Books,750-999
10471,The New Whole Foods Encyclopedia: A Comprehensive Resource for Healthy Eating,4.2,140250328,9780140000000.0,464,212,18,7/1/1999,Rebecca  Wood,eng,Penguin Books,250-499
10474,The Discomfort Zone: A Personal Journey,3.4,1598870548,9781600000000.0,6,43,15,8/28/2006,Jonathan Franzen,en-US,HighBridge Company,<250
10476,The Parrot's Lament  and Other True Tales of Animal Intrigue  Intelligence  and Ingenuity,3.93,452280680,9780450000000.0,224,363,50,8/1/2000,Eugene Linden,eng,Plume,<250
10490,Postscript to the Name of the Rose,4.05,015173156X,9780150000000.0,84,661,34,1/1/1984,Umberto Eco,eng,Houghton Mifflin Harcourt P,<250
10495,El nombre de la rosa,4.12,8497592581,9788500000000.0,782,158,11,2/28/2006,Umberto Eco,spa,DeBolsillo,750-999
10500,Baby Names for Dummies,3.32,764543407,9780760000000.0,364,13,7,5/1/2005,Margaret  Rose,eng,For Dummies,250-499
10503,The Mysterious Flame of Queen Loana,3.35,156030438,9780160000000.0,480,8263,624,6/5/2006,Umberto Eco,eng,Mariner Books,250-499
10505,History of Beauty,3.78,847826465,9780850000000.0,432,47625,186,11/13/2004,Umberto Eco,eng,Rizzoli,250-499
10507,Baudolino,3.74,156029065,9780160000000.0,527,16116,698,10/6/2003,Umberto Eco,eng,Harcourt,500-749
10514,Travels in Hyperreality,3.89,156913216,9780160000000.0,324,2021,78,5/27/1990,Umberto Eco,eng,Mariner Books,250-499
10517,How to Travel with a Salmon and Other Essays,3.85,015600125X,9780160000000.0,256,218,26,9/15/1995,Umberto Eco,eng,Mariner Books,250-499
10518,A Theory of Semiotics,4.01,253202175,9780250000000.0,368,1035,34,2/1/1978,Umberto Eco,eng,Indiana University Press,250-499
10519,Art and Beauty in the Middle Ages,3.99,300093047,9780300000000.0,144,994,35,2/8/2002,Umberto Eco,en-US,Yale University Press,<250
10525,Mouse or Rat?: Translation as Negotiation,3.8,753817985,9780750000000.0,208,311,27,9/28/2004,Umberto Eco,eng,Orion Publishing Co.,<250
10528,The Role of the Reader: Explorations in the Semiotics of Texts,4.06,025320318X,9780250000000.0,288,224,5,7/22/1979,Umberto Eco,eng,Indiana University Press,250-499
10529,Libraries,4.28,3829601867,9783830000000.0,271,303,44,8/20/2014,Candida Höfer,eng,Schirmer/Mosel,250-499
10534,The Art of War,3.97,1590302257,9781590000000.0,273,235924,5869,1/11/2005,Sun Tzu,eng,Shambhala,250-499
10536,Sun Tzu: The Art of War for Managers; 50 Strategic Rules,3.8,1580624596,9781580000000.0,224,316,12,1/1/2001,Sun Tzu,eng,Adams Media,<250
10537,The Art of War,3.97,1402561016,9781400000000.0,5,72,22,6/1/2003,Sun Tzu,eng,Recorded Books  Inc.,<250
