Dan Simmons,250-499,12
Dan Simmons,500-749,8
Dan Simmons,750-999,5
Dan Simmons,<250,1
Dan Simmons,>=1000,1
Dan Slott,<250,1
Dani Cavallaro,250-499,1
Daniel  Wallace,250-499,1
Daniel  Wallace,<250,2
Daniel Abdal-Hayy Moore,<250,2
Daniel Abraham,250-499,1
Daniel C. Dennett,250-499,3
Daniel C. Dennett,500-749,1
Daniel C. Dennett,<250,2
Daniel Clowes,<250,3
Daniel Defoe,250-499,9
Daniel Defoe,500-749,1
Daniel Duane,250-499,1
Daniel Goleman,250-499,4
Daniel Goleman,<250,1
Daniel Horowitz,250-499,1
Daniel Jonah Goldhagen,500-749,2
Daniel Keyes,250-499,1
Daniel Keyes,<250,2
Daniel Pinchbeck,250-499,2
Daniel Pool,250-499,1
Daniel Quinn,250-499,1
Daniel Topolski,250-499,1
Danielle Steel,250-499,2
Danielle Steel,<250,1
Danny Palmerlee,250-499,1
Dante Alighieri,250-499,11
Dante Alighieri,500-749,5
Dante Alighieri,750-999,2
Dante Alighieri,<250,2
Danzy Senna,250-499,1
Danzy Senna,<250,1
Daphne du Maurier,250-499,1
Daphne du Maurier,500-749,1
Darcy Frey,<250,1
Daria Snadowsky,250-499,1
Darina Allen,250-499,1
Daron Acemoğlu,250-499,1
Darren R. Weissman,250-499,1
Darren Shan,250-499,1
Darren Shan,<250,2
Darwin Porter,500-749,1
Dashiell Hammett,250-499,3
Dashiell Hammett,750-999,1
Dashiell Hammett,<250,2
Dashka Slater,<250,1
Dava Sobel,250-499,2
Dava Sobel,<250,2
Dave Aikins,<250,1
Dave Barry,250-499,1
Dave Barry,500-749,1
Dave Crane,500-749,1
Dave Eggers,250-499,12
Dave Eggers,500-749,1
Dave Eggers,<250,4
Dave Lakhani,<250,1
Dave Land,<250,1
Dave Luckett,<250,1
Dave Pelzer,250-499,1
Dave R. Palmer,250-499,1
Dave Robinson,<250,1
Dave Shea,250-499,1
Dave Thomas,500-749,1
Dave Thomas,750-999,1
David        James,<250,1
David      West,250-499,1
David     Payne,250-499,1
David    Allen,250-499,1
David    Allen,<250,1
David   Robbins,<250,2
David   Ward,<250,2
David  Allen,<250,1
David  Michaels,250-499,3
David  Roberts,<250,1
David A. Adler,<250,2
David A. Black,250-499,1
David A. Nadler,250-499,1
David A. Stewart,250-499,1
David A. Ufer,<250,1
David Allen Sibley,250-499,1
David Almond,<250,2
David Axton,250-499,1
David Axton,<250,1
David B.,250-499,1
David Baggett,<250,1
David Baldacci,250-499,2
David Baldacci,500-749,5
David Bjerklie,<250,1
David Bodanis,250-499,3
David Bodanis,<250,1
David Bowie,250-499,1
David Brin,500-749,1
David Bromberg,<250,1
David Burnie,500-749,1
David Burnie,<250,3
David Cairns,750-999,1
David Colbert,<250,1
David Cote,<250,1
David D. Burns,250-499,1
David D. Burns,500-749,1
David Dalton,250-499,1
David Day,250-499,1
David Deida,250-499,1
David Donovan,250-499,1
David E. Kaiser,500-749,1
David Eddings,250-499,4
David Eddings,500-749,2
David Eddings,750-999,2
David Edmonds,250-499,1
David Ellis,250-499,1
David Filkin,250-499,1
David Foster Wallace,250-499,5
David G. Hartwell,250-499,2
David G. Hartwell,500-749,1
David G. Hartwell,>=1000,1
David Gemmell,250-499,1
David Gemmell,500-749,2
David Gerrold,<250,2
David Goodis,<250,4
David Grene,250-499,1
David Guterson,250-499,1
David H. Chilton,750-999,1
David H. Chilton,<250,1
David Hackett Fischer,250-499,2
David Hackett Fischer,500-749,1
David Haynes,250-499,1
David Hewson,250-499,1
David Horowitz,250-499,1
David J. Chalmers,500-749,1
David J. Danelo,250-499,1
David J. Hassel,<250,1
David James Duncan,250-499,1
David James Duncan,500-749,1
David K. Shipler,250-499,1
David L. Holmes,<250,1
David L. Hull,750-999,1
David L. Robbins,500-749,1
David Lazar,<250,1
David Levithan,250-499,1
David Levithan,<250,7
David Lindsay-Abaire,<250,2
David Lubar,250-499,2
David Lubar,<250,1
David M. Buss,250-499,1
David Malouf,250-499,1
David Malouf,<250,1
David Mamet,<250,2
David McCasland,250-499,1
David McClung,250-499,1
David McCullough,250-499,3
David McCullough,500-749,1
David McCullough,750-999,2
David McCullough,<250,1
David McCullough,>=1000,1
David Mitchell,250-499,1
David Mitchell,500-749,1
David Morrell,250-499,7
David Morrell,500-749,3
David Nasaw,750-999,1
David Neiwert,250-499,1
David Noonan,<250,2
David Ogilvy,<250,1
David Pogue,250-499,1
David Pogue,750-999,1
David Poyer,500-749,1
David R. George III,250-499,2
David R. George III,500-749,1
David R. Hawkins,250-499,4
David Rakoff,<250,1
David S. Garnett,500-749,1
David S. Reynolds,500-749,1
David Salo,250-499,1
David Schickler,250-499,1
David Sedaris,250-499,2
David Sedaris,<250,5
David Simon,500-749,2
David Stanley,<250,1
David Thomas Lord,250-499,1
David W. Macdonald,250-499,1
David W. Mount,500-749,1
David W. Phillips,<250,1
David Weber,250-499,1
David Weber,500-749,3
David Weisman,<250,1
David Wellington,250-499,1
David Wiesner,<250,1
David Wojnarowicz,<250,1
David Wood,<250,1
David Zane Mairowitz,<250,1
Davina Thomas,<250,1
Dawn B. Sova,250-499,1
Dean Koontz,250-499,18
Dean Koontz,500-749,4
Dean Koontz,750-999,2
Dean Koontz,<250,4
Dean R. Koontz,250-499,1
Deb Stover,250-499,1
Debbie Dadey,<250,7
Debbie Raleigh,250-499,2
Deborah  Gordon,250-499,1
Deborah Blum,250-499,1
Deborah Bray Haddock,250-499,1
Deborah Eisenberg,250-499,1
Deborah Gregory,<250,1
Deborah Hopkinson,<250,1
Deborah Spungen,250-499,1
Deborah Woodworth,250-499,1
Debra Cowan,250-499,1
Debra Hess,<250,5
Debra Marquart,250-499,1
Deidre S. Laiken,<250,1
Deirdre Bair,500-749,1
Delia Sherman,250-499,3
Delia Sherman,<250,1
Deloris Jordan,<250,2
Denis Diderot,250-499,2
Denis Diderot,<250,2
Denis Johnson,<250,5
Denis Waitley,<250,1
Denise Dersin,<250,2
Denise Little,<250,1
Denise Riley,<250,1
Dennis Adler,250-499,1
Dennis Brindell Fradin,<250,1
Dennis L. Kasper,>=1000,1
Dennis Lehane,250-499,5
Dennis Lehane,<250,1
Dennis Slifer,<250,1
Denny Caringer,<250,1
Dermot Moran,500-749,1
Desmond Morris,250-499,1
Detlev J.K. Peukert,250-499,1
Devin McKinney,250-499,1
Devon W. Carbado,500-749,1
Devra Davis,250-499,1
Diablo Cody,<250,1
Diana Butler Bass,<250,1
Diana Cooper,<250,1
Diana Gabaldon,250-499,2
Diana Gabaldon,500-749,3
Diana Gabaldon,750-999,5
Diana Gabaldon,>=1000,1
Diana Kendall,500-749,1
Diana Palmer,250-499,1
Diana Palmer,<250,1
Diana Vreeland,<250,1
Diana Wynne Jones,250-499,4
Diana Wynne Jones,500-749,2
Diane  Kennedy,<250,1
Diane Duane,<250,3
Diane Haeger,250-499,1
Diane Johnson,250-499,3
Diane Johnson,<250,1
Diane Mott Davidson,250-499,1
Diane Setterfield,250-499,1
Diane Waldman,250-499,2
Dick Francis,250-499,27
Dick Francis,500-749,1
Dick Francis,<250,1
Dinah L. Moché,250-499,1
Dinesh D'Souza,250-499,1
Dixie Cash,250-499,2
Dobrica Erić,<250,1
Dodie Smith,250-499,1
Don    Wood,<250,1
Don  Lee,250-499,1
Don Colbert,<250,1
Don DeLillo,250-499,9
Don DeLillo,500-749,2
Don DeLillo,750-999,1
Don DeLillo,<250,6
Don Ihde,<250,1
Don Macmillan,250-499,1
Don Rosa,250-499,1
Don Rosa,<250,2
Don Webb,<250,1
Donald  Lloyd,<250,1
Donald A. Mackenzie,250-499,1
Donald A. Norman,250-499,2
Donald A. Norman,<250,1
Donald Barthelme,<250,1
Donald D. Stull,<250,1
Donald Goines,250-499,1
Donald Goines,<250,1
Donald H. Wolfe,250-499,1
Donald J. Crump,<250,1
Donald J. Sobol,<250,4
Donald J. Trump,250-499,1
Donald Kagan,500-749,1
Donald Miller,250-499,1
Donald Miller,<250,2
Donald Spoto,250-499,2
Donald Spoto,500-749,1
Donald Spoto,750-999,1
Donald T. Phillips,<250,1
Donald Zochert,<250,1
Donna Dale Carnegie,<250,1
Donna Freitas,<250,2
Donna Goldberg,<250,1
Donna Hill,250-499,1
Donna Ickes,<250,1
Donna Leon,250-499,1
Donna M. Jackson,<250,1
Donna Tartt,500-749,3
Donna VanLiere,<250,1
Donna Woolfolk Cross,250-499,1
Doreen Cronin,<250,3
Doris Kearns Goodwin,500-749,1
Doris Kearns Goodwin,750-999,1
Doris Kloster,<250,1
Doris Lessing,500-749,1
Dorothea Shefer-Vanson,<250,1
Dorothy Corkille Briggs,250-499,1
Dorothy Dunnett,500-749,1
Dorothy L. Sayers,250-499,1
Dorothy Parker,250-499,1
Dorothy Parker,500-749,2
Dorothy Roberts,250-499,1
Doug Lansky,<250,1
Doug McClelland,<250,1
Doug Stanton,250-499,1
Doug Walsh,<250,1
Douglas A. Anderson,500-749,1
Douglas Adams,250-499,4
Douglas Adams,500-749,1
Douglas Adams,750-999,3
Douglas Adams,<250,11
Douglas C. Giancoli,750-999,1
Douglas Clegg,250-499,7
Douglas Clegg,<250,2
Douglas Coupland,250-499,7
Douglas Coupland,<250,4
Douglas Downing,250-499,1
Douglas E. Winter,250-499,1
Douglas M. MacDowell,250-499,1
Douglas Preston,250-499,4
Douglas Preston,500-749,2
Douglas Preston,<250,3
Douglas R. Hofstadter,500-749,1
Douglas R. Hofstadter,750-999,1
Dow Mossman,500-749,1
Doyle Brunson,500-749,1
Dr. Seuss,<250,19
Drew Carey,250-499,1
Dugald A. Steer,<250,2
Dwight D. Eisenhower,500-749,1
Dyan Sheldon,<250,2
Dōgen,250-499,1
E. Nesbit,250-499,1
E. Nesbit,<250,3
E.B. Potter,250-499,1
E.B. White,250-499,3
E.B. White,500-749,1
E.B. White,<250,7
E.E. Cummings,<250,2
E.E. Cummings,>=1000,1
E.J. Wagner,<250,1
E.L. Doctorow,250-499,3
E.L. Doctorow,500-749,1
E.L. Doctorow,<250,1
E.L. Konigsburg,<250,2
E.M. Forster,250-499,7
E.M. Forster,500-749,1
E.M. Forster,<250,3
E.R. Eddison,250-499,3
E.V. Gordon,250-499,1
Eamon Duffy,<250,1
East Bay M. U. D. Staff,250-499,1
Eckhart Tolle,<250,1
Ed  Young,<250,1
Ed Dorn,<250,1
Ed Gorman,250-499,1
Ed Gorman,<250,1
Ed McBain,250-499,3
Ed McBain,<250,1
Ed Roberson,<250,1
Edgar Allan Poe,250-499,2
Edgar Allan Poe,500-749,3
Edgar Allan Poe,750-999,2
Edgar Allan Poe,<250,3
Edgar Allan Poe,>=1000,1
Edgar Rice Burroughs,250-499,1
Edgar Rice Burroughs,750-999,1
Edgar Rice Burroughs,<250,12
Edith Hamilton,250-499,2
Edith Hamilton,<250,1
Edith Wharton,250-499,11
Edith Wharton,750-999,2
Edith Wharton,>=1000,2
Edmond Rostand,<250,3
Edmund Burke,<250,1
Edmund Morris,500-749,1
Edmund Morris,750-999,1
Edmund S. Morgan,250-499,3
Edmund S. Morgan,<250,1
Edmund Spenser,500-749,1
Edmund Spenser,750-999,1
Eduardo Galeano,250-499,1
Edward Albee,250-499,1
Edward Bulwer-Lytton,250-499,1
Edward C. Klatt,250-499,1
Edward Copeland,250-499,1
Edward Countryman,<250,1
Edward F. Edinger,<250,1
Edward Gibbon,500-749,2
Edward Gibbon,<250,1
Edward Gibbon,>=1000,3
Edward Gorey,<250,1
Edward J. Larson,250-499,1
Edward Lear,<250,2
Edward Lewis Wallant,250-499,1
Edward P. Jones,250-499,4
Edward P. Jones,500-749,1
Edward P. Jones,<250,1
Edward R. Tufte,<250,2
Edward Rutherfurd,750-999,1
Edward St. Aubyn,<250,1
Edward Steers Jr.,250-499,1
Edward T. Haslam,250-499,1
Edward T. Welch,<250,1
Edward W. Said,250-499,4
Edward de Bono,<250,1
Edwidge Danticat,250-499,1
Edwidge Danticat,<250,3
Edwin A. Abbott,250-499,1
Edwin A. Abbott,<250,3
Edwin Page,250-499,1
Efraim Turban,500-749,1
Efrem Smith,<250,1
Eiji Nonaka,<250,4
Eiki Eiki,<250,1
Eileen Gunn,<250,1
Eireann Corrigan,<250,1
Elaine Barbieri,250-499,1
Elaine Cunningham,250-499,2
Elaine Pagels,<250,1
Elaine Sciolino,250-499,1
Elan Golomb,250-499,1
Elda Minger,<250,1
Eleanor Clymer,250-499,1
Eleanor Dwight,250-499,1
Eleanor Estes,250-499,1
Eleanor Estes,<250,4
Eleanor Herman,250-499,1
Eleanor J. Gibson,500-749,1
Elena N. Mahlow,<250,1
Elie Wiesel,250-499,3
Elie Wiesel,<250,3
Elinor J. Pinczes,<250,1
Elinor M. Brent-Dyer,<250,1
Eliot Asinof,250-499,1
Eliot Ness,250-499,1
Elisabeth Elliot,250-499,1
Elisabeth Jean Wood,250-499,1
Elisabeth Kübler-Ross,250-499,2
Elisabeth Kübler-Ross,<250,1
Elise Broach,250-499,1
Eliza Gaynor Minden,250-499,1
Eliza Minot,250-499,1
Elizabeth  Davis,250-499,1
Elizabeth  George,500-749,3
Elizabeth  George,750-999,1
Elizabeth A. Lynn,250-499,1
Elizabeth A. Lynn,<250,1
Elizabeth A. Schultz,250-499,1
Elizabeth Alexander,<250,1
Elizabeth Berg,250-499,2
Elizabeth Berg,<250,1
Elizabeth C. Economy,250-499,1
Elizabeth Castro,250-499,1
Elizabeth Clare Prophet,<250,2
Elizabeth Gaskell,500-749,1
Elizabeth George,250-499,1
Elizabeth George,<250,5
Elizabeth Gilbert,250-499,4
Elizabeth Gilbert,<250,2
Elizabeth Hardwick,<250,1
Elizabeth Hoyt,250-499,1
Elizabeth Knowles,>=1000,1
Elizabeth Kostova,500-749,1
Elizabeth Kostova,<250,1
Elizabeth L. Fuller,<250,1
Elizabeth Lowell,250-499,4
Elizabeth Lowell,500-749,1
Elizabeth M. Butler,250-499,1
Elizabeth Mann,<250,1
Elizabeth Mayne,250-499,1
Elizabeth Moon,500-749,1
Elizabeth Noble,250-499,1
Elizabeth Peters,250-499,5
Elizabeth Russell Miller,<250,1
Elizabeth Silverthorne,<250,1
Elizabeth Stewart,250-499,1
Elizabeth Stuart Phelps,250-499,1
Elizabeth Wurtzel,250-499,1
Elizabeth von Arnim,<250,1
Ellen Anker,<250,1
Ellen Evert Hopman,<250,1
Ellen Kushner,500-749,1
Ellen Meloy,250-499,2
Ellen Raskin,<250,1
Ellen Weiss,<250,2
Elliot Aronson,500-749,1
Elliott A. Norse,250-499,1
Elliott Currie,<250,1
Ellis Weiner,<250,1
Elmer Kennedy-Andrews,<250,1
Elspeth Huxley,250-499,2
Elvi Rhodes,250-499,1
Elwood Reid,250-499,1
Emerson Eggerichs,250-499,1
Emil M. Cioran,<250,1
Emily Barr,250-499,1
Emily Blake,<250,1
Emily Brontë,250-499,3
Emily Dickinson,250-499,1
Emily Dickinson,500-749,1
Emily Giffin,250-499,4
Emily Jenkins,<250,1
Emily Mann,<250,1
Emine Sevgi Özdamar,250-499,1
Emma Barker,250-499,1
Emma Donoghue,250-499,6
Emma Donoghue,500-749,2
Emma Donoghue,<250,3
Emma Holly,250-499,4
Emma McLaughlin,250-499,3
Emmanuel Le Roy Ladurie,250-499,3
Emmanuel Le Roy Ladurie,500-749,1
Emmanuel Rhoides,<250,1
Emmuska Orczy,250-499,2
Enid Blyton,250-499,1
Enid Blyton,<250,2
Eoin Colfer,250-499,13
Eoin Colfer,750-999,1
Eoin Colfer,<250,5
Ephraim Sevela,<250,1
Epictetus,500-749,1
Epictetus,<250,2
Erasmus,250-499,1
Eric A. Meyer,500-749,1
Eric B. Martin,<250,1
Eric Bischoff,250-499,1
Eric Carle,<250,1
Eric Chaisson,250-499,1
Eric Chaisson,<250,1
Eric Flint,250-499,1
Eric Flint,500-749,2
Eric Frank Russell,<250,1
Eric H.F. Law,<250,1
Eric Hansen,250-499,1
Eric Hobsbawm,250-499,2
Eric Hobsbawm,500-749,1
Eric Hobsbawm,<250,3
Eric Homberger,<250,1
Eric Jensen,<250,1
Eric Klinenberg,250-499,1
Eric P. Kelly,<250,1
Eric R. Kandel,250-499,1
Eric R. Wolf,500-749,1
Eric Schlosser,250-499,4
Eric Sykes,500-749,1
Eric Tyson,250-499,2
Erica Jong,250-499,6
Erica Jong,500-749,1
Erich Auerbach,<250,1
Erich Fromm,250-499,2
Erich Fromm,500-749,1
Erich Fromm,<250,6
Erich Maria Remarque,250-499,2
Erik  Larson,250-499,1
Erik Larson,250-499,5
Erin McCarthy,250-499,1
Erin McKean,250-499,1
Erin St. Claire,250-499,5
Erin St. Claire,<250,8
Erle Stanley Gardner,750-999,1
Erle Stanley Gardner,<250,4
Ernest Becker,250-499,1
Ernest Hemingway,250-499,6
Ernest Hemingway,500-749,3
Ernest Hemingway,<250,9
Ernest J. Gaines,250-499,1
Ernesto Laclau,250-499,1
Ernesto Laclau,<250,1
Ernesto Sabato,<250,1
Ernle Bradford,<250,1
Errol Flynn,250-499,1
Erving Goffman,250-499,2
Esmeralda Santiago,250-499,1
Estelle B. Freedman,250-499,1
Esther Perel,250-499,1
Esther Schor,250-499,1
Eudora Welty,250-499,3
Eudora Welty,500-749,1
Eudora Welty,<250,4
Eudora Welty,>=1000,1
Eugene J. McCarthy,<250,1
Eugene Linden,<250,1
Eugene O'Neill,250-499,1
Eugene O'Neill,<250,1
Eugene O'Neill,>=1000,2
Eugène Ionesco,<250,3
Euripides,250-499,10
Euripides,500-749,4
Euripides,<250,12
Eva Brann,250-499,3
Eva Brann,<250,1
Eva-Maria Metcalf,<250,1
Evan Thomas,250-499,1
Evangeline Walton,<250,1
Evelyn Waugh,250-499,3
Evelyn Waugh,500-749,1
Ewan McGregor,250-499,1
F. Scott Fitzgerald,250-499,3
F. Scott Fitzgerald,500-749,2
F. Scott Fitzgerald,750-999,1
F. Scott Fitzgerald,<250,9
F.F. Bruce,250-499,1
FASA Corporation,<250,1
Fannie Flagg,250-499,1
Fannie Flagg,500-749,1
Fannie Flagg,<250,1
Fatemeh Keshavarz,<250,1
Faye Perozich,250-499,1
Faïza Guène,<250,2
Federico García Lorca,250-499,1
Federico García Lorca,<250,4
Fern Michaels,250-499,3
Fiona McAuslan,500-749,1
Flann O'Brien,<250,1
Fodor's Travel Publications Inc.,250-499,1
Ford Madox Ford,250-499,1
Fran Leeper Buss,<250,1
Frances Burney,250-499,1
Frances Gies,250-499,1
Frances Goodrich,<250,1
Frances Hodgson Burnett,250-499,4
Frances Hodgson Burnett,<250,3
Frances J. Roberts,<250,1
Frances Mayes,250-499,1
Frances Oliver,<250,1
Frances Stonor Saunders,500-749,1
Francesca Lia Block,250-499,1
Francesca Lia Block,<250,8
Francine Pascal,250-499,2
Francine Pascal,<250,26
Francine Patterson,<250,1
Francine Prose,250-499,4
Francine Segan,250-499,1
Francis Davis,<250,1
Francis Meynell,250-499,1
Frank  Graham,<250,1
Frank Beddor,250-499,1
Frank Darabont,<250,1
Frank E. Peretti,250-499,3
Frank E. Peretti,500-749,1
Frank Furedi,<250,1
Frank Herbert,250-499,10
Frank Herbert,500-749,1
Frank Herbert,<250,1
Frank Kermode,<250,1
Frank M. Carrano,750-999,1
Frank McConnell,<250,2
Frank McCourt,250-499,1
Frank McCourt,<250,1
Frank N. Magill,<250,1
Frank P. Incropera,750-999,1
Frank Portman,250-499,1
Frank Warren,<250,2
Frank Wedekind,<250,1
Frank Zappa,250-499,1
Frank Zöllner,500-749,1
Franz Kafka,250-499,7
Franz Kafka,500-749,2
Franz Kafka,<250,9
François Rabelais,750-999,1
François Rabelais,>=1000,1
Fred Anderson,750-999,1
Fred Goodman,250-499,1
Fred Pearce,250-499,1
Fred Saberhagen,250-499,7
Frederick C. Beiser,250-499,1
Frederick Charles Copleston,500-749,1
Frederick Douglass,250-499,1
Frederick Douglass,<250,3
Frederick Douglass,>=1000,1
Frederick Exley,250-499,1
Frederick K. Goodwin,>=1000,1
Frederick P. Brooks Jr.,250-499,1
Frederick P. Lenz,250-499,1
Frederick P. Lenz,<250,1
Frederik Pohl,250-499,1
Fredric Dannen,250-499,1
Friedrich A. Hayek,250-499,1
Friedrich Dürrenmatt,<250,1
Friedrich Nietzsche,250-499,6
Friedrich Nietzsche,500-749,2
Friedrich Nietzsche,750-999,1
Friedrich Nietzsche,<250,8
Friedrich Reck-Malleczewen,250-499,1
Fritjof Capra,250-499,1
Fulton J. Sheen,250-499,1
Fuyumi Ono,250-499,1
Fyodor Dostoyevsky,250-499,4
Fyodor Dostoyevsky,500-749,14
Fyodor Dostoyevsky,750-999,6
Fyodor Dostoyevsky,<250,10
Fyodor Dostoyevsky,>=1000,3
G. Edward White,500-749,1
G. Richard Shell,250-499,2
G.E. Bentley Jr.,500-749,1
G.K. Chesterton,<250,1
Gabriel García Márquez,250-499,14
Gabriel García Márquez,500-749,4
Gabriel García Márquez,<250,19
Gabrielle Ann Euvino,<250,1
Gail A. Eisnitz,250-499,1
Gail Carson Levine,<250,1
Gail Godwin,250-499,1
Gail Grant,<250,1
Gaius Julius Caesar,250-499,2
Galadriel Waters,250-499,1
Gale Gand,<250,1
Galina Krasskova,<250,1
Gardner Dozois,500-749,1
Gardner Dozois,<250,1
Garrison Keillor,250-499,3
Garry Nelson,250-499,1
Garry Wills,250-499,5
Garry Wills,500-749,1
Garry Wills,<250,1
Garth Ennis,<250,1
Garth Nix,250-499,2
Gary A. Braunbeck,250-499,1
Gary B. Nash,250-499,1
Gary Chapman,<250,1
Gary Colombo,750-999,1
Gary Friedrich,250-499,1
Gary K. Carey,<250,2
Gary L. Blackwood,<250,1
Gary L. Hardcastle,250-499,1
Gary Oates,<250,1
Gary Paulsen,250-499,1
Gary Paulsen,500-749,1
Gary Paulsen,<250,5
Gary Russell,250-499,1
Gary Russell,<250,2
Gary Snyder,<250,1
Gary Yukl,500-749,1
Gaston Leroux,250-499,1
Gavin Baddeley,500-749,1
Gavin Baddeley,<250,1
Gavin Menzies,500-749,1
Gayden Metcalfe,<250,1
Gayle Lynds,<250,1
Gelsey Kirkland,250-499,1
Gene A. Brucker,<250,1
Gene Wilder,250-499,1
Gene Wolfe,250-499,3
Gene Wolfe,500-749,1
Geneen Roth,<250,3
Geneviève,<250,2
Geoff Emerick,250-499,1
Geoffrey Batchen,<250,1
Geoffrey Chaucer,250-499,4
Geoffrey Chaucer,500-749,4
Geoffrey Chaucer,>=1000,2
Geoffrey M. Bellman,<250,1
Geoffrey Miller,500-749,1
Geoffrey S. Kirk,500-749,1
Georg Feuerstein,250-499,1
Georg Wilhelm Friedrich Hegel,250-499,7
Georg Wilhelm Friedrich Hegel,500-749,3
Georg Wilhelm Friedrich Hegel,<250,4
George  Adamson,250-499,1
George Balanchine,500-749,1
George Beahm,250-499,2
George Beahm,<250,1
George Bernard Shaw,250-499,2
George Bernard Shaw,500-749,2
George Bernard Shaw,<250,4
George Crile,500-749,2
George Crile,<250,1
George E. Stanley,<250,4
George Eliot,250-499,2
George Eliot,500-749,4
George Eliot,750-999,2
George Eliot,<250,1
George Gamow,<250,2
George Gladir,<250,1
George Grant,<250,1
George H. Scherr,<250,1
George H. Wood,<250,1
George Lakoff,250-499,1
George Lakoff,500-749,1
George Lucas,500-749,1
George Lucas,<250,2
George MacDonald,<250,1
George MacDonald Fraser,250-499,1
George Orwell,250-499,9
George Orwell,<250,3
George Orwell,>=1000,1
George Pelecanos,250-499,1
George Plimpton,250-499,1
George R.R. Martin,250-499,3
George R.R. Martin,750-999,1
George R.R. Martin,<250,1
George S. Clason,<250,2
George Saunders,<250,4
George Selden,<250,1
George Smoot,250-499,1
George Stalk Jr.,<250,1
George Sullivan,<250,1
George Washington,<250,1
Georges Bataille,250-499,1
Georges Bataille,<250,1
Georges Perec,250-499,3
Georges Perec,<250,2
Georges Simenon,<250,13
Georgette Heyer,250-499,10
Georgina Grey,<250,1
Gerald Posner,500-749,1
Geraldine Brooks,250-499,2
Geraldine Brooks,<250,1
Geraldine McCaughrean,250-499,1
Geraldine McCaughrean,<250,2
Geraldine Pinch,<250,1
Gertrude Chandler Warner,<250,2
Gertrude Stein,250-499,1
Gertrude the Great,<250,1
Gia Bathory Al Babel,250-499,1
Giada De Laurentiis,250-499,2
Giada De Laurentiis,<250,1
Giles Andreae,<250,1
Gill Harvey,<250,1
Gilles Deleuze,250-499,1
Gilles Deleuze,<250,2
Gillian Avery,250-499,2
Giorgio De Santillana,250-499,1
Girolamo Cardano,250-499,1
Giuliana DePandi,<250,1
Giuliano Hazan,250-499,1
Glen David Gold,250-499,1
Glenn M. Schwartz,250-499,1
Glenn Yeffeth,<250,1
Gloria Goldreich,250-499,1
Gloria Goldreich,500-749,1
Gloria Naylor,250-499,1
Gonzague Saint Bris,<250,1
Good Housekeeping,500-749,1
Gordon Bowker,250-499,1
Gordon Dahlquist,750-999,1
Gordon Korman,250-499,2
Gordon Korman,<250,21
Gordon S. Wood,250-499,2
Gordon S. Wood,500-749,1
Gore Vidal,250-499,4
Gore Vidal,500-749,2
Gotthold Ephraim Lessing,250-499,1
Govind Armstrong,250-499,1
Graham Chapman,250-499,3
Graham Greene,250-499,3
Graham Greene,500-749,2
Graham Greene,<250,7
Graham Hancock,750-999,1
Graham Handley,<250,1
Graham Masterton,250-499,2
Graham Masterton,<250,3
Graham McNeill,750-999,1
Grant Morrison,250-499,3
Grant Morrison,<250,19
Grant Morrison,>=1000,1
Grant R. Osborne,500-749,1
Graydon Carter,250-499,1
Greg  Taylor,<250,1
Greg Behrendt,250-499,1
Greg Behrendt,<250,1
Greg Cox,250-499,2
Greg Iles,250-499,2
Greg Iles,500-749,4
Greg Keyes,250-499,1
Greg Tang,<250,1
Gregg Olsen,250-499,1
Gregory Bassham,<250,1
Gregory Maguire,250-499,6
Gregory Maguire,500-749,1
Gregory Maguire,<250,7
Gretchen Moran Laskas,250-499,1
Grif Stockley,250-499,1
Gus Russo,500-749,1
Gus Van Sant,<250,1
Gustave Flaubert,250-499,4
Gustave Flaubert,500-749,1
Gustave Flaubert,<250,3
Gustave Le Bon,250-499,1
Guy Kawasaki,<250,1
Guy Ogilvy,<250,1
Guy W. Jones,<250,1
Gwen Moran,250-499,1
Gwyn Hyman Rubio,250-499,1
Gwynne Forster,250-499,1
Günter Grass,<250,1
H. Jay Riker,250-499,2
H. Rider Haggard,250-499,1
H.G. Bissinger,250-499,1
H.G. Wells,250-499,6
H.G. Wells,500-749,2
H.G. Wells,750-999,2
H.G. Wells,<250,11
H.P. Lovecraft,250-499,6
H.P. Lovecraft,500-749,1
H.P. Lovecraft,750-999,1
H.P. Lovecraft,<250,3
H.R. Giger,<250,1
H.W. Brands,250-499,1
Ha Jin,250-499,3
Ha Jin,<250,5
Hailey Abbott,<250,1
Halldór Laxness,250-499,2
Halldór Laxness,500-749,2
Halldór Laxness,<250,2
Hania Czajkowski,250-499,1
Hanif Kureishi,250-499,1
Hanif Kureishi,<250,1
Hannah  Green,250-499,2
Hannah Arendt,250-499,1
Hannah Arendt,500-749,1
Hannah Hurnard,<250,1
Hans Blumenberg,<250,1
Hans Jonas,250-499,1
Hanshan,250-499,1
Harlan Coben,250-499,6
Harlan Coben,500-749,2
Harlan Ellison,250-499,1
Harlow Giles Unger,250-499,1
Harold Abelson,500-749,1
Harold Bloom,250-499,3
Harold Bloom,500-749,2
Harold Bloom,<250,4
Harold C. Livesay,<250,1
Harold Coyle,250-499,1
Harold G. Moore,250-499,1
Harold G. Moore,500-749,2
Harper Lee,250-499,2
Harper Lee,<250,1
Harpo Marx,250-499,1
Harriet Lerner,250-499,1
Harriet Lerner,<250,1
Harrison Edward Livingstone,500-749,1
Harry Crews,250-499,1
Harry Crews,<250,1
Harry G. Frankfurt,<250,2
Harry Graham,<250,1
Harry Hamernik,<250,1
Haruki Murakami,250-499,10
